cluster_id,Applicable Material,Base,Brand,Built,Capacity,Care Instructions,Category,Collection,Color,Compliance Standards,Construction,Control Type,Country of Origin,Depth,Diameter,Dimensions,Dirt Types,EAN,Energy Efficiency,Expiry,Finish,Freezer Capacity,Height,Length,Manufacturing Standard,Material,Model Number,Model Number Type,Mounting,Packaging Type,Packing Type,Power,Price,Product Type,Room,Scent,Series,Shape,Style,Thickness,UPC,Warranty,Weight,Width
12217861,,,,,['38 - 53 cu. ft.'],,,,"['section self contained refrigeration stainless steel', 'narrow hinged']",,,['glass (display)'],,,,,,,,,,,['570.00 Pound(s)'],,,['exterior aluminum'],,,,,,,,['glass doors'],,,,,"['display', 'two', 'hinged / swing, narrow']",,,,,
12219527,,,,,['24 - 37 cu. ft.'],,['two'],,,,,['solid'],,,,,,,,,,,['470.00 Pound(s)'],,,,,,,,,,,,,,,,"['hinged / swing, narrow']",,,,,
12219535,,,,,['24 - 37 cu. ft.'],,['two'],,,,,['solid'],,,,,,,,,,,['490.00 Pound(s)'],,,['stainless steel'],,,,,,,,"['reach in', 'electric condensate evaporator']",,,,,"['hinged / swing, narrow']",,,,,
12219567,,,,,['24 - 37 cu. ft.'],,"['reach in', 'two']",,,,,['solid'],,,,,,,,,,,['430.00 Pound(s)'],,,,,,,,,,,,,,,,"['ends interior stainless steel', 'doors', 'half door(s), narrow']",,,,,
12220916,,['digital thermometer'],,,,,,['2'],"['line refrigerator', 'standard depth cabinet wide']",,,,,['standard'],,,,,,,,,['595.00 Pound(s)'],,,,,,,,,,,"['heated cabinet', 'half height doors']",,,,,['two'],,,,,
12223116,,,,,,,,,,"['csd 1 compliant', 'boiler base with 1 10 gallon']",,,,,,,,,,,,,,,,,,,,,,,,,,,,['deck mounted'],['pan steamer on'],,,,,
12223580,,,,,,,,,,"['60 csd 1 compliant', 'boiler base with']",,,,,,,,,,,,,,,,,,,,,,,,,,,,['deck mounted'],['pan steamer on'],,,,,
12239024,,,,,['38 - 53 cu. ft.'],,,,['section self contained refrigeration stainless steel'],,,['solid'],,,,,,,,,,,['600.00 Pound(s)'],,,,,,,,,,,"['narrow half height doors', 'electric condensate evaporator']",,,,,"['two', 'half door(s), narrow']",,,,,
12239040,,,,,"['24 - 37 cu. ft.', '38 - 53 cu. ft.']",,,,"['display', 'section self contained refrigeration aluminum', 'shallow depth cabinet', 'section self contained refrigeration stainless steel']",,,"['glass (display)', 'glass (display)']",,,,,,,,,,,"['530.00 Pound(s)', '610.00 Pound(s)']",,,"['front', 'narrow hinged']",,,,,,,,['glass doors'],,,,['narrow'],"['two', 'display', 'two', 'hinged / swing, narrow']",,,,,
12245306,,,,,['48 l'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,['table'],,,,,"['classico', 'edge grain with varnique finish stainless steel', 'legs center bracing']",,,,,
12246312,,,['fire'],,,,,,['brick for hickory'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12249459,,"['thick white', 'adjustable shelves']",,,['8 - 9 pan'],,['solid hinged doors'],,,['polyethylene cutting board stainless steel'],,,,,,,,,,,,['16 6 cu ft'],['323.00 Pound(s)'],,,"['self contained refrigeration', 'exterior front sides']",['2'],,,,,,,,,,,,"['two', 'pan capacity', 'with brakes r 134a refrigerant', 'hp culus', 'doors']",,['nsf'],,,"['60"" - 62"" wide']"
12250590,,,,,,,['two'],['2'],['line refrigerator'],,,,,['standard'],,,,,,,,,['595.00 Pound(s)'],,,"['section self', 'exterior aluminum']",,,,,,,,"['heated cabinet', 'contained refrigeration stainless steel', 'height doors']",,,,,,,,,,
12250691,,['digital thermometer'],,,,,,['2'],,,,,,['standard'],,,,,,,['two'],,['580.00 Pound(s)'],,,"['stainless steel', 'exterior aluminum']",,,,,,,,"['line refrigerator', 'heated cabinet', 'half height doors']",,,,,,,,,,
12252747,,['(1) standard oven'],,,['12 griddle'],,,,['restaurant range gas'],,,,,,,,,,,,['nsf'],,['660.00 Pound(s)'],,,"['left standing pilot 1', 'battery']",,,,,,,,"['wavy grates', 'shelf 6 adjustable']",,['backriser with hi-shelf'],,,"['oven', 'flue riser with shelf stainless steel', 'front']",,,,,
12253608,,"['thick white', 'adjustable shelves', 'stem casters']",,,['8 - 9 pan'],,['solid hinged doors'],,,['polyethylene cutting board stainless steel'],,,,,,,,,,,['nsf'],,['260.00 Pound(s)'],['66 cu'],,"['self contained refrigeration', 'exterior front sides']",['2'],,,,,,,,,,,,"['two', 'pan capacity', 'doors']",,,,,"['48"" - 50"" wide']"
12253633,,['legs with boxed crossrails'],,,,['stainless steel'],,,,,,,,,,,,,,,,['27 f b x'],"['408.00 Pound(s)', '11""']","['11 h', '304 series']",,"['stainless steel overall', 'nsf']",,,,,,,,['legs with welded front to rear adjustable'],,,,,"['compartment with left right hand drainboards', 'deep with']",,['20'],,,
12254108,,['(1) cabinet'],,,['12 griddle'],,,,,,,,,,,,,,,,['nsf'],,['660.00 Pound(s)'],,,['left standing pilot'],,,,,,,,"['wavy grates', 'shelf 6 adjustable']",,['backriser with hi-shelf'],,['restaurant'],"['cabinet base', 'flue riser with shelf stainless steel', 'front']",,,,,
12254328,,,"['commercial series', 'each accommodate']",,,,,,['refrigerator'],,,,,,,,,,,,['nsf'],['one section 7 2 cu ft'],"['12 x 20', '176.00 Pound(s)']",,,['stainless steel'],['2'],,['exterior front'],,,,,['not included'],,,,,"['stem casters', 'flat top, stainless steel', 'drawers']",,,,,
12254450,,,,,['8 - 9 pan'],,['solid hinged door 1 adjustable shelves'],,,,,,,,,,,,,,,,['185.00 Pound(s)'],,,['exterior front sides'],,,,,,,,,,,,,"['polyethylene cutting board stainless steel', 'doors']",,,,,"['27"" - 29"" wide']"
12254843,,"['flue riser with shelf', '(1) convection oven']",,,['12 griddle'],,,,,,,,['front'],,,,,,,['22'],"['stainless steel', 'nsf']",,['660.00 Pound(s)'],,,"['left standing pilot 1', 'battery']",,,,,,,,"['wavy grates', 'shelf 6 adjustable']",,['backriser with hi-shelf'],,['restaurant'],['oven'],,,,,
12258194,,,,,,,['two'],['2'],['line refrigerator'],,,,,['standard'],,,,,,,,,['595.00 Pound(s)'],,,['section self'],,,,,,,,"['heated cabinet', 'contained refrigeration stainless steel', 'height doors']",,,,,,,,,,
12258347,,['digital thermometer'],,,,,['two'],['2'],,,,,,['standard'],,,,,,,,,['580.00 Pound(s)'],,,['section self'],,,,,,,,"['line refrigerator', 'contained refrigeration stainless steel', 'half height doors']",,,,,['heated cabinet reach in'],,,,,
12263280,,['contained refrigeration aluminum'],,,['54 - 85 cu. ft.'],,,,['shallow depth cabinet'],,,['solid'],,,,,,,,,,,['790.00 Pound(s)'],,,"['front doors', 'narrow half height solid doors']",,,,,,,,['reach in three'],,,,,['half door(s)'],,,,,
12263689,,['contained refrigeration stainless steel'],,,['54 - 85 cu. ft.'],,,,,,,['solid'],,,,,,,,,,,['830.00 Pound(s)'],,,['exterior aluminum'],,,,,,,,"['reach in three', 'narrow full']",,,,,,,,,,
12263694,,['contained refrigeration stainless steel'],,,['54 - 85 cu. ft.'],,,,,,,['solid'],,,,,,,,,,,['905.00 Pound(s)'],,,,,,,,,,,"['reach in three', 'narrow full']",,,,,,,,,,
12264567,,,['plate carrier'],,,,,,['chrome plated'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['carts'],,,,,
12264569,,,['plate carrier'],,,,,,['chrome plated'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12265013,,,,,,,,,,,,,,,,,,,,,,,,,,['coffee'],,,,,,,,,,,,,['sleeve dispenser'],,,,,
12267423,,,,,,,,,,,,['solid'],,,,,,,,,,,['445.00 Pound(s)'],,,,,,,['one section'],,,,"['pass thru', 'contained refrigeration stainless steel', 'half height solid doors']",,,,,"['freezer', 'half door(s), wide']",,,,,
12270899,,,,,['54 - 85 cu. ft.'],,,,['standard depth cabinet wide'],,,['solid'],,,,,,,,,,,['830.00 Pound(s)'],,,,,,,,,,,"['freezer', 'half height solid doors']",,['reach in'],,,"['half door(s), wide']",,,,,
12270912,,,,,"['5 casters', '54 - 85 cu. ft.']",,,,,,,['glass (display)'],,,,,,,,,,,['860.00 Pound(s)'],,,,,,,,,,,['freezer'],,['reach in'],,,,,,,,
12271057,,,,,['54 - 85 cu. ft.'],,,,,,,['solid'],,,,,,,,,,,['965.00 Pound(s)'],,,,,,,,,,,['reach in'],,,,,,,,,,
12271088,,,,,['54 - 85 cu. ft.'],,,,,,,['solid'],,,,,,,,,,,['910.00 Pound(s)'],,,,,,,,,,,['reach in'],,,,,,,,,,
12274380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['flow regulator'],,,,,,,,,,
12275280,,['(1) standard oven'],,,['12 griddle'],,,,"['ultimate', 'standard grates']",,,,,,,,,,,,['nsf'],,['660.00 Pound(s)'],,,"['left standing pilot 1', 'battery']",,,,,,,,['shelf 6 adjustable'],,['backriser with hi-shelf'],,,"['restaurant', 'burners', 'oven', 'flue riser with shelf stainless steel', 'front']",,,,,
12276144,,"['flue riser with shelf', '(1) convection oven']",,,['12 griddle'],,,,['standard grates'],,,,['front'],,,,,,,['22'],"['stainless steel', 'nsf']",,['660.00 Pound(s)'],,,"['left standing pilot 1', 'battery']",,,,,,,,['shelf 6 adjustable'],,['backriser with hi-shelf'],,['restaurant'],"['burners', 'oven']",,,,,
12276668,,"['flue riser with shelf', '(1) cabinet']",,,['12 griddle'],,,,,,,,['front'],,,,,,,,"['stainless steel', 'nsf']",,['660.00 Pound(s)'],,,['left standing pilot cabinet base'],['22'],,,,,,,"['standard grates', 'shelf 6 adjustable']",,['backriser with hi-shelf'],,['restaurant'],['in'],,,,,
12289427,,"['flue riser with shelf', '(1) convection oven']",['ultimate'],,['12 griddle'],,,,,,,,['front'],,,,,,,['22'],"['stainless steel', 'nsf']",,['660.00 Pound(s)'],,,['battery'],,,,,,,,"['standard grates', 'shelf 6 adjustable']",,['backriser with hi-shelf'],,,['restaurant'],,,,,
12296340,,['(1) standard oven'],,,['12 griddle'],,,,,,,,,,,,,,,,['nsf'],,['660.00 Pound(s)'],,,"['left standing pilot 1', 'battery']",,,,,,,,"['standard grates', 'shelf 6 adjustable']",,['backriser with hi-shelf'],,['restaurant'],"['oven', 'flue riser with shelf stainless steel', 'front']",,,,,
12296480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['legs with adjustable plastic feet 1 ips drain'],,,,,
12310368,,,,,['54 - 85 cu. ft.'],,,,,,,['glass (display)'],,,,,,,,,,,['810.00 Pound(s)'],,,,,,,,,,,"['refrigerator', 'half height glass doors']",,,,,"['half door(s), wide']",,,,,
12310887,,,,,['97064 1'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,['la cart'],,,,,,,,,,
12312214,,,,,['97099 1'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,['la cart'],,,,,,,,,,
12315970,,['temp control'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['la cart'],,,,,,,,,,
12317119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['la cart'],,,,,,,,,,
12318215,,,,,,,,,['la cart'],,,,,,,,,,,,,,,,,,['26049'],,,,,,,,,,,,,,,,,
12318216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['la cart'],,,,,,,['26049'],,,
12318576,,,,,,,,,,,,,,,,,,,,,['assy'],,,,,,,,,,,,,['la cart'],,,,,,,,,,
12320328,,,,,['25 - 30 pan'],,['pans or 6'],,"['mighty top', 'accommodates 1', 'rear mounted']",,,,,,,,,,,,['three'],,"['12 x', '468.00 Pound(s)']",,,"['stainless steel', 'front aluminum']",,,,,,,,['glass lid'],,,,['pans per'],"['deep pans with', 'top', 'self contained refrigeration', 'drawers']",,,,,"['70"" - 84"" wide']"
12331631,,,,,,,,,['la cart'],,,,,,,,,,,,,,,,,,,,,,,,,['temp'],,,,['dual'],,,,,,
12337959,,,,,"['5 l', '9 16']",,,,"['camrack extender', 'abs white']",,,,,,,,,,,,,,,,,['martini'],,,,,,,,['d clip'],,,,,,,,,,
12347604,,['legs with side crossrails'],,,['18 gauge'],['stainless steel'],,,"['regaline sink 1', '12']",,,,,,,,,,,,,,"['20 front', '8""', '71.00 Pound(s)']",,,['nsf'],,,,,,,,['open frame'],,['304 series stainless steel'],,,"['compartment with right hand drainboard', 'deep with']",,,,['27 f'],
12364207,,,,,,,"['valve', 'install adapters']",,,,,,,,,,,,,,,,,,,"['wrist', 'handles', 'stainless steel']",,,,,,,,,,,,,['control'],,,,,
12364258,,,,,,,,,['valve'],,,,,,,,,,,,,,,,,['stainless steel'],,,,,,,,,,,,['handles'],,,,,,
12364268,,,,,,,,,,,,,,,,,,,,,,,,,,['stainless steel'],,,,,,,,,,,,['valve'],,,,,,
12364277,,,['control'],,,,['valve'],,['stainless steel'],,,,,,,,,,,,,,,,,['handles'],,,,,,,,,,,,,,,,,,
12385263,,,,,['54 - 85 cu. ft.'],,,,,,,['solid'],,,,,,,,,,,['840.00 Pound(s)'],,,,,,,,,,,['narrow full'],,,,,"['hinged / swing, narrow']",,,,,
12385268,,,,,['54 - 85 cu. ft.'],,,,,,,['solid'],,,,,,,,,,,['765.00 Pound(s)'],,,,,,,,,,,['narrow full'],,,,,"['hinged / swing, narrow']",,,,,
12391091,,,,,,,['reach in'],,['standard depth cabinet wide full height solid doors'],,,,,['standard'],,,,,,,,,['885.00 Pound(s)'],,,"['front doors', 'electric condensate evaporator']",,,,,,,,['refrigerator freezer'],,,,,,,,,,
12391525,,,,,['54 - 85 cu. ft.'],,,,,,,['solid'],,,,,,,,,,,['765.00 Pound(s)'],,,,,,,,,,,"['narrow half height doors', 'electric condensate evaporator']",,,,,"['half door(s), narrow']",,,,,
12391534,,,,,['54 - 85 cu. ft.'],,,,,,,['glass (display)'],,,,,,,,,,,['740.00 Pound(s)'],,,,,,,,,,,['glass doors'],,,,,"['hinged / swing, narrow']",,,,,
12392475,,['legs not included'],['turbofan convection oven'],,['glass door'],,,,,,,['digital controls'],,,,,,,['ENERGY STAR®'],,['nsf'],,['490.00 Pound(s)'],,,,,,['energy star cetlus'],,,,,"['electric full', 'pan capacity stainless steel']",,,,,"['assembled height 2 speed fan electronic thermostat control', 'temperature', 'floor model']",,,,,
12392698,,,,,['54 - 85 cu. ft.'],,,,,,,['glass (display)'],,,,,,,,,,,['800.00 Pound(s)'],,,['front'],,,,,,,,"['refrigerator', 'contained refrigeration aluminum']",,['reach in'],,,,,,,,
12393077,,,,,['54 - 85 cu. ft.'],,,,,,,['solid'],,,,,,,,,,,['890.00 Pound(s)'],,,,,,,,,,,"['refrigerator', 'contained refrigeration stainless steel', 'height doors']",,['reach in'],,,,,,,,
12393087,,,,,['54 - 85 cu. ft.'],,,,,,,['solid'],,,,,,,,,,,['830.00 Pound(s)'],,,['exterior aluminum'],,,,,,,,"['refrigerator', 'contained refrigeration stainless steel', 'height doors']",,['reach in'],,,,,,,,
12393276,,,,,,,['reach in'],,['standard depth cabinet wide full height solid doors'],,,,,['standard'],,,,,,,,,['885.00 Pound(s)'],,,"['front doors', 'electric condensate evaporator']",,,,,,,,['refrigerator freezer'],,,,,,,,,,
12397591,,['contained refrigeration stainless steel'],,,['54 - 85 cu. ft.'],,,,,,,['glass (display)'],,,,,,,,,,,['860.00 Pound(s)'],,,['exterior aluminum'],,,,,,,,"['reach in three', 'half height glass doors']",,,,,"['line freezer', 'legs 1']",,,,,
12399711,,,,,,,,,,,,,,,,,,,,,,,,,,['stainless steel'],,,,,,,,,,,,['control'],['valve single deck mounted'],,,,,
12410315,,"['h modern', 'locking casters']",,,['18 10 stainless steel'],['Stainless Steel'],"['16', '16']",,,"['10 glass shelves', 'shelves 2']",,,,,,,,,,,,,"['16 x 37', '375.00 Pound(s)', '68""']",,,,,,,,,,,"['8 shelves', 'for storage heavy duty']",,,,,"['buffet display', 'shelves']",,['16'],,,
12410392,,,,,,,,,['black wood'],,,,,,,,,,,,,,,,,,,,,,,,,"['double sided service shelves easily remove heavy duty', 'locking casters']",,,,,"['laminate', 'brushed']",,,,,
12411012,,,,,,,,,,,,,,,,,,,,,['only stainless steel'],,,,,['front rail and work top'],,,,,,,,,,,,,['work top'],,,,,
12411297,,['cabinet'],,,,,,,,,,,,,,,,,,,,,['190.00 Pound(s)'],,,"['series spreader', 'front', 'front rail and work']",,,,,,,,,,['one door stainless steel'],,,['top cabinet base with'],,,,,"['24""']"
12413790,,,,,['54 + cu. ft.'],,,,,,,['solid'],,"['38"" - 39""']",,,,,,,,,"['75 0', '865.00 Pound(s)']",,,"['refrigerator', 'pass thru', 'front aluminum']",,,,,,,,"['three', 'end panels and interior', 'half height stainless steel doors']",,,,,"['line wide', 'contained refrigeration stainless steel', 'half door(s), wide']",,,,,
12415810,['front'],,,,,,,,"['balanced doors with heavy', 'top']",,,"['7"" legs']",,,,,,,,,,,['1255.00 Pound(s)'],,,['angle iron frame steel'],,,,,,['without'],,"['compartments mechanical', 'deck small', 'cetlus']",,,,,"['deck type', 'two sections', 'chrome handle']",,,,,
12415812,['front'],,,,,,,,"['oven', 'balanced doors with heavy', 'top']",,,"['7"" legs']",,,,,,,,,['cetlus'],,['1345.00 Pound(s)'],,,['angle iron frame steel'],,,,,,['without'],,"['mechanical', 'deck small', 'legs 100']",,,,['baking'],"['deck type', 'two sections', 'chrome handle']",,,,,
12415830,['front'],,,,,,,,['top'],,,"['7"" legs']",,,,,,,,,['balanced doors'],,['1315.00 Pound(s)'],,,['angle iron frame steel'],,,,,,['without'],,"['compartments mechanical', 'deck small', 'cetlus']",,,,['baking'],"['deck type gas', 'two sections', 'chrome handle']",,,,,
12421949,,,,,,,,,"['master series spreader', 'work top']",,,,,,,,,,,,['only stainless steel'],,,,,['front rail and work top'],,,,['plate 17'],,,,,,,,,,,,,,
12422126,,['cabinet'],,,,,,,,,,,,,,,,,,,,,['175.00 Pound(s)'],,,"['series spreader', 'front', 'front rail and work']",,,,,,,,,,['one door stainless steel'],,,['cabinet base with'],,,,,"['17""']"
12423826,,,['master'],,,,,,['top work top'],,,,,,,,,,,,['only stainless steel'],,,,,['front rail and work top'],,,,,,,,,,,,,,,,,,
12423840,,['countertop'],,,,,['add a'],,,,,,,,,,,,,,,,['110.00 Pound(s)'],,,['stainless steel'],,,['front and sides'],,,,,,,,,,"['master series heavy duty', 'add-a-unit']",,,,,
12423843,,['countertop'],,,,,['add a unit hot top'],,,,,,,,,,,,,,,,['110.00 Pound(s)'],,,"['series heavy', 'front and sides']",,,,,,,,,,,,['stainless steel'],"['duty', 'add-a-unit']",,,,,
12423846,,['countertop'],,,,,['add a'],,,,,,,,,,,,,,,,['110.00 Pound(s)'],,,"['series heavy', 'stainless steel', 'front and sides']",,,,,,,,,,,,,"['duty', 'add-a-unit']",,,,,
12423856,,['(1) cabinet'],,,,,"['add a unit hot top', 'storage base stainless steel']",,,,,,,,,,,,,,,,['190.00 Pound(s)'],,,['series heavy'],,,,,,,,,,['front and sides'],,,"['duty', 'add-a-unit']",,,,,
12423857,,['(1) cabinet'],,,,,,,['master series heavy duty'],,,,,,,,,,,,,,['190.00 Pound(s)'],,,['stainless steel'],,,['front and sides'],,,,,,,,,,"['add a unit griddle', 'add-a-unit']",,,,,
12423901,,,,,,,,,,,,['solid'],,,,,,,,,['legs'],,['365.00 Pound(s)'],,,['front'],,,,,,,,"['line freezer', 'pass thru', 'contained refrigeration aluminum']",,,,['section self'],['cabinet full height solid doors'],,,,,
12423963,,,,,['10 - 23 cu. ft.'],,,,,,,['solid'],,,,,,,,,,,['395.00 Pound(s)'],,,['stainless steel'],,,,,,,,"['line freezer', 'reach in', 'cabinet full height solid door']",,,,,,,,,,
12423977,,,,,['10 - 23 cu. ft.'],,,,['line freezer'],,,['solid'],,,,,,,,,,,['350.00 Pound(s)'],,,"['stainless steel', 'exterior aluminum']",,,,,,,,['reach in'],,,,,['cabinet full height solid door exterior digital thermometer 6 stainless steel'],,,,,
12424008,,,,,['10 - 23 cu. ft.'],,,,['shallow depth cabinet half height solid door'],,,['solid'],,,,,,,,,,,['335.00 Pound(s)'],,,['front'],,,,,,,,"['line freezer', 'reach in']",,,,,['half door(s)'],,,,,
12424014,,,,,['10 - 23 cu. ft.'],,,,,,,['glass (display)'],,,,,,,,,['legs'],,['320.00 Pound(s)'],,,['front'],,,,,,,,"['line freezer', 'reach in']",,,,,['cabinet full height glass door exterior digital thermometer 6 stainless steel'],,,,,
12424035,,,,,['10 - 23 cu. ft.'],,['one'],,['shallow depth cabinet'],,,['solid'],,,,,,,,,,,['290.00 Pound(s)'],,,"['section self', 'front']",,,,,,,,"['reach in', 'contained refrigeration aluminum', 'narrow full height solid door']",,,,,"['hinged / swing, narrow']",,,,,
12424074,,['cabinet'],,,,,,,,,,,,,,,,,,,,,['125.00 Pound(s)'],,,"['series spreader cabinet', 'front', 'front rail and work']",,,,,,,,['cabinet base with'],,['one door stainless steel'],,,['wide'],,,,,"['12""']"
12425049,,,,,['10 - 23 cu. ft.'],,,,,,,['solid'],,,,,,,,,['one'],,['355.00 Pound(s)'],,,"['section self', 'front']",,,,,,,,"['reach in', 'contained refrigeration aluminum', 'half height solid doors']",,,,,"['half door(s), wide']",,,,,
12425061,,,,,['10 - 23 cu. ft.'],,,,,,,['glass (display)'],,,,,,,,,['one'],,['355.00 Pound(s)'],,,"['section self', 'front']",,,,,,,,"['reach in', 'contained refrigeration aluminum', 'legs']",,,,,,,,,,
12425199,,,,,['10 - 23 cu. ft.'],,,,,,,['solid'],,,,,,,,,['one'],,['415.00 Pound(s)'],,,['section self'],,,,,,,,"['reach in', 'contained refrigeration stainless steel', 'legs']",,,,,['full height solid door exterior digital thermometer 6 stainless steel'],,,,,
12425207,,,,,['10 - 23 cu. ft.'],,,,,,,['solid'],,,,,,,,,['one'],,['385.00 Pound(s)'],,,['section self'],,,,,,,,"['reach in', 'contained refrigeration stainless steel', 'legs']",,,,,['full height solid door exterior digital thermometer 6 stainless steel'],,,,,
12425344,,,,,,,,,,,,['solid'],,,,,,,,,,,['385.00 Pound(s)'],,,['front'],,,,['one section'],,,,"['pass thru', 'contained refrigeration aluminum', 'legs']",,,,,,,,,,
12425421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['countertop plate rest'],,,,,,,,,,
12425525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['signature server stainless steel', 'countertop plate rest']",,,,,
12426657,,,,,['38 - 53 cu. ft.'],,,,,,,['glass (display)'],,,,,,,,,"['two', 'legs']",,['625.00 Pound(s)'],,,"['section self', 'exterior aluminum']",,,,,,,,"['refrigerator', 'contained refrigeration stainless steel']",,,,,"['full height sliding', 'glass doors']",,,,,
12435143,,,,,['10 - 23 cu. ft.'],,,,,,,['glass (display)'],,,,,,,,,['one'],,['345.00 Pound(s)'],,,"['section self', 'front aluminum']",,,,,,,,"['freezer', 'reach in', 'contained refrigeration stainless steel', 'half height glass doors']",,,,,,,,,,
12435653,,,,,['54 + cu. ft.'],,,,,,,['solid'],,"['38"" - 39""']",,,,,,,,,"['75 0', '935.00 Pound(s)']",,,"['pass thru', 'exterior aluminum']",,,,,,,,"['three', 'legs']",,,,,"['refrigerator', 'contained refrigeration stainless steel', 'full height stainless steel doors', 'digital thermometer 6 stainless steel']",,,,,
