viaf_id,viaf_birthdate,viaf_deathdate,viaf_gender,viaf_name,viaf_work,viaf_uri
viaf_7933,1877-02-28,1970-09-05,male,André Louis Simon,"Champagne	 Noble grapes and the great wines of france	 Dictionary of wines, spirits and liqueurs	 By request : an autobiography	 Wine in Shakespeare's days and Shakespeare's plays",http://viaf.org/viaf/10074518
viaf_7934,1921,,female,Angela Bianchini,"Capo d'Europa e altre storie	 Bianchini, Angela.	 Ragazza in nero : romanzo",http://viaf.org/viaf/79065716
viaf_7935,1965-08-21,,female,Angelina Maccarone,,http://viaf.org/viaf/3310889
viaf_7936,1941-10-25,,female,Anne Tyler,Spool of blue thread	 Morgan's passing	 Back when we were grownups	 Amateur marriage	 The accidental tourist	 Ladder of years	 Saint Maybe	 Patchwork planet	 Dinner at the homesick restaurant	 Breathing lessons,http://viaf.org/viaf/39384885
viaf_7937,1898-11-18,1925-05-02,male,Antun Branko Šimić,"Works.	 Šimić, Antun Branko",http://viaf.org/viaf/64131478
viaf_7938,1942-12-08,,male,Arthur Braverman,,http://viaf.org/viaf/117286596
viaf_7939,1921-12-21,2003-02-07,male,Augusto Monterroso,"Demás es silencio : la vida y la obra de eduardo torres	 Monterroso, Augusto.	 Movimiento perpetuo	 Monterroso, Augusto	 Oveja negra y demas fábulas",http://viaf.org/viaf/14855706
viaf_7940,1884-04-20,1914-11-12,male,Augusto dos Anjos,"Eu	 Anjos, Augusto dos,",http://viaf.org/viaf/44342515
viaf_7941,1932-01-01,,female,Barbara Herrnstein Smith,On the margins of discourse : the relation of literature to language,http://viaf.org/viaf/46432
viaf_7942,1922-03-01,1963-02-18,male,Beppe Fenoglio,"Fenoglio, Beppe	 Il partigiano Johnny	 Fenoglio	 Una questione privata	 Paga del sabato",http://viaf.org/viaf/61545609
viaf_7943,1930-10-19,1994-03-29,female,Betty Jo Teeter Dobbs,"Foundations of newton's alchemy, or, ""the hunting of the greene lyon""	 Janus faces of genius the role of alchemy in newton's thought",http://viaf.org/viaf/112823969
viaf_7944,1929-11-29,1991-06-12,male,Branko Hofman,Ringo potepuh	 Ringo Star	 Noč do jutra,http://viaf.org/viaf/46921835
viaf_7945,1914-03-27,2009-08-05,male,Budd Schulberg,"שולברג, באד,	 Schulberg, Budd	 WIND ACROSS THE EVERGLADES	 Some faces in the crowd : short stories	 On the waterfront	 Love, action, laughter, and other sad tales	 Moving pictures, memories of a Hollywood prince	 A face in the crowd	 Disenchanted	 Sanctuary V",http://viaf.org/viaf/2481031
viaf_7946,1893-11-03,1954,male,Carl Stephenson,Leiningens Kampf mit den Ameisen.	 Leiningen versus the ants,http://viaf.org/viaf/90871708
viaf_7947,1938-09-03,,female,Caryl Churchill,"Mad forest	 Cloud nine	 Number	 Churchill, Caryl (1938-....).	 Churchill	 Fen	 Owners	 Churchill, Caryl	 Far Away	 Serious Money",http://viaf.org/viaf/88348825
viaf_7948,1906-06-20,1998-06-11,female,Catherine Cookson,Rag nymph	 Cinder path	 Desert crop	 Upstart	 Wingless bird	 Kate Hannigan	 Mallen girl	 Katie Mulholland	 Tilly Trotter	 Kate Hannigan's girl,http://viaf.org/viaf/24599897
viaf_7949,1902-06-17,1950-06-11,male,Man-sik Chae,"태평 천하	 太平天下	 탁류 : 채 만식 장편 소설	 Ch'ae, Man-sik,",http://viaf.org/viaf/27400351
viaf_7950,1909-08-05,1996-08-06,male,Charles Hadfield,British canals.,http://viaf.org/viaf/104078061
viaf_7951,1887-02-01,1947-04-10,male,Charles Nordhoff,"Nordhoff, Charles,	 Mutiny on the Bounty",http://viaf.org/viaf/14774541
viaf_7952,1951-12-22,,male,Charles De Lint,"Drink down the moon	 From a whisper to a scream	 Mulengro : a Romany tale	 Jack, the Giant-Killer	 Memory & dream	 Onion girl	 Moonheart	 Someplace to be flying	 Angel of darkness	 Little country",http://viaf.org/viaf/22864242
viaf_7953,1814-09-08,1874-06-02,male,Brasseur de Bourbourg,"Voyage sur l'isthme de Tehuantepec.	 Histoire du Canada, de son Église et de ses missions, depuis la découverte de l'Amérique jusqu'à nos jours	 Cartas para servir de introduccion a la historia primitiva de las naciones civilizadas de la America Setentrional",http://viaf.org/viaf/2507696
viaf_7954,1957,,male,Chris Slane,,http://viaf.org/viaf/92034553
viaf_7955,1894-07-08,1976-04-03,male,Claude-Henri Grignon,"Grignon, Claude-Henri,",http://viaf.org/viaf/61598800
viaf_7956,1943-09-15,,male,Claudio Argento,,http://viaf.org/viaf/88079349
viaf_7957,1888-02-21,1965-03-28,female,Clemence Dane,"Dane, Clemence.	 Moon is feminine	 Arrogant history of white ben	 Broome stages	 Regiment of women	 Legend",http://viaf.org/viaf/107018015
viaf_7958,1840-03-05,1894-01-24,female,Constance Fenimore Woolson,"Castle nowhere	 Dorothy, and other Italian stories	 For the major",http://viaf.org/viaf/59128203
viaf_7959,1967-09-04,,male,Darren Williams,Angel Rock	 Swimming in silk,http://viaf.org/viaf/79441783
viaf_7960,1969-05-03,,male,Daryl Furumi Mallett,,http://viaf.org/viaf/54222867
viaf_7961,1882-07-21,1967-01-15,male,David Davidovič Burljuk,"Poems.	 Burli︠u︡k, David,",http://viaf.org/viaf/27185777
viaf_7962,1961-06-23,,male,David Leavitt,"Family dancing	 Arkansas : three novellas	 Man who knew too much	 Body of jonah boyd : a novel	 Florence, a delicate case	 Indian clerk	 Equal affections	 While England sleeps	 Place i've never been	 Leavitt, David",http://viaf.org/viaf/27089646
viaf_7963,1954-12-11,,male,David Mason,Poems.,http://viaf.org/viaf/166900766
viaf_7964,1968-08-14,,male,David McKenna,,http://viaf.org/viaf/117659732
viaf_7965,1795,1866,male,David Owen,,http://viaf.org/viaf/49014318
viaf_7966,1971,,male,David Wellington,Overwinter : a werewolf tale	 99 coffins : a historical vampire tale	 13 bullets : a vampire tale	 Monster Island : a zombie novel	 Vampire Zero : a vampire tale	 23 hours	 Monster planet : a zombie novel	 Monster nation : a zombie novel,http://viaf.org/viaf/6137048
viaf_7967,1907,1967,male,Mitrush Kuteli,Works.	 E madhe është gjëma e mëkatit.,http://viaf.org/viaf/10255072
viaf_7968,1934-05-23,2009-09-19,male,Dhimitër Xhuvani,"Xhuvani, Dhimitër.",http://viaf.org/viaf/34872525
viaf_7969,1852-11-06,1912-11-15,male,D. N. Mamin-Sibirjak,"Khleb	 Mamin-Sibiri︠a︡k, D. N.	 Приваловские миллионы : роман	 Алёнушкины сказки",http://viaf.org/viaf/61663594
viaf_7970,1931-05-22,2008-06-22,male,Don Higginbotham,George Washington and the American military tradition,http://viaf.org/viaf/12435326
viaf_7971,1909-10-12,1996-12-29,female,Dorothy Livesay,"Livesay, Dorothy,	 Phases of love : adolescence, 1925-1928",http://viaf.org/viaf/116854541
viaf_7972,1936-07-14,,male,Egil Børre Johnsen,,http://viaf.org/viaf/22178553
viaf_7973,1920-10-17,2004-07-22,male,Elie Abel,Missile crisis,http://viaf.org/viaf/4948277
viaf_7974,1864-10-17,1943-09-23,female,Elinor (Sutherland) Glyn,"Glorious flames	 Guinevere's lover	 Man and the moment	 Glyn, Elinor,	 Price of things	 Reflections of Ambrosine	 Love's blindness	 Beyond the rocks; a love story",http://viaf.org/viaf/59204544
viaf_7975,1883-01-19,1942-07-21,male,Elliott J. Clawson,,http://viaf.org/viaf/32285606
viaf_7976,1841,1919,male,Emmanuel Cosquin,Contes populaires de lorraine,http://viaf.org/viaf/46894565
viaf_7977,1967-01-01,,male,Enda Walsh,"Disco pigs	 Misterman.	 New electric ballroom	 Plays.	 Chatroom : a play	 Penelope	 Walsh, Enda	 Bedbound",http://viaf.org/viaf/1215007
viaf_7978,1961,,male,Eoin McNamee,"12.23	 The Navigator	 12.23 : Paris, 31st August 1997	 Love in history	 Orchid blue	 Blue tango	 Resurrection man	 Ultras",http://viaf.org/viaf/115847115
viaf_7979,1927-09-07,2014-06-06,male,Eric Hill,"Spot's big book of colours, shapes and numbers	 Spot's first Easter	 Spot's baby sister	 Spot's bedtime storybook	 Hill, Eric,	 Spot goes to the farm	 Spot's first walk	 Spot's magical Christmas	 Spot's birthday party	 Spot and his grandparents go to the carnival",http://viaf.org/viaf/100252856
viaf_7980,1927-01-01,2012-07-31,male,Evan Jones,Skylarking,http://viaf.org/viaf/59226687
viaf_7981,1907-01-09,1991-09-12,male,Feliks Konarski,"Konarski, Feliks	 Bieg przez plotki",http://viaf.org/viaf/101728534
viaf_7982,1898-03-09,1965-08-24,male,Fuyue Anzai,"Anzai, Fuyue,",http://viaf.org/viaf/225430022
viaf_7983,1964-01-01,,male,Fei Ge,迷舟	 人面桃花	 雨季的感觉	 褐色鸟群,http://viaf.org/viaf/59234111
viaf_7984,1813-01-30,1878-08-13,male,George Gilfillan,,http://viaf.org/viaf/54231805
viaf_7985,1952,,male,Gerry Murphy,,http://viaf.org/viaf/18892410
viaf_7986,1465,1537,male,Gil Vicente,"Vicente, Gil (1465?-1537?).	 A comédia sobre a devisa da cidade de Coimbra	 Auto da barca do inferno	 Auto da Lusitania	 Comédia de Rubena	 Triunfo do Inverno	 Vicente, Gil	 Tragicomedia de Don Duardos",http://viaf.org/viaf/9854778
viaf_7987,1760,1815,male,Gilbert Gerard,,http://viaf.org/viaf/39226167
viaf_7988,1752-03-19,1809-03-16,male,Giuseppe Colucci,,http://viaf.org/viaf/61806785
viaf_7989,1905-02-28,1995-04-10,male,Glyn Jones,"Jones, Glyn,	 Learning lark",http://viaf.org/viaf/71953240
viaf_7990,1926-04-09,2014-02-09,male,Graham Hills,,http://viaf.org/viaf/46282481
viaf_7991,1951,,male,Greg Taylor,Killer Pizza : a novel,http://viaf.org/viaf/59191147
viaf_7992,1948-08-20,,female,Heather McHugh,"Poems.	 McHugh, Heather,",http://viaf.org/viaf/114386156
viaf_7993,1911-05-26,1992-09-06,male,Henry Ephron,,http://viaf.org/viaf/71599309
viaf_7994,1930-11-23,2015-03-23,male,Herberto Helder,"Vocação animal	 Colher na boca	 Passos em volta	 Helder, Herberto	 Do mundo",http://viaf.org/viaf/103611451
viaf_7995,1943-04-01,,male,Herman Lindqvist,Historien om sverige från istid till framtid	 Napoleon	 Axel von Fersen	 Historien om Sverige	 Vandring genom den svenska historien,http://viaf.org/viaf/6110550
viaf_7996,1779-12-31,1849-07-12,male,Horace Smith,"Smith, Horatio,",http://viaf.org/viaf/207338554
viaf_7997,1911-12-20,2009-01-13,female,Hortense Calisher,"False entry, a novel	 Short stories	 Textures of life, a novel	 Age	 Extreme magic",http://viaf.org/viaf/40179310
viaf_7998,1924-04-08,1987-06-07,male,Humberto Costantini,"Works.	 De dioses, hombrecitos y policias	 Larga noche de francisco sanctis",http://viaf.org/viaf/12329216
viaf_7999,1787-10-17,1865-06-28,male,Isaac Taylor,,http://viaf.org/viaf/61654144
viaf_8000,1802-12-12,1865-05-01,male,Isaac Williams,Hymns on the Catechism	 Our Lordś passion,http://viaf.org/viaf/74663976
viaf_8001,1969,,male,J. Maarten Troost,Sex lives of cannibals	 Lost on planet China	 Getting stoned with savages : a trip through the Islands of Fiji and Vanuatu,http://viaf.org/viaf/65160680
viaf_8002,1901-09-08,1992-12-10,male,Jacques Perret,"Vent dans les voiles	 Perret, Jacques,",http://viaf.org/viaf/100192997
viaf_8003,1969-09-12,,male,James Frey,"Endgame	 Final testament of the holy bible	 Million little pieces	 Calling	 Rules of the game	 Sky key : an Endgame novel	 Bright shiny morning	 My friend Leonard	 Endgame, the complete Zero Line chronicles.",http://viaf.org/viaf/85723317
viaf_8004,1912-11-16,2003-04-02,female,Joan Phipson,"Fly into danger	 Birkin	 Nuit au grand magasin	 Boundary riders	 Phipson, Joan,	 Hit and run	 Bianca	 Cats",http://viaf.org/viaf/57136650
viaf_8005,1942-12-09,2014-03-10,male,Joe McGinniss,"Blind faith	 Miracle of castel di sangro	 Fatal vision	 McGinniss, Joe.	 Selling of the president, 1968	 Last brother",http://viaf.org/viaf/37752549
viaf_8006,1980-11-02,,male,Joey Goebel,Anomalies	 Commonwealth : a novel	 Torture the artist,http://viaf.org/viaf/76626584
viaf_8007,1949-06-21,,male,John Agard,"Brer rabbit the Great Tug-O-War	 Book	 Agard, John,",http://viaf.org/viaf/81014871
viaf_8008,1929-06-14,2012-01-29,male,John H. Davis,"Guggenheims	 Davis, John H.,	 Jacqueline Bouvier : an intimate memoir",http://viaf.org/viaf/83990360
viaf_8009,1923-01-09,,male,John Joseph,,http://viaf.org/viaf/23004311
viaf_8010,1797-04-17,1867-11-21,male,John Ogilvie,,http://viaf.org/viaf/170708651
viaf_8011,1925,,male,John Quigley,,http://viaf.org/viaf/3013776
viaf_8012,1886-12-18,1953-05-05,male,Joseph O'Neill,Wind from the north,http://viaf.org/viaf/56971967
viaf_8013,1964-02-23,,male,Joseph O'Neill,"O'Neill, Joseph	 Dog	 O'Neill, Joseph,",http://viaf.org/viaf/73443109
viaf_8014,1961,,male,Joseph Pearce,"Small is still beautiful	 Pearce, Joseph	 Tolkien : man and myth	 Wisdom and innocence : a life of G.K. Chesterton	 Bloomsbury and beyond	 C.S. Lewis and the Catholic Church	 Unmasking of oscar wilde",http://viaf.org/viaf/98110096
viaf_8015,1945-01-13,,female,Joy Chant,High kings	 Red moon and black mountain,http://viaf.org/viaf/67024233
viaf_8016,1951-05-09,,female,Joy Harjo,"Crazy brave : a memoir	 Harjo, Joy.	 Secrets from the center of the world",http://viaf.org/viaf/30693197
viaf_8017,1824-10-18,1905-04-18,male,Juan Valera,"Morsamor	 Ilusiones del doctor faustino	 Valera, Juan,	 Pepita Jiménez	 Doña Luz	 Correspondencia	 Genio y figura	 Valera, Juan",http://viaf.org/viaf/46770556
viaf_8018,1966,,male,Julian Sprung,,http://viaf.org/viaf/839159
viaf_8019,1924-04-13,1994-07-26,male,Junnosuke Yoshiyuki,好色一代男	 夕暮まで	 暗室,http://viaf.org/viaf/17263472
viaf_8020,1931-06-28,2007-01-12,male,Jürg Federspiel,Geographie der Lust : Roman	 Die Ballade von der Typhoid Mary	 Der Mann Der Gluck Brachte	 Orangen und Tode	 Museum des Hasses,http://viaf.org/viaf/66482796
viaf_8021,1891-02-13,1985-04-14,female,Kate Roberts,"Roberts, Kate,	 Traed mewn cyffion	 Byw sy'n cysgu	 Te yn y grug",http://viaf.org/viaf/33947
viaf_8022,1965-03-14,,male,Kevin Williamson,Shifting into overdrive	 Capeside christmas	 Don't scream,http://viaf.org/viaf/61745006
viaf_8023,1927-09-19,2017-11-15,male,Kuṃvara Nārāyaṇa,"Kuṃvara Nārāyaṇa,	 कोई दूसरा नहीं	 Poems.",http://viaf.org/viaf/116648627
viaf_8024,1975,,female,Leonie Swann,"Gray	 Garou ein Schaf-Thriller	 Glennkill : ein Schafskrimi	 Dunkelsprung	 Swann, Leonie",http://viaf.org/viaf/76622743
viaf_8025,1948-03-05,,female,"Silko, Leslie Marmon","Silko, Leslie Marmon,	 Silko, Leslie (1948-....).	 Gardens in the dunes	 Gardens in the dunes : a novel	 Yellow woman	 Almanac of the dead : a novel",http://viaf.org/viaf/41868880
viaf_8026,1947-01-01,,female,Linda Porter,"Porter, Linda,	 Crown of thistles",http://viaf.org/viaf/63800496
viaf_8027,1954-01-01,,female,Linda Svendsen,Marine life,http://viaf.org/viaf/70279428
viaf_8028,1968-04-02,,female,Luljeta Lleshanaku,Fëmijët e natyrës.	 Poems.,http://viaf.org/viaf/39291496
viaf_8029,1936-03-21,2012-07-23,female,Margaret Mahy,"Mahy, Margaret	 Catalogue of the universe	 Lion in the meadow	 Mahy, Margaret,	 Tricksters	 Down the back of the chair	 Great piratical rumbustification	 Dragon of an ordinary family	 Haunting	 Dangerous spaces",http://viaf.org/viaf/108802576
viaf_8030,1935-05-10,,female,Margaret Mayo,"Choo choo clickety-clack!	 Mayo, Margaret.	 Emergency!	 Orchard book of mythical birds & beasts	 Brother sun, sister moon : the story of St. Francis",http://viaf.org/viaf/166343059
viaf_8031,1957-01-01,,female,Martina Pippal,Kleine Kunstgeschichte Wiens,http://viaf.org/viaf/61670946
viaf_8032,1920-03-24,2006-12-15,,Mary Stolz,Juan	 Cat in the mirror	 To tell your love	 Ready or not	 Emmett's pig	 Belling the tiger	 Bully of barkham street	 Rosemary	 Day and the way we met	 Second nature,http://viaf.org/viaf/112052206
viaf_8033,1924,,male,Michael Pearson,,http://viaf.org/viaf/16712405
viaf_8034,1930-11-11,2007-05-24,female,Ōba,寂兮寥兮	 浦島草	 王女の淚	 舞へ舞へ蝸牛	 啼く鳥の	 ふなくい虫,http://viaf.org/viaf/90723258
viaf_8035,1926,1984,,Muʿīn Bsaysu,,http://viaf.org/viaf/45099575
viaf_8036,1832-04-19,1905-12-14,male,N. Cynhafal Jones,,http://viaf.org/viaf/9631238
viaf_8037,1972-03-08,,male,Nicolas Fargues,Jétais derrière toi	 Tu verras : roman	 Beau rôle : roman,http://viaf.org/viaf/79154784
viaf_8038,1919-01-30,1979-10-01,male,Nikolay Glazkov,,http://viaf.org/viaf/32795711
viaf_8039,1952-11-11,,male,Ole Robert Sunde,,http://viaf.org/viaf/64021519
viaf_8040,1912-05-29,1981-07-01,female,Pamela Hansford Johnson,"Avenue of stone	 Catherine Carter	 Night and silence, who is here? : an American comedy	 Summer to decide	 Survival of the fittest	 I. Compton-Burnett	 Good listener	 Humbler creation	 Impossible marriage	 Unspeakable skipton",http://viaf.org/viaf/110023839
viaf_8041,1956-09-25,,male,Patrick Donnelly,Poems.,http://viaf.org/viaf/43672631
viaf_8042,1960-02-22,,male,Paul Abbott,"Abbott, Paul.",http://viaf.org/viaf/90895602
viaf_8043,1864-06-06,1905-02-02,male,Paul Sutermeister,,http://viaf.org/viaf/296757244
viaf_8044,1964-02-23,,male,Paul Watkins,"Forger	 Calm at sunset, calm at dawn	 Night over day over night	 In the blue light of African dreams",http://viaf.org/viaf/117334673
viaf_8045,1962,,male,Pavel Hak,Trans : roman	 Vomito negro	 Sniper,http://viaf.org/viaf/271670540
viaf_8046,1896-02-22,1951-06-26,male,Peter Cheyney,You'd be surprised	 Sinister errand : a novel	 Dames don't care	 Poison ivy	 Slim Callaghan mystery	 Never a dull moment	 Stars are dark	 Dance without music	 Uneasy terms	 Dark Bahama,http://viaf.org/viaf/79022450
viaf_8047,1957-05-17,,male,Peter Høeg,"Effekten af Susan : roman	 Elefantpassernes børn : roman	 Fortællinger om natten	 Kvinden og aben : roman	 Stille pige : roman	 Høeg, Peter	 Forestilling om det tyvende århundrede : roman	 Måske egnede : roman",http://viaf.org/viaf/114758804
viaf_8048,1962-10-28,,male,Peter McDonald,,http://viaf.org/viaf/103099926
viaf_8049,1814-04-08,1841-03-07,male,Philippe Aubert de Gaspé,L'influence d'un livre,http://viaf.org/viaf/19831046
viaf_8050,1914-01-26,1971-10-13,female,Phoebe Ephron,"Ephron, Phoebe,	 Wife takes a child",http://viaf.org/viaf/24807833
viaf_8051,1964-11-24,,female,Raffaella Barker,Green grass	 Hens dancing	 Summertime,http://viaf.org/viaf/15687371
viaf_8052,1971-11-05,,male,Rana Dasgupta,Solo	 Tokyo cancelled	 Capital,http://viaf.org/viaf/79196934
viaf_8053,1797,1877-01-05,male,Richard Cobbold,"Cobbold, Richard,",http://viaf.org/viaf/56971778
viaf_8054,1931-02-19,1999-06-02,male,Robert Sobel,"Big board	 IBM, colossus in transition	 Itt. the management of opportunity	 When giants stumble : [classic business blunders and how to avoid them	 Inside Wall Street : continuity and change in the financial district	 New game on wall street",http://viaf.org/viaf/113260586
viaf_8055,1937-08-21,2015-01-10,male,Robert Stone,Dog soldiers	 Hall of mirrors	 Prime Green	 Bay of souls	 Outerbridge reach	 Bear and his daughter : stories	 Flag for sunrise.	 Damascus Gate	 Death of the black-haired girl	 Children of light,http://viaf.org/viaf/7397319
viaf_8056,1887-01-10,1962-01-20,male,Robinson Jeffers,"Jeffers, Robinson	 Tower beyond tragedy	 Jeffers, Robinson,	 Roan stallion	 Medea",http://viaf.org/viaf/68956184
viaf_8057,1899-11-17,1952-01-22,male,Roger Vitrac,"Le sabre de mon père	 Vitrac, Roger,	 Vitrac, Roger (1899-1952).	 Victor ou les enfants au pouvoir	 Les mystères de l'amour",http://viaf.org/viaf/32004265
viaf_8058,1927-05-07,2013-04-03,female,Ruth Prawer Jhabvala,"Jhabvala, Ruth Prawer	 Heat and dust	 Jhabvala, Ruth Prawer,	 Out of India	 Nature of passion	 Shakespeare wallah.",http://viaf.org/viaf/54149447
viaf_8059,1908,1973-01-13,male,Sabahattin Eyuboğlu,Mavi ve kara,http://viaf.org/viaf/71506833
viaf_8060,1601,1677,male,Saib Tabrizi,Poems.,http://viaf.org/viaf/225432250
viaf_8061,1900-08-05,1967-06-23,female,"Tsuboi, Sakae","Kaki no ki no aru ie	 Nijushu no hitomi	 Tsuboi, Sakae,",http://viaf.org/viaf/39371170
viaf_8062,1967-05-23,,male,Sean Williams,Dark imbalance	 Force unleashed	 Crooked letter	 Remnant	 Blood ties	 Troubletwisters	 Echoes of earth	 Metal fatigue	 Fatal alliance	 Force heretic,http://viaf.org/viaf/92541315
