"birthdate","deathdate","label","work","gender","uri"
"+1898-08-04T00:00:00Z","+1984-06-02T00:00:00Z","Raul Bopp","","male","http://www.wikidata.org/entity/Q7296149"
"+1913-01-01T00:00:00Z","+2005-08-30T00:00:00Z","Raymond Calvel","","male","http://www.wikidata.org/entity/Q7298641"
"+1934-03-03T00:00:00Z","+2008-02-18T00:00:00Z","Raymond Kennedy","","male","http://www.wikidata.org/entity/Q2134178"
"+1889-11-01T00:00:00Z","+1968-12-27T00:00:00Z","Rex Taylor","","male","http://www.wikidata.org/entity/Q283076"
"+1957-01-01T00:00:00Z","","Rex Wockner","","male","http://www.wikidata.org/entity/Q7319345"
"+1958-08-07T00:00:00Z","","Rieko Matsuura","","female","http://www.wikidata.org/entity/Q460383"
"+1932-01-27T00:00:00Z","+2008-05-19T00:00:00Z","Rimma Kazakova","","female","http://www.wikidata.org/entity/Q2023059"
"+1922-00-00T00:00:00Z","+2004-02-01T00:00:00Z","Rita Gallagher","","female","http://www.wikidata.org/entity/Q7336515"
"+1961-01-12T00:00:00Z","","Rizah Sheqiri","","male","http://www.wikidata.org/entity/Q3301745"
"+1870-01-01T00:00:00Z","+1954-01-01T00:00:00Z","Robert Ames Bennet","","male","http://www.wikidata.org/entity/Q4812030"
"+1947-11-25T00:00:00Z","+2013-02-03T00:00:00Z","Robert Anthony Welch","","male","http://www.wikidata.org/entity/Q7341548"
"+1940-01-01T00:00:00Z","","Robert Somerville","","male","http://www.wikidata.org/entity/Q7349913"
"+1977-02-24T00:00:00Z","","Rosa Jamali","","female","http://www.wikidata.org/entity/Q7367062"
"+1957-01-11T00:00:00Z","+2008-06-06T00:00:00Z","Saeko Himuro","Ocean Waves","female","http://www.wikidata.org/entity/Q460430"
"+1759-10-01T00:00:00Z","+1854-01-06T00:00:00Z","Sally Wood","","female","http://www.wikidata.org/entity/Q7405333"
"+1900-03-02T00:00:00Z","+1971-06-09T00:00:00Z","Sejfulla Malëshova","","male","http://www.wikidata.org/entity/Q327216"
"+1916-12-03T00:00:00Z","+1977-02-21T00:00:00Z","Seán Ó Ríordáin","","male","http://www.wikidata.org/entity/Q3322192"
"+1969-12-12T00:00:00Z","","Sheppard Solomon","In the Zone","male","http://www.wikidata.org/entity/Q7494538"
"+1862-03-15T00:00:00Z","+1915-04-26T00:00:00Z","Smbat Byurat","","male","http://www.wikidata.org/entity/Q7544298"
"+1982-11-17T00:00:00Z","","Sofia Andrukhovych","","female","http://www.wikidata.org/entity/Q3487185"
"+1911-06-20T00:00:00Z","+1974-00-00T00:00:00Z","Stanley Mullen","","male","http://www.wikidata.org/entity/Q7599813"
"+1947-06-07T00:00:00Z","","T. J. MacGregor","","female","http://www.wikidata.org/entity/Q3718820"
"+1969-02-13T00:00:00Z","","T. O. Bobe","","male","http://www.wikidata.org/entity/Q7668563"
"+1892-01-01T00:00:00Z","+1958-01-01T00:00:00Z","Ted Kavanagh","","male","http://www.wikidata.org/entity/Q7693363"
"+1908-02-11T00:00:00Z","+1984-12-00T00:00:00Z","Tevis Clyde Smith","","male","http://www.wikidata.org/entity/Q7707154"
"+1855-07-02T00:00:00Z","+1915-05-06T00:00:00Z","Theodore Chickering Williams","","male","http://www.wikidata.org/entity/Q7781731"
"+1979-01-01T00:00:00Z","","Tim Calpin","Assassination of a High School President","male","http://www.wikidata.org/entity/Q7803274"
"+1945-08-30T00:00:00Z","","Timothy Tackett","","male","http://www.wikidata.org/entity/Q3529081"
"+1954-09-12T00:00:00Z","","Tore Bråthen","","male","http://www.wikidata.org/entity/Q7825622"
"+1970-05-27T00:00:00Z","","Trenton Lee Stewart","The Mysterious Benedict Society","male","http://www.wikidata.org/entity/Q1773063"
"+1957-01-01T00:00:00Z","","Tyrone Appollis","","male","http://www.wikidata.org/entity/Q7861574"
"+1880-00-00T00:00:00Z","+1942-00-00T00:00:00Z","Vaduvur Duraisami Iyengar","","male","http://www.wikidata.org/entity/Q7908373"
"+1959-09-07T00:00:00Z","","Vuong Trung Hieu","","male","http://www.wikidata.org/entity/Q7943680"
"+1908-11-29T00:00:00Z","+1985-03-07T00:00:00Z","Wilfred Brown, Baron Brown","","male","http://www.wikidata.org/entity/Q8001754"
"+1922-06-13T00:00:00Z","+2008-05-08T00:00:00Z","Willem Brakman","","male","http://www.wikidata.org/entity/Q2885041"
"+1950-11-16T00:00:00Z","","William Kent Krueger","","male","http://www.wikidata.org/entity/Q534738"
"+1912-05-16T00:00:00Z","+1999-02-07T00:00:00Z","William Ludwig","","male","http://www.wikidata.org/entity/Q2579783"
"+1897-09-28T00:00:00Z","+1964-12-12T00:00:00Z","William Montgomery McGovern","","male","http://www.wikidata.org/entity/Q3568831"
"+1918-09-07T00:00:00Z","+1994-10-11T00:00:00Z","Yakup Kulmiy","","male","http://www.wikidata.org/entity/Q580788"
"+1956-03-16T00:00:00Z","","Yoriko Shono","","female","http://www.wikidata.org/entity/Q2655954"
"+1937-01-01T00:00:00Z","+1990-08-05T00:00:00Z","Zhou Keqin","","male","http://www.wikidata.org/entity/Q3369415"
"+1912-02-02T00:00:00Z","+1944-12-26T00:00:00Z","Zhu Shenghao","","male","http://www.wikidata.org/entity/Q11094441"
"+1954-01-01T00:00:00Z","","Michael S. Chernuchin","Law & Order","male","http://www.wikidata.org/entity/Q6834058"
"+1918-04-16T00:00:00Z","+2013-04-21T00:00:00Z","Norman Borisoff","","male","http://www.wikidata.org/entity/Q15992790"
"+1948-12-26T00:00:00Z","","Anabel Torres","","female","http://www.wikidata.org/entity/Q261087"
"+1902-01-10T00:00:00Z","+1980-12-18T00:00:00Z","Dobriša Cesarić","","male","http://www.wikidata.org/entity/Q259351"
"+1981-07-20T00:00:00Z","+2011-01-24T00:00:00Z","Hanna Yablonska","","female","http://www.wikidata.org/entity/Q270089"
"+1964-02-28T00:00:00Z","","Lotta Lotass","","female","http://www.wikidata.org/entity/Q264036"
"+1973-04-18T00:00:00Z","","Trude Marstein","","female","http://www.wikidata.org/entity/Q262565"
"+1922-04-10T00:00:00Z","+2010-10-25T00:00:00Z","Vesna Parun","","female","http://www.wikidata.org/entity/Q271664"
"+1914-01-02T00:00:00Z","+1986-08-01T00:00:00Z","Vivian Stuart","","female","http://www.wikidata.org/entity/Q260262"
"+1904-09-01T00:00:00Z","+1990-10-31T00:00:00Z","Aya Kōda","","female","http://www.wikidata.org/entity/Q276260"
"+1914-03-31T00:00:00Z","+1991-10-09T00:00:00Z","Dagmar Lange","","female","http://www.wikidata.org/entity/Q274371"
"+1916-09-10T00:00:00Z","+2007-10-17T00:00:00Z","Harry Kleiner","","male","http://www.wikidata.org/entity/Q282246"
"+1932-01-01T00:00:00Z","+2001-01-01T00:00:00Z","Jean Audureau","","male","http://www.wikidata.org/entity/Q285273"
"+1962-05-15T00:00:00Z","","Julie Otsuka","When the Emperor was Divine","female","http://www.wikidata.org/entity/Q275602"
"+1827-01-01T00:00:00Z","+1895-01-01T00:00:00Z","Kostandin Kristoforidhi","","male","http://www.wikidata.org/entity/Q284068"
"+1947-01-01T00:00:00Z","","Monika Bohge","","female","http://www.wikidata.org/entity/Q275446"
"+1805-05-10T00:00:00Z","+1886-12-04T00:00:00Z","Natalis de Wailly","","male","http://www.wikidata.org/entity/Q279425"
"+1932-01-01T00:00:00Z","+2004-01-01T00:00:00Z","Per Øyvind Heradstveit","","male","http://www.wikidata.org/entity/Q279567"
"+1886-12-24T00:00:00Z","+1923-12-24T00:00:00Z","Alexander Neverov","","male","http://www.wikidata.org/entity/Q2035134"
"+1978-01-01T00:00:00Z","","Alina Bronsky","","female","http://www.wikidata.org/entity/Q2647090"
"+1906-10-14T00:00:00Z","+1993-03-04T00:00:00Z","Anšlavs Eglītis","","male","http://www.wikidata.org/entity/Q615419"
"+1968-05-01T00:00:00Z","","Bjørn Sortland","","male","http://www.wikidata.org/entity/Q370880"
"+1964-07-26T00:00:00Z","","Carl-Johan Vallgren","","male","http://www.wikidata.org/entity/Q931637"
"+1903-09-11T00:00:00Z","+1961-06-05T00:00:00Z","Curt Johannes Braun","","male","http://www.wikidata.org/entity/Q1145168"
"+1917-10-30T00:00:00Z","+1980-05-08T00:00:00Z","Daniel Lerner","","male","http://www.wikidata.org/entity/Q16009322"
"+1931-01-17T00:00:00Z","+2011-08-24T00:00:00Z","Frederick A. Fox","","male","http://www.wikidata.org/entity/Q1452874"
"+1917-01-01T00:00:00Z","+1980-01-01T00:00:00Z","Gordon Hendricks","","male","http://www.wikidata.org/entity/Q1538026"
"+1898-09-16T00:00:00Z","+1973-03-24T00:00:00Z","Haim Hazaz","","male","http://www.wikidata.org/entity/Q1059239"
"+1963-01-01T00:00:00Z","","Iain Levison","","male","http://www.wikidata.org/entity/Q1655376"
"+1742-12-25T00:00:00Z","+1812-02-03T00:00:00Z","Jean-Marie-Bernard Clément","","male","http://www.wikidata.org/entity/Q370382"
"+1946-08-22T00:00:00Z","","K. C. Cole","","female","http://www.wikidata.org/entity/Q1718179"
"+1955-01-01T00:00:00Z","","Luís Alberto Urrea","","male","http://www.wikidata.org/entity/Q1876315"
"+1981-09-06T00:00:00Z","","Marjana Gaponenko","","female","http://www.wikidata.org/entity/Q621477"
"+1944-07-15T00:00:00Z","","Martha Brooks","","female","http://www.wikidata.org/entity/Q526681"
"+1947-04-13T00:00:00Z","+2013-01-07T00:00:00Z","Maruša Krese","","female","http://www.wikidata.org/entity/Q542978"
"+1868-06-28T00:00:00Z","+1942-08-10T00:00:00Z","Maurycy Allerhand","","male","http://www.wikidata.org/entity/Q478350"
"+1922-02-03T00:00:00Z","+2013-04-26T00:00:00Z","Mireya Cueto","","female","http://www.wikidata.org/entity/Q1583888"
"+1950-08-09T00:00:00Z","+2011-05-14T00:00:00Z","Nicole Tourneur","","female","http://www.wikidata.org/entity/Q432719"
"+1982-01-09T00:00:00Z","","Nora Bossong","","female","http://www.wikidata.org/entity/Q1996543"
"+1953-01-01T00:00:00Z","","Peter Schössow","","male","http://www.wikidata.org/entity/Q1548254"
"+1883-04-10T00:00:00Z","+1972-09-18T00:00:00Z","Robert Faesi","","male","http://www.wikidata.org/entity/Q2157066"
"+1885-01-01T00:00:00Z","+1974-10-25T00:00:00Z","Sore Reizen","","female","http://www.wikidata.org/entity/Q2224203"
"+1836-10-28T00:00:00Z","+1923-01-01T00:00:00Z","Simon Wolf","","male","http://www.wikidata.org/entity/Q2287907"
"+1917-10-24T00:00:00Z","+2005-12-04T00:00:00Z","Ted Allbeury","","male","http://www.wikidata.org/entity/Q2399727"
"+1975-01-01T00:00:00Z","","Thomas Pletzinger","","male","http://www.wikidata.org/entity/Q2426545"
"+1966-01-01T00:00:00Z","","Tina St. John","","female","http://www.wikidata.org/entity/Q529634"
"+1829-05-20T00:00:00Z","+1869-05-14T00:00:00Z","Victor Langlois","","male","http://www.wikidata.org/entity/Q2522463"
"+1891-11-05T00:00:00Z","+1969-06-05T00:00:00Z","Vinton Freedley","","male","http://www.wikidata.org/entity/Q1762865"
"+1910-08-24T00:00:00Z","+1983-09-16T00:00:00Z","Virginia Cowles","","female","http://www.wikidata.org/entity/Q1479296"
"+1901-12-19T00:00:00Z","+1978-02-20T00:00:00Z","Vitorino Nemésio","","male","http://www.wikidata.org/entity/Q1383499"
"+1400-01-01T00:00:00Z","","Walter de Milemete","","male","http://www.wikidata.org/entity/Q2546904"
"+1868-00-00T00:00:00Z","+1930-01-01T00:00:00Z","Bajo Topulli","","male","http://www.wikidata.org/entity/Q4848914"
"+1944-11-27T00:00:00Z","","Charles Royster","","male","http://www.wikidata.org/entity/Q5082205"
"+1943-01-01T00:00:00Z","+2015-06-22T00:00:00Z","David E. Kyvig","","male","http://www.wikidata.org/entity/Q5233189"
"+1920-01-01T00:00:00Z","+2002-04-24T00:00:00Z","Eric McKitrick","","male","http://www.wikidata.org/entity/Q5387076"
"+1939-00-00T00:00:00Z","","John Dittmer","","male","http://www.wikidata.org/entity/Q16241400"
"+1953-01-01T00:00:00Z","","John L. Brooke","","male","http://www.wikidata.org/entity/Q6243548"
"+1901-12-01T00:00:00Z","+1960-02-20T00:00:00Z","Kothainayaki Ammal","","female","http://www.wikidata.org/entity/Q6433978"
"+1970-10-28T00:00:00Z","","Owen K.C. Stephens","","male","http://www.wikidata.org/entity/Q7114533"
"+1849-05-13T00:00:00Z","+1920-01-28T00:00:00Z","Panas Myrny","","male","http://www.wikidata.org/entity/Q2027832"
"+1963-01-01T00:00:00Z","","Paul Kidd","","male","http://www.wikidata.org/entity/Q11813679"
"+1905-02-09T00:00:00Z","+1983-01-20T00:00:00Z","Ricardo Lancaster-Jones y Verea","Haciendas de Jalisco y Aledaños","male","http://www.wikidata.org/entity/Q7322692"
"+1880-01-01T00:00:00Z","+1915-07-15T00:00:00Z","Çerçiz Topulli","","male","http://www.wikidata.org/entity/Q634498"
"+1969-04-02T00:00:00Z","","A.J. Healy","","male","http://www.wikidata.org/entity/Q4647205"
"+1966-01-01T00:00:00Z","","A. L. McCann","","male","http://www.wikidata.org/entity/Q4648075"
"+1958-01-01T00:00:00Z","","A M Muhammed","","male","http://www.wikidata.org/entity/Q15438877"
"+1950-01-01T00:00:00Z","","Abdi Ismail Samatar","","male","http://www.wikidata.org/entity/Q4664945"
"+1955-01-01T00:00:00Z","","Adrian Caesar","","male","http://www.wikidata.org/entity/Q4684913"
"+1830-10-22T00:00:00Z","+1899-12-31T00:00:00Z","Agustus Montrose","Lilies In December","male","http://www.wikidata.org/entity/Q4694643"
"+1848-01-01T00:00:00Z","+1876-12-27T00:00:00Z","Albert Falvey Webster","","male","http://www.wikidata.org/entity/Q4710185"
"+1908-02-05T00:00:00Z","+2010-02-02T00:00:00Z","Aleen Leslie","","female","http://www.wikidata.org/entity/Q4714360"
"+1966-07-15T00:00:00Z","","Alex P Michaels","","male","http://www.wikidata.org/entity/Q4717590"
"+1969-04-10T00:00:00Z","","Ali Abdolrezaei","","male","http://www.wikidata.org/entity/Q4724538"
"+1926-01-01T00:00:00Z","","Alice Low","","female","http://www.wikidata.org/entity/Q4725970"
"+1782-09-09T00:00:00Z","+1838-08-04T00:00:00Z","Andreas Andersen Feldborg","","male","http://www.wikidata.org/entity/Q4755359"
"+1913-12-08T00:00:00Z","+2010-01-26T00:00:00Z","Anne Froelick","","female","http://www.wikidata.org/entity/Q4768358"
"+1949-11-11T00:00:00Z","","Anne Henderson","","female","http://www.wikidata.org/entity/Q4768439"
"+1954-02-24T00:00:00Z","","Aurora Levins Morales","","female","http://www.wikidata.org/entity/Q4822563"
"+1952-10-11T00:00:00Z","","B. M. Suhara","","female","http://www.wikidata.org/entity/Q4834113"
"+1921-10-03T00:00:00Z","+2012-11-23T00:00:00Z","Barbara Ovstedal","","female","http://www.wikidata.org/entity/Q3442236"
"+1930-05-12T00:00:00Z","+2006-01-01T00:00:00Z","Betty O'Rourke","","female","http://www.wikidata.org/entity/Q4898943"
"+1968-01-01T00:00:00Z","","Binyamin L. Jolkovsky","","male","http://www.wikidata.org/entity/Q4914557"
"+1953-06-13T00:00:00Z","","Bob Sipchen","","male","http://www.wikidata.org/entity/Q4933997"
"+1944-08-30T00:00:00Z","+2016-08-07T00:00:00Z","Bola Chittaranjan Das Shetty","","male","http://www.wikidata.org/entity/Q4938873"
"+1944-01-01T00:00:00Z","","C. S. Lakshmi","","female","http://www.wikidata.org/entity/Q3535964"
"+1932-08-28T00:00:00Z","+2009-12-07T00:00:00Z","Carlene Hatcher Polite","","female","http://www.wikidata.org/entity/Q5041159"
"+1971-02-20T00:00:00Z","","Carmen Giménez Smith","","female","http://www.wikidata.org/entity/Q5043476"
"+1956-01-01T00:00:00Z","","Caroline Alexander","","female","http://www.wikidata.org/entity/Q5044959"
"+1923-09-09T00:00:00Z","","Charles Grier Sellers","","male","http://www.wikidata.org/entity/Q5078439"
"+1903-03-16T00:00:00Z","+1980-01-31T00:00:00Z","Charles Sellers","","male","http://www.wikidata.org/entity/Q5082434"
"+1949-11-06T00:00:00Z","","Charley Trujillo","","male","http://www.wikidata.org/entity/Q5084374"
"+1933-08-09T00:00:00Z","+2014-01-01T00:00:00Z","Cheri Viswanath","","male","http://www.wikidata.org/entity/Q5091924"
"+1962-07-02T00:00:00Z","","Chris Lynch","","male","http://www.wikidata.org/entity/Q5107292"
"+1943-01-01T00:00:00Z","","Christine Evans","","female","http://www.wikidata.org/entity/Q5111013"
"+1870-12-25T00:00:00Z","+1944-01-01T00:00:00Z","Claire Annabel Caroline Grant Duff","","female","http://www.wikidata.org/entity/Q5125137"
"+1850-10-28T00:00:00Z","+1924-01-24T00:00:00Z","Clarence Larkin","","male","http://www.wikidata.org/entity/Q4254624"
"+1957-02-14T00:00:00Z","","Connie Ann Kirk","","female","http://www.wikidata.org/entity/Q5161823"
"+1943-00-00T00:00:00Z","","Crying Wind","","female","http://www.wikidata.org/entity/Q5190478"
"+1925-12-24T00:00:00Z","+2011-11-04T00:00:00Z","Dan Morgan","","male","http://www.wikidata.org/entity/Q5214049"
"+1976-02-03T00:00:00Z","","Daniel Allen Cox","","male","http://www.wikidata.org/entity/Q5216397"
"+1936-07-08T00:00:00Z","","David D. Hall","","male","http://www.wikidata.org/entity/Q5232772"
"+1924-01-01T00:00:00Z","+1997-06-19T00:00:00Z","David Denholm","","male","http://www.wikidata.org/entity/Q5232920"
"+1951-03-16T00:00:00Z","+2006-09-19T00:00:00Z","Deborah Tall","","female","http://www.wikidata.org/entity/Q16017592"
"+1944-01-01T00:00:00Z","","Derry O'Sullivan","","male","http://www.wikidata.org/entity/Q5263201"
"+1946-06-14T00:00:00Z","","Donald Harstad","","male","http://www.wikidata.org/entity/Q3036030"
"+1930-01-01T00:00:00Z","+2013-01-01T00:00:00Z","Donald Malcolm","","male","http://www.wikidata.org/entity/Q3036058"
"+1954-09-04T00:00:00Z","","Donna Levin","","female","http://www.wikidata.org/entity/Q5296389"
"+1902-01-01T00:00:00Z","+1989-01-01T00:00:00Z","Doris Langley Moore","","female","http://www.wikidata.org/entity/Q5297954"
"+1902-09-04T00:00:00Z","+1996-10-25T00:00:00Z","Dorothy Borg","","female","http://www.wikidata.org/entity/Q5298317"
"+1933-09-01T00:00:00Z","+1975-12-30T00:00:00Z","Dushyant Kumar","","male","http://www.wikidata.org/entity/Q5316899"
"+1936-05-18T00:00:00Z","","Edward Hume","","male","http://www.wikidata.org/entity/Q15438817"
"+1880-01-01T00:00:00Z","+1967-01-01T00:00:00Z","Edward Tegla Davies","","male","http://www.wikidata.org/entity/Q2741543"
"+1921-04-07T00:00:00Z","+2005-03-26T00:00:00Z","Einar Bragi","","male","http://www.wikidata.org/entity/Q3480191"
"+1973-10-30T00:00:00Z","","Elena Torre","","female","http://www.wikidata.org/entity/Q3721508"
"+1869-01-01T00:00:00Z","+1954-01-01T00:00:00Z","Elsa Barker","","female","http://www.wikidata.org/entity/Q5367386"
"+1916-06-17T00:00:00Z","+1989-02-19T00:00:00Z","Eric F. Goldman","","male","http://www.wikidata.org/entity/Q5386461"
"+1966-09-29T00:00:00Z","","Ethan Gilsdorf","","male","http://www.wikidata.org/entity/Q5402932"
"+1818-03-12T00:00:00Z","+1847-08-28T00:00:00Z","Eugène Bourgeois","","male","http://www.wikidata.org/entity/Q3059745"
"+1857-02-22T00:00:00Z","+1927-01-07T00:00:00Z","Frank Lebby Stanton","","male","http://www.wikidata.org/entity/Q5487895"
"+1949-01-18T00:00:00Z","","Franz-Olivier Giesbert","","male","http://www.wikidata.org/entity/Q1237718"
"+1909-01-01T00:00:00Z","+1979-01-01T00:00:00Z","G. P. Rajarathnam","","male","http://www.wikidata.org/entity/Q5512389"
"+1926-07-30T00:00:00Z","+2009-06-15T00:00:00Z","Gareth Alban Davies","","male","http://www.wikidata.org/entity/Q5522779"
"+1982-10-28T00:00:00Z","","Gavin James Bower","","male","http://www.wikidata.org/entity/Q5528184"
"+1941-11-16T00:00:00Z","","George Onakkoor","","male","http://www.wikidata.org/entity/Q5543038"
"+1860-09-04T00:00:00Z","+1936-09-12T00:00:00Z","George Paston","","female","http://www.wikidata.org/entity/Q5543227"
"+1838-01-01T00:00:00Z","+1877-01-18T00:00:00Z","George Wade Robinson","","male","http://www.wikidata.org/entity/Q5545792"
"+1954-02-06T00:00:00Z","","Gerald J. Tate","","male","http://www.wikidata.org/entity/Q5549273"
"+1907-01-01T00:00:00Z","+1940-08-29T00:00:00Z","Gerda Grepp","","female","http://www.wikidata.org/entity/Q5550482"
"+1922-01-01T00:00:00Z","+2016-00-00T00:00:00Z","Giuseppe Brunelli","","male","http://www.wikidata.org/entity/Q5565361"
"+1972-01-01T00:00:00Z","","Graham Sleight","","male","http://www.wikidata.org/entity/Q5593239"
"+1974-01-01T00:00:00Z","","Grant Wahl","","male","http://www.wikidata.org/entity/Q3775767"
"+1972-11-13T00:00:00Z","","Greg Olear","","male","http://www.wikidata.org/entity/Q5606074"
"+1952-02-19T00:00:00Z","","Guido Cervo","","male","http://www.wikidata.org/entity/Q3119422"
"+1925-09-30T00:00:00Z","+1995-11-16T00:00:00Z","Gwyn A. Williams","","male","http://www.wikidata.org/entity/Q5623767"
"+1955-05-14T00:00:00Z","","Hans Erik Matre","","male","http://www.wikidata.org/entity/Q5649991"
"+1898-07-13T00:00:00Z","+1987-08-19T00:00:00Z","Harold Sherman","","male","http://www.wikidata.org/entity/Q5662370"
"+1890-06-24T00:00:00Z","+1966-05-30T00:00:00Z","Harrison Owen","","male","http://www.wikidata.org/entity/Q5665780"
