m5pp_id,m5pp_cid,m5pp_number,m5pp_length,m5pp_title,m5pp_artist,m5pp_album,m5pp_year,m5pp_language,m5pp_filtering_attr,m5pp_id
3396,831,9,327,Let's find a way,Mamas Gun,Routes To Riches  Edtion with Bonus),,English,letsfindawaymamasgunroutestorichesedtionwithbonus),m5pp_3396
3397,5496,11,230,El jibarito,Enrique Chía,"Piano Romántico, Volume 1",,Spanish,eljibaritoenriquechíapianorománticovolume1,m5pp_3397
3398,8533,8,355,"Special Megamix D.Trance 28, Track 08",GaryD .,D.Trance 28,2004,English,specialmegamixdtrance28track08garyddtrance28,m5pp_3398
3399,8883,1,174,Primordial Domination,Incantation,Primordial Domination,2006,Englisn,primordialdominationincantationprimordialdomination,m5pp_3399
3400,3217,13,227,Besos robados,Loquillo,Rock & Roll star 30 años (1980-2010),2009,Spanish,besosrobadosloquillorock&rollstar30años,m5pp_3400
3401,8904,1,364,Untitled 2,Phrenetic,Untitled 2 / Bad Brother,2005,English,untitled2phreneticuntitled2badbrother,m5pp_3401
3402,8914,2,1073,Part 2,Ivo Perelman Double Trio,Suite for Helen F.,2004,English,part2ivoperelmandoubletriosuiteforhelenf,m5pp_3402
3403,8915,11,119,Jalan Jalan,Keith Terry & Crosspulse,Keith Terry & Crosspulse Crosspulse,1994,English,jalanjalankeithterry&crosspulsekeithterry&crosspulsecrosspulse,m5pp_3403
3404,3024,A2,188,Nothing Left,The Freeze,Rabid Reaction,2007,English,nothingleftthefreezerabidreaction,m5pp_3404
3405,4623,8,236,Me Deep,Sex Museum,Independence,1989,English,medeepsexmuseumindependence,m5pp_3405
3406,8921,6,199,Pokraj save bagrem drvo raste,Safet Isović,Prvi Sačuvani Snimci 1959-1964,2007,,pokrajsavebagremdrvorastesafetisovićprvisačuvanisnimci19591964,m5pp_3406
3407,8923,1,251,Black Boots,Young Love,Black Boots,2009,English,blackbootsyoungloveblackboots,m5pp_3407
3408,2757,1,134,Bonanz,Anthony Lomas,Multiplicity,2012,English,bonanzanthonylomasmultiplicity,m5pp_3408
3409,4753,4,179,Give Me the Food (Sway remix),Miss Platnum,Give Me the Food,2007,English,givemethefoodmissplatnumgivemethefood,m5pp_3409
3410,4344,16,145,Billie Jean,X Dog,DancemaniaBASS#6,,English,billiejeanxdogdancemaniabass#6,m5pp_3410
3411,8767,15,245,Mi vida,José José,15 éxitos de oro,,Spanish,mividajoséjosé15éxitosdeoro,m5pp_3411
3412,8927,11,121,Leaving Glenurquhuart,Burt Mitchell,Pipe Teacher's Assistant Volume Three Winning Marches,,English,leavingglenurquhuartburtmitchellpipeteachersassistantvolumethreewinningmarches,m5pp_3412
3413,8929,11,243,Ça devient chaud,Alibi Montana & LIM,"Street français, Volume 2: French HipHop",2006,French,çadevientchaudalibimontana&limstreetfrançaisvolume2frenchhiphop,m5pp_3413
3414,1845,11,236,Do You Believe In Magic?,Cymbals,requests!,2003,Japanese,doyoubelieveinmagiccymbalsrequests,m5pp_3414
3415,8930,5,432,Life Eternal,Mayhem,"2005-01-23: An Club, Athens, Greece",2005,English,lifeeternalmayhem20050123anclubathensgreece,m5pp_3415
3416,2404,A2,221,A Wing and a Prayer,The Mission,Children,1988,English,awingandaprayerthemissionchildren,m5pp_3416
3417,3760,23,78,Sadie the Seal,Tiny Tim,God Bless Tiny Tim,2006,English,sadiethesealtinytimgodblesstinytim,m5pp_3417
3418,8939,18,193,Chandelier Of Stars,John Williamson,The Platinum Collection,2006,English,chandelierofstarsjohnwilliamsontheplatinumcollection,m5pp_3418
3419,8943,1,300,Bring It Back,Arthur Dobrucki,All You Need,,English,bringitbackarthurdobruckiallyouneed,m5pp_3419
3420,871,2,244,浪漫～MY DEAR BOY～ (LET'S HAVE A DREAM remix),モーニング娘。,プッチベスト5,2004,Japanese,浪漫～mydearboy～モーニング娘。プッチベスト5,m5pp_3420
3421,2712,9,189,Maybe,Barbra Streisand,Stoney End,,English,maybebarbrastreisandstoneyend,m5pp_3421
3422,5368,9,239,A Tonga Da Mironga Do Kabuletê,"Toquinho, Vinicius de Moraes & Monsueto",Trilha Sonora Insensato Coração Nacional,,Portuguese,atongadamirongadokabuletêtoquinhoviniciusdemoraes&monsuetotrilhasonorainsensatocoraçãonacional,m5pp_3422
3423,8959,20,166,"Concert Blues, Parts 1 & 2 (Improvisations) Benny Carter",Oscar Peterson,Songbooks Etcetera,,English,concertbluesparts1&2bennycarteroscarpetersonsongbooksetcetera,m5pp_3423
3424,8960,18,150,"Aida: Act II. ""Su! del Nilo al sacro lido... Numi, pietà del mio martir""",Giuseppe Verdi,Aida (Orchestra e Coro del Teatro dell'Opera di Roma feat. conductor: Tulli Serafinn),1989,Italian,aidaactiisudelniloalsacrolidonumipietàdelmiomartirgiuseppeverdiaida,m5pp_3424
3425,8969,13,482,Expectant Motherfuckers,Disaster Plan,Live at the Self Help Seminar,2003,English,expectantmotherfuckersdisasterplanliveattheselfhelpseminar,m5pp_3425
3426,7222,2,277,"Dido and Aeneas: Thy Hand, Belinda / When I Am Laid in Earth",Henry Purcell,The Radiant Voice of Barbara Bonney,2001,[Multiple languages],didoandaeneasthyhandbelindawheniamlaidinearthhenrypurcelltheradiantvoiceofbarbarabonney,m5pp_3426
3427,6409,12,211,Texarcana,Vlado Kreslin in The Bambi Molesters,Čarobnice,2013,Slovenian,texarcanavladokreslininthebambimolestersčarobnice,m5pp_3427
3428,2526,19,227,Groovejet (If This Ain't Love),Spiller,Video Hits 96-06,2006,English,groovejetspillervideohits9606,m5pp_3428
3429,6131,6,91,"L'Heure espagnole : Scène V. « C'est fait, l'horlgoe est à sa place »",Maurice Ravel,L'Enfant et les sortilèges / L'Heure espagnole,1997,French,lheureespagnolescènev«cestfaitlhorlgoeestàsaplace»mauriceravellenfantetlessortilègeslheureespagnole,m5pp_3429
3430,8981,1,-1,冬の妖精,松田聖子,風立ちぬ,1983,Japanese,冬の妖精松田聖子風立ちぬ,m5pp_3430
3431,2127,A,-1,The Lion's Mouth,Kajagoogoo,The Lion's Mouth,1984,Englis h,thelionsmouthkajagoogoothelionsmouth,m5pp_3431
3432,7030,6,193,Here It Comes Again,The Fortunes,Broken Hearted,,English,hereitcomesagainthefortunesbrokenhearted,m5pp_3432
3433,8984,8,212,Wolf in the Breast,Cocteau Twins,Heaven or Las Vegas,1990,English,wolfinthebreastcocteautwinsheavenorlasvegas,m5pp_3433
3434,8396,1,209,A Perfect Day,Roger Whittaker,A Perfect Day,2007,English,aperfectdayrogerwhittakeraperfectday,m5pp_3434
3435,8986,18,111,Framåt och topp,Gunlög och Gustav Rosén,Lilla Sångskafferiet,2012,Swedish,framåtochtoppgunlögochgustavrosénlillasångskafferiet,m5pp_3435
3436,8003,12,152,The Re-Return of the Original Art Form (Cut Chemist remix),Major Force,"Def Beat Remixes, Volume 7",2006,English,therereturnoftheoriginalartformmajorforcedefbeatremixesvolume7,m5pp_3436
3437,8808,2,233,Tomlinski punt #2,Zlatko Kaučič,Tolminski punt,2007,,tomlinskipunt#2zlatkokaučičtolminskipunt,m5pp_3437
3438,1605,10,289,Through the Never,Metallica,"1991-11-03: Detroit Bad Boys: Detroit, MI, USA",,English,throughthenevermetallica19911103detroitbadboysdetroitmiusa,m5pp_3438
3439,8999,2,274,Sitting on the Throne,Delicious,Stimulator,1996,English,sittingonthethronedeliciousstimulator,m5pp_3439
3440,7585,13,66,God Goddess,Jarboe,Indemnity 2,2012,English,godgoddessjarboeindemnity2,m5pp_3440
3441,7186,5,183,Restos de tus dias,Zona 84,Bajo Fuego,,Spanish,restosdetusdiaszona84bajofuego,m5pp_3441
3442,3863,4,-1,A Definitive Biography,Common Rotation,"Live at the Bitter End, Volume 2",2004,English,adefinitivebiographycommonrotationliveatthebitterendvolume2,m5pp_3442
3443,9001,4,143,The Amicability of Nature,Our Subatomic Earth,Nothing,2009,English,theamicabilityofnatureoursubatomicearthnothing,m5pp_3443
3444,1563,9,215,Cheating Heats,We Start Fires,We Start Fires,2007,English,cheatingheatswestartfireswestartfires,m5pp_3444
3445,9004,2,185,Schöner Aschenbecher,NMZS & Danger Dan,Aschenbecher,2012,German,schöneraschenbechernmzs&dangerdanaschenbecher,m5pp_3445
3446,329,4,286,We Got to Have Peace,Curtis Mayfiled,The Definitive Collection,,English,wegottohavepeacecurtismayfiledthedefinitivecollection,m5pp_3446
3447,9007,C1,249,You May Be Right,nan,"Greatest Hits, Volume I & Volume II",1985,English,youmayberight#greatesthitsvolumei&volumeii,m5pp_3447
3448,7684,13,239,War Child,Blondie,The Ultra Selection,2005,English,warchildblondietheultraselection,m5pp_3448
3449,9008,7,-1,Soul on Fire,Spiritualized Acoustic Mainline,"2007-11-19: Museum of Fine Arts, Boston, MA, USA",,English,soulonfirespiritualizedacousticmainline20071119museumoffineartsbostonmausa,m5pp_3449
3450,9011,4,145,Traumland,Heintje,Ich sing' ein Lied für Dich,1969,German,traumlandheintjeichsingeinliedfürdich,m5pp_3450
3451,9012,4,238,dEition Gelbkreuz,Suspicion Breeds Confidence,Déjà Vu of a Duck,1999,English,deitiongelbkreuzsuspicionbreedsconfidencedéjàvuofaduck,m5pp_3451
3452,9017,3,385,Locked Out,Scanner,Hypertrace,1998,English,lockedoutscannerhypertrace,m5pp_3452
3453,9554,1,685,Flithy McNasty,The Horace Silver Quintet,Doin' the Thing: Live  at the Village Gate,1988,Engllish,flithymcnastythehoracesilverquintetdointhethingliveatthevillagegate,m5pp_3453
3454,9021,81,11,Crunched (stinger 1),Craig McDonald,Pumping - Sports Rock,,English,crunchedcraigmcdonaldpumpingsportsrock,m5pp_3454
3455,9023,2,231,Unser Wille Unser Weg,Frei.Wild,Gegengift,2010,German,unserwilleunserwegfreiwildgegengift,m5pp_3455
3456,9025,9,209,Witch Hunt,Cows,Orphan's TTragedy,1994,English,witchhuntcowsorphansttragedy,m5pp_3456
3457,4613,1,343,Krähenkönigin: I,Nucleus Torn,Traveller s,2010,13516580,krähenkönigininucleustorntravellers,m5pp_3457
3458,9032,5,270,Gótik,Jason Bralli,Na Balada 5,,Englsih,gótikjasonbrallinabalada5,m5pp_3458
3459,4828,6,253,Money'sT oo Tight (to Mention),Simply Red,Picture Book,1985,English,moneystootightsimplyredpicturebook,m5pp_3459
3460,9037,3,225,Nothing Left to Say (Altruist remix),Radiolistener,The Radiolistener Remixes,1999,English,nothinglefttosayradiolistenertheradiolistenerremixes,m5pp_3460
3461,7948,4,284,"Glorify the Lord, all you works of the Lord (S228)",[religious musi],Splendor and Honor-Selected Canticles fromThe Hymnal 1982,2000,English,glorifythelordallyouworksofthelordreligiousmusisplendorandhonorselectedcanticlesfromthehymnal1982,m5pp_3461
3462,9048,51,-1,"Paintinjg, Brush",[unknown],"BBC Sound Effects Library, Volume 43: D.I.Y. and Building",,English,paintinjgbrushunknownbbcsoundeffectslibraryvolume43diyandbuilding,m5pp_3462
3463,9052,9,224,Marilyn on a Train,The Cleaners From Venus,"The Cleaners From Venus, Volumes 1 & 2",2013,English,marilynonatrainthecleanersfromvenusthecleanersfromvenusvolumes1&2,m5pp_3463
3464,9053,17,149,Guido e Ferrucio,Nicola Piovani,La vita è bella,1998,Italian,guidoeferrucionicolapiovanilavitaèbella,m5pp_3464
3465,9216,13,131,Ge mej lyckan tillbaka,Tonix,Dansminnen 3: 40 'godingar' från 60-talet,2008,Swedish,gemejlyckantillbakatonixdansminnen340godingarfrån60talet,m5pp_3465
3466,9057,2,201,Give It Away,Cavo,Thick as Thieves,2012,English,giveitawaycavothickasthieves,m5pp_3466
3467,9064,5,451,Tesseract,Stellar Vector,You're Not Included.,2007,English,tesseractstellarvectoryourenotincluded,m5pp_3467
3468,9066,15,30,Alpages,Francois Delangon,"Musiques de France, Volume 22",,French,alpagesfrancoisdelangonmusiquesdefrancevolume22,m5pp_3468
3469,355,9,-1,Paltrow and the Cubs,Guster,"2003-10-20: Urbana, IL, USA",,,paltrowandthecubsguster20031020urbanailusa,m5pp_3469
3470,9071,5,163,You Send Me,Sam Cooke,The Greatest Soul Collection,1995,English,yousendmesamcookethegreatestsoulcollection,m5pp_3470
3471,9543,5,279,The First Noel,Alisa Dishong,To Hear the Angels Sing,2007,English,thefirstnoelalisadishongtoheartheangelssing,m5pp_3471
3472,3899,12,143,Little Red Rooster,Otis Rush,1956-1958: Cobra Recordings,1991,English,littleredroosterotisrush19561958cobrarecordings,m5pp_3472
3473,5146,22,92,"Die Winterreise, D.911: Mut",Franz Schubert,The Symphonies / Chamber Music / Piano Works / Lieder,1997,English,diewinterreised911mutfranzschubertthesymphonieschambermusicpianoworkslieder,m5pp_3473
3474,9078,14,291,Venus in Furs,Monster Magnet,Monolithic Baby!,2004,English,venusinfursmonstermagnetmonolithicbaby,m5pp_3474
3475,9082,,267,This Ain't Livin,Mo' Thugs,Mo Thugs III: The Mothership,2000,English,thisaintlivinmothugsmothugsiiithemothership,m5pp_3475
3476,9083,4,232,That Wasn't Me,Todd Thibaud,Live,2006,EnglisHh,thatwasntmetoddthibaudlive,m5pp_3476
3477,9280,14,138,Good Golly Miss Molly,Jerry Lee Lewis,The Collection (The Collector Series),1986,English,goodgollymissmollyjerryleelewisthecollection,m5pp_3477
3478,5082,5,187,Glorious,Parachute Band,Glorious,,EEnglish,gloriousparachutebandglorious,m5pp_3478
3479,5415,21,-1,Shampoo,Elvis Perkins in Dearland,"2009-04-29: Horseshoe Tavern, Toronto, ON, Canada",,English,shampooelvisperkinsindearland20090429horseshoetaverntorontooncanada,m5pp_3479
3480,9098,5,221,Stronger,Gary Barlow,"Twelve Months, Eleven Days",1999,English,strongergarybarlowtwelvemonthselevendays,m5pp_3480
3481,8838,5,208,Two Tribes,Frankie Goes to Hollywood,Welcome to the Pleasuredome,1994,English,twotribesfrankiegoestohollywoodwelcometothepleasuredome,m5pp_3481
3482,9105,5,143,Count Count Blessings,The Oak Ridge Boys,Bluegrass Favorites (disc 1),2005,English,countcountblessingstheoakridgeboysbluegrassfavorites,m5pp_3482
3483,8384,7,226,Deeper Blue,The Wakefields,Falling Down Blue,,English,deeperbluethewakefieldsfallingdownblue,m5pp_3483
3484,2007,6,178,GypsyDjango,Humming House,Live at the Red Clay Theatre,2012,English,gypsydjangohumminghouseliveattheredclaytheatre,m5pp_3484
3485,9112,15,604,"Vingt regards sur l'enfant Jésus : XV. Le baiser de l'Enfant-Jésus. Très lent, calme",Olivier Messiaen,Vingt regards,2000,French,vingtregardssurlenfantjésusxvlebaiserdelenfantjésustrèslentcalmeoliviermessiaenvingtregards,m5pp_3485
3486,368,10,277,I'll Never Get Over You,John Hiatt,Master,,English,illnevergetoveryoujohnhiattmaster,m5pp_3486
3487,9116,9,226,Fidelity,Regina Spektor,100% Hits: The Best of 2007,2007,English,fidelityreginaspektor100%hitsthebestof2007,m5pp_3487
3488,3829,13,214,Fa Sho,"8Ball, Slim Thug & Lil' KeKe",Rap-A-Lot Records 25th Anniversary,2012,English,fasho8ballslimthug&lilkekerapalotrecords25thanniversary,m5pp_3488
3489,5164,7,341,Hands All Over,Soundgarden,MAindriot,1993,English,handsalloversoundgardenmaindriot,m5pp_3489
3490,9119,3,-1,Strummin',Chas 'n' Dave,Rockney,1977,English,strumminchasndaverockney,m5pp_3490
3491,5875,4,288,Out of the Blue,Roxy Music,Country Life,2000,English,outoftheblueroxymusiccountrylife,m5pp_3491
3492,9123,5,233,Alcoholic Maniac,Evil Invaders,Evil Invaders,2013,English,alcoholicmaniacevilinvadersevilinvaders,m5pp_3492
3493,9124,13,205,Pause (altenrate version),Emily Barker & The Red Clay Halo,Almanac,,English,pauseemilybarker&theredclayhaloalmanac,m5pp_3493
3494,1995,18,280,"Tristan und Isolde: Akt III, Szene I. ""Wo du bist? In Frieden, sicher und frei!""",Richard Wagner,Tristan und Isolde (Philharmonia Orchestra feat. conductor: Wilhelm Furtwängler),2004,Gemran,tristanundisoldeaktiiiszeneiwodubistinfriedensicherundfreirichardwagnertristanundisolde,m5pp_3494
3495,7842,1,-1,[unkown],Garbage-A-Trois,"2009-08-15:_Face/Off:_Garage-A-Trois,_40_Watt_Club,_Athens,_GA,_USA",,English,unkowngarbageatrois20090815faceoffgarageatrois40wattclubathensgausa,m5pp_3495
3496,9069,10,170,Fantasia No. 12 (Rose Consort of Viols),Thomas Tomkins,Consort Music for Viols and Voices; Keyboard Music,1995,English,fantasiano12thomastomkinsconsortmusicforviolsandvoiceskeyboardmusic,m5pp_3496
3497,9136,1,398,[VVaka],Sigur Rós,In a Frozen Sea: A Year with Sigur Rós,2007,Icelan dic,vvakasigurrósinafrozenseaayearwithsigurrós,m5pp_3497
3498,1778,3,415,Don't Tell Me (Timo Maas mix),Madonna,Music,2001,English,donttellmemadonnamusic,m5pp_3498
3499,9140, 2,209,흔들려,LA.G,착각하지마,,Korean,흔들려lag착각하지마,m5pp_3499
3500,4777,4,215,Endless Highway,Blood on the Saddle,Fresh Blood,,,endlesshighwaybloodonthesaddlefreshblood,m5pp_3500
3501,3803,6,703,Osm,OuCrson,Eth,2007,English,osmoucrsoneth,m5pp_3501
3502,149,3,170,September in the Rain,The Ralph Sharon Trio,The Ralph Sharon Trio Plays the Harry Warren Songbook,,English,septemberintheraintheralphsharontriotheralphsharontrioplaystheharrywarrensongbook,m5pp_3502
3503,9150,13,182,Hasen hinter Glas,And Arroganti,Mono,2005,German,hasenhinterglasandarrogantimono,m5pp_3503
3504,9156,10,166,Feverjam,Ashbury Faith,"Dr. Martens AirWair, Vo lume 1",1997,English,feverjamashburyfaithdrmartensairwairvolume1,m5pp_3504
3505,9161,9,376,[organ solo],Led Zeppelin,Live on Blueberry Hill,,English,organsololedzeppelinliveonblueberryhill,m5pp_3505
3506,9162,10,331,Chants d'Auvergne: 7. La Delaissado,Joseph Canteloube,Guilty Pleasures,2030,English,chantsdauvergne7ladelaissadojosephcanteloubeguiltypleasures,m5pp_3506
3507,9165,5,86,5,Hal Leonard,Building Walking Bass Lines,,No linguistic content,5halleonardbuildingwalkingbasslines,m5pp_3507
3508,5664,6,326,Honey (Deep Dish Hoojee dub),Billie Ray Martin,Y.,2000,English,honeybillieraymartiny,m5pp_3508
3509,9170,5,-1,Bleed,hollowtechnic,hollowtechnic,,English,bleedhollowtechnichollowtechnic,m5pp_3509
3510,9187,8,31,恋は変じゃない,CASCADE,BUTTERFLY  EXPRESS,1901,Japanese,恋は変じゃないcascadebutterflyexpress,m5pp_3510
3511,9188,14,285,My Legacy,Serenity,Death & Legacy,2011,English,mylegacyserenitydeath&legacy,m5pp_3511
3512,9222,18,30,Final Cut (30 second version),Gary Philips,"Moods and Grooves, Volume 11",,English,finalcutgaryphilipsmoodsandgroovesvolume11,m5pp_3512
3513,9195,3,339,"Three Score and Ten, Amen",Colosseum,Daughter of Time,1970,English,threescoreandtenamencolosseumdaughteroftime,m5pp_3513
3514,8347,3,604,Change Me (Force Mass Motion's Infinity remix),Paragliders,Chnge Me,1998,English,changemeparagliderschngeme,m5pp_3514
3515,9201,12,240,Кали-и-и-я,Детский Панадолл,АМ,2000,Russian,калиииядетскийпанадоллам,m5pp_3515
3516,8902,12,-1,Not Exactly,deadmau5,Club Azuli: Future Sound of the Dance Underground,2007,English,notexactlydeadmau5clubazulifuturesoundofthedanceunderground,m5pp_3516
3517,9685,1,340,Answer,Mayd Hubb,Linga Yoni. The Dub Paradox,2007,English,answermaydhubblingayonithedubparadox,m5pp_3517
3518,8102,13,224,Rockstar,Bosson,Rockstar,,,rockstarbossonrockstar,m5pp_3518
3519,9213,11,251,We Never Fight or Disagree,The Pale,Gravity Gets Things Done.,2004,English,weneverfightordisagreethepalegravitygetsthingsdone,m5pp_3519
3520,9214,8,279,Adelaide,David Rovics,Meanwhile in Afganistan,2012,Englsih,adelaidedavidrovicsmeanwhileinafganistan,m5pp_3520
3521,3093,3,-1,Luau,Stan Getz,Stan Getz and the Lighthouse All-Stars: Live (disc 2),2007,English,luaustangetzstangetzandthelighthouseallstarslive,m5pp_3521
3522,9221,7,211,Lunes,Pastora,7 vidas,,[Multiple languages],lunespastora7vidas,m5pp_3522
3523,9224,1,1893,Asa Di War - Part 1,Bhai Ravinder Singh Ji,Asa Di War,1997,PanTjabi,asadiwarpart1bhairavindersinghjiasadiwar,m5pp_3523
3524,5099,5612990,-1,11,240440,Charlene,Hits of the 80s: The Ultimate Collection,2006,11240440charlene,m5pp_3524
3525,9233,7,-1,You Can't Blame the Youth,Bob Marley & The Wailers,Tolkin' Blues,1991,English,youcantblametheyouthbobmarley&thewailerstolkinblues,m5pp_3525
3526,6160,21,92,Precoital Evisceration,Venereal Messiah,Decorations of Decapitation,2008,English,precoitaleviscerationvenerealmessiahdecorationsofdecapitation,m5pp_3526
3527,9235,14,291,Penceremden GÃ¶kyÃŒzÃŒne,Fatih ErkoÃ§,KÃ¶r Randevu (Collection),2007,Turkish,penceremdengã¶kyãœzãœnefatiherkoã§kã¶rrandevu,m5pp_3527
3528,9239,4,467,Mes bras,Alain Bashung,L'Imprudence,2002,French,mesbrasalainbashunglimprudence,m5pp_3528
3529,3337,1,180,Tawa Akhir Pecundang,Xpembunuhx,Dekadensi Moral Betina,,,tawaakhirpecundangxpembunuhxdekadensimoralbetina,m5pp_3529
3530,9244,8,-1,pretty please chocolate on top,中川翔子,Big☆Bang!!!,2008,[Multiple languages],prettypleasechocolateontop中川翔子big☆bang,m5pp_3530
