Base_x,Base_y,Capacity_x,Capacity_y,Category_x,Category_y,Color_x,Color_y,Finish_x,Finish_y,Height_x,Height_y,Material_x,Material_y,Product Type_x,Product Type_y,Shape_x,Shape_y,Style_x,Style_y,brand_x,brand_y,cluster_id,description_x,description_y,id_org_x,id_org_y,title_x,title_y
'Space Saver Oven','(2) standard / space saver ovens',,,,'front',"'restaurant range', 'oven'","'ultimate', 'oven'",'nsf','nsf','735.00','735.00 Pound(s)',"'front', 'left wavy grates standing pilot'",'left wavy grates standing pilot',,,,,"'back right', 'NG'","'restaurant', 'back right'","""Southbend""@en","""Southbend""",1413247,"""Ultimate Restaurant Range, NG gas, 48"", (3) non-clog burners front right, (2) pyromax burners back right, (2) non-clog burners left, wavy grates, standing pilot, (2) space saver ovens with battery spark ignition, includes (1) rack per oven, 22-1/2"" flue riser with shelf, stainless steel front, sides, shelf & 6"" adjustable legs, 323,000 BTU, CSA, NSF""@en ","""
Ultimate Restaurant Range, gas, 48"", (3) non-clog burners front right, (2) pyromax burners back right, (2) non-clog burners left, wavy grates, standing pilot, (2) space saver ovens with battery spark ignition, includes (1) rack per oven, 22-1/2"" flue riser with shelf, stainless steel front, sides, shelf & 6"" adjustable legs, 323,000 BTU, CSA, NSF
"" ",10806480,9668235," ""Southbend 4482EE-5R 48"" 7-Burner Gas Range, NG""@en Range NG ""@en"," "" Southbend 4482EE-5R Ultimate Restaurant Range ""Southbend | Culinary Depot"""
,'legs with side crossrails',"'20 wide', '70 l'",'70 l',,,,,,,'165.00',"'165.00 Pound(s)', '8""'",'r','r',"'open frame', 'gauge'","'open frame', 'gauge'",,,'compartment with left right hand drainboards',"'regaline sink 1', 'compartment with left right hand drainboards'","""Advance Tabco""@en","""Advance Tabco""",1413653,"""Regaline Sink, 1-compartment, with left & right-hand drainboards, 28"" front-to-back x 20"" wide sink compartment, 12"" deep, with 8"" high splash, stainless steel open frame base, side crossrails, 24"" drainboards, 16 gauge 304 series stainless steel, 1"" adjustable bullet feet, overall 35"" F/B x 70"" L/R, NSF""@en ","""
Regaline Sink, 1-compartment, with left & right-hand drainboards, 28"" front-to-back x 20""W sink compartment, 12"" deep, with 8""H backsplash, stainless steel open frame base, side crossrails, 24"" drainboards, 16 gauge 304 series stainless steel, 1"" adjustable bullet feet, overall 35"" F/B x 70"" L/R, NSF
"" ",7327972,8745459," ""Advance Tabco 93-81-20-24RL 70"" 1-Compartment Sink w/ 20""L x 28""W Bowl, 12"" Deep""@en Bowl Deep ""@en"," "" Advance Tabco 93-81-20-24RL Regaline Sink ""Advance | Culinary Depot"""
,,,'18 pan',,,,'top refrigerator',,'two','316.00','316.00 Pound(s)',,'mounted',,,,,'Mega Top',"'refrigeration system', 'doors'","""Delfield""@en","""Delfield""",1416772,"""Mega Top Refrigerator, two-section, 48"" W, 16.0 cubic feet, (2) doors, (2) 1/1 GN shelves, stainless steel top with polyethylene cutting board & (18) 1/6 size plastic pans, ABS interior sides, stainless steel front & sides, 5"" casters, front-breathing rear-mounted refrigeration system, 1/5 hp, cUL, UL, NSF, 115v/60/1ph""@en ","""
Mega Top Refrigerator, two-section, 48"" W, 16.0 cubic feet, (2) doors, (2) 1/1 GN shelves, stainless steel top with polyethylene cutting board & (18) 1/6 size plastic pans, ABS interior sides, stainless steel front & sides, 5"" casters, front-breathing rear-mounted refrigeration system, 1/5 hp, cUL, UL, NSF
"" ",10775770,7482306," ""Delfield 4448N-18M 48"" Sandwich/Salad Prep Table w/ Refrigerated Base, 115v""@en 115v ""@en Base"," "" Delfield 4448N-18M Mega Top Refrigerator ""Delfield | Culinary Depot"""
,,'6',,,,,,,,"'12 x 20', '231.00', '30'","'12 x 20', '231.00 Pound(s)'",,,,,,,"'electric holds 6', 'deep pans digital'",'deep pans digital',"""Accutemp""@en","""AccuTemp""",1420334,"""Connected Evolution™ Boilerless, Convection Steamer featuring Steam Vector Technology, counter top, electric, holds (6) 12""x 20""x 2-1/2"" deep pans, Digital Controls, water and drain connection needs plumbed, warranty NOT voided by water quality, NO water filtration required, 12kw, 440/60/3ph, 5' cord & NEMA L15-30P, ENERGY STAR®""@en ","""
(QUICK SHIP) Connected Evolution Boilerless, Convection Steamer featuring Steam Vector Technology, counter top, electric, holds (6) 12""x 20""x 2-1/2"" deep pans, Digital Controls, water and drain connection needs plumbed, warranty NOT voided by water quality, NO water filtration required, 12kw, 440/60/3ph, 5' cord & NEMA L15-30P, ENERGY STAR
"" ",885929,11222345," ""Accutemp E64403E120 Electric Countertop Steamer w/ (6) Full Size Pan Capacity, 440v/3ph""@en 440v/3ph ""@en Capacity"," "" AccuTemp E64403E120 Connected Evolution Boilerless ""AccuTemp | Culinary Depot"""
,'legs with side crossrails','50 l','50 l',,,,,'nsf','nsf','86.00',"'86.00 Pound(s)', '8""'",,,"'deep', 'open frame', 'gauge'","'open frame', 'gauge'",'12','12','compartment with left hand drainboard',"'compartment with left hand drainboard', 'deep with'","""Advance Tabco""@en","""Advance Tabco""",1420485,"""Regaline Sink, 1-compartment, with left-hand drainboard, 20"" front-to-back x 20"" wide sink compartment, 12"" deep, with 8"" high splash, stainless steel open frame base, side crossrails, 24"" drainboard, 1"" adjustable bullet feet, 16 gauge 304 series stainless steel, overall 27"" F/B x 50"" L/R, NSF""@en ","""
Regaline Sink, 1-compartment, with left-hand drainboard, 20"" front-to-back x 20""W sink compartment, 12"" deep, with 8""H backsplash, stainless steel open frame base, side crossrails, 24"" drainboard, 1"" adjustable bullet feet, 16 gauge 304 series stainless steel, overall 27"" F/B x 50"" L/R, NSF
"" ",3672273,6387632," ""Advance Tabco 93-21-20-24L 50"" 1-Compartment Sink w/ 20""L x 20""W Bowl, 12"" Deep""@en Bowl Deep ""@en"," "" Advance Tabco 93-21-20-24L Regaline Sink ""Advance | Culinary Depot"""
"'Space Saver Oven', 'Space Saver Oven'",'(2) standard / space saver ovens',,,,,,'ultimate',"'nsf', 'nsf'",'nsf',"'735.00', '735.00'",'735.00 Pound(s)',,,"'lp gas', 'wavy grates', 'wavy grates'",'wavy grates',"'restaurant range', 'oven', 'oven'",'oven',"'LP', 'NG'",'restaurant',"""Southbend""@en","""Southbend""",1422059,"""Ultimate Restaurant Range, NG gas, 48"", (4) non-clog burners, wavy grates, (1) 24"" griddle left, standing pilot, (2) space saver ovens with battery spark ignition, includes (1) rack per oven, 22-1/2"" flue riser with shelf, stainless steel front, sides, shelf & 6"" adjustable legs, 246,000 BTU, CSA, NSF""@en ","""
Ultimate Restaurant Range, gas, 48"", (4) non-clog burners, wavy grates, (1) 24"" griddle left, standing pilot, (2) space saver ovens with battery spark ignition, includes (1) rack per oven, 22-1/2"" flue riser with shelf, stainless steel front, sides, shelf & 6"" adjustable legs, 246,000 BTU, CSA, NSF
"" ",334460,5770337," ""Southbend 4482EE-2GL 48"" 4-Burner Gas Range with Griddle, NG""@en Griddle NG ""@en"," "" Southbend 4482EE-2GL Ultimate Restaurant Range ""Southbend | Culinary Depot"""
,,'6',,'n hold convection steamer includes',,,,,,"'62.2', '426.00'",'426.00 Pound(s)',,,'mechanical timer','mechanical timer',,,"'two steam', 'deep pans each compartment', 'energy star'","'deep pans each compartment', 'energy star'","""Accutemp""@en","""AccuTemp""",1424824,"""Two Steam'N'Hold™ Convection Steamer, includes stand with casters, electric, holds (3) 12"" x 20"" x 2-1/2"" deep pans each compartment, vacuum cooking, manual mechanical timer controls, NO water or drain connections required, 12kw each, (2) 208/60/3ph, (2) 5' cords & NEMA 15-50Ps, ENERGY STAR®""@en ","""
Two Steam'N'Hold Boilerless Convection Steamer, includes stand with casters, electric, holds (3) 12"" x 20"" x 2-1/2"" deep pans each compartment, vacuum cooking, manual mechanical timer controls, NO water or drain connections required, 12kw each, (2) 208/60/3ph, (2) 5' cords & NEMA 15-50Ps, ENERGY STAR
"" ",17451551,9411366," ""Accutemp S32083D120DBL Electric Floor Model Steamer w/ (6) Full Size Pan Capacity, 208v/3ph""@en Capacity 208v/3ph ""@en"," "" AccuTemp S32083D120 DBL Two Steam'N'Hold Boilerless Convection Steamer ""AccuTemp | Culinary Depot"""
,'legs with boxed crossrails',"'20 wide', '18 gauge'",'18 gauge',,,,'regaline sink 3',,,'225.00',"'225.00 Pound(s)', '8""'","'12', 'nsf'",'nsf','open frame','open frame',,,"'compartment with left hand drainboard', 'deep with'","'compartment with left hand drainboard', 'deep with'","""Advance Tabco""@en","""Advance Tabco""",1427026,"""Regaline Sink, 3-compartment, with left-hand drainboard, 28"" front-to-back x 20"" wide sink compartments, 12"" deep, with 8"" high splash, stainless steel open frame base, side crossrails, 18"" drainboard, 1"" adjustable bullet feet, 18 gauge 304 series stainless steel, overall 35"" F/B x 89"" L/R, NSF""@en ","""
Regaline Sink, 3-compartment, with left-hand drainboard, 28"" front-to-back x 20""W sink compartments, 12"" deep, with 8""H backsplash, stainless steel open frame base, side crossrails, 18"" drainboard, 1"" adjustable bullet feet, 18 gauge 304 series stainless steel, overall 35"" F/B x 89"" L/R, NSF
"" ",10143685,8955341," ""Advance Tabco 9-83-60-18L 89"" 3-Compartment Sink w/ 20""L x 28""W Bowl, 12"" Deep""@en Bowl Deep ""@en"," "" Advance Tabco 9-83-60-18L Regaline Sink ""Advance | Culinary Depot"""
,'legs with boxed crossrails','18 wide',,,,,'regaline sink 2','nsf','nsf','241.00',"'241.00 Pound(s)', '8""'",,,"'open frame', 'gauge'","'open frame', 'gauge'",,'12','compartment with left right hand drainboards',"'compartment with left right hand drainboards', 'deep with'","""Advance Tabco""@en","""Advance Tabco""",1427305,"""Regaline Sink, 2-compartment, with left & right-hand drainboards, 24"" front-to-back x 18"" wide sink compartment, 12"" deep, with 8"" high splash, stainless steel open frame base, side crossrails, 24"" drainboards, 1"" adjustable feet, 16 gauge 304 series stainless steel, overall 31"" F/B x 89"" L/R, NSF""@en ","""
Regaline Sink, 2-compartment, with left & right-hand drainboards, 24"" front-to-back x 18""W sink compartment, 12"" deep, with 8""H backsplash, stainless steel open frame base, side crossrails, 24"" drainboards, 1"" adjustable feet, 16 gauge 304 series stainless steel, overall 31"" F/B x 89"" L/R, NSF
"" ",6285290,4809223," ""Advance Tabco 93-62-36-24RL 89"" 2-Compartment Sink w/ 18""L x 24""W Bowl, 12"" Deep""@en Deep ""@en Bowl"," "" Advance Tabco 93-62-36-24RL Regaline Sink ""Advance | Culinary Depot"""
"'convection ovens', 'convection ovens', 'Convection Oven', 'Convection Oven'","'convection ovens', '(2) convection ovens'",,,,,"'restaurant range', 'per oven', 'restaurant range', 'per oven'","'ultimate', 'per oven'","'nsf', 'nsf'",'nsf',"'1075.00', '1075.00'",'1075.00 Pound(s)',"'battery', 'stainless steel', 'battery', 'stainless steel'","'battery', 'stainless steel'","'lp gas', 'wavy grates', 'shelf 6 adjustable', 'wavy grates', 'shelf 6 adjustable'","'wavy grates', 'shelf 6 adjustable'",,,"'LP', 'NG'",'restaurant',"""Southbend""@en","""Southbend""",1431033,"""Ultimate Restaurant Range, LP gas, 60"", (4) non-clog burners, wavy grates, (1) 36"" griddle right, thermostatic controls, standing pilot, (2) convection ovens with battery spark ignition, includes (3) racks per oven, 22-1/2"" flue riser with shelf, stainless steel front, sides, shelf & 6"" adjustable legs, 236,000 BTU, CSA, NSF""@en ","""
Ultimate Restaurant Range, gas, 60"", (4) non-clog burners, wavy grates, (1) 36"" griddle right, thermostatic controls, standing pilot, (2) convection ovens with battery spark ignition, includes (3) racks per oven, 22-1/2"" flue riser with shelf, stainless steel front, sides, shelf & 6"" adjustable legs, 236,000 BTU, CSA, NSF
"" ",984990,13989668," ""Southbend 4602AA-3TR 60"" 4-Burner Gas Range with Griddle, LP""@en Griddle LP ""@en"," "" Southbend 4602AA-3TR Ultimate Restaurant Range ""Southbend | Culinary Depot"""
'32 drawers','32 drawers','60 1 ph','60 1 ph',,,,,'only when ordered',"'60', 'only when ordered'",,'383.00 Pound(s)','stainless steel',"'cuisine freezer', 'stainless steel'",'legs available',"'base self contained refrigeration', 'legs available'",,,,'drawers',"""Garland""@en","""Garland""",1439805,"""Polar Cuisine Freezer Base, self-contained refrigeration, 60"" W one-section, (2) 32"" drawers, stainless steel exterior, 6"" stainless steel legs (available only when ordered with Cuisine Series modular cook tops) 115v/60/1-ph, 8.2 amps, (U S Range)""@en ","""
Polar Cuisine Freezer Base, self-contained refrigeration, 60"" W one-section, (2) 32"" drawers, stainless steel exterior, 6"" stainless steel legs (available only when ordered with Cuisine Series modular cook tops) 115v/60/1-ph, 8.2 amps, (U S Range)
"" ",5313290,7669925," ""Garland UN17FC60 60"" Chef Base w/ (2) Drawers - 115v""@en 115v ""@en"," "" Garland UN17FC60 Polar Cuisine Freezer Base ""Garland | Culinary Depot"""
"'Convection Oven', 'Convection Oven'","'(1) standard oven, electric'",,,,,'ultimate restaurant','ultimate',"'stainless steel', 'nsf', 'stainless steel', 'nsf'","'stainless steel', 'nsf'","'660.00', '660.00'",'660.00 Pound(s)',,,"'standard grates', 'shelf 6 adjustable', 'standard grates', 'shelf 6 adjustable'","'standard grates', 'shelf 6 adjustable'",'restaurant range',,"'oven', 'includes 1 rack', 'oven', 'includes 1 rack', 'LP/Electric', 'NG/Electric'","'restaurant', 'oven', 'includes 1 rack'","""Southbend""@en","""Southbend""",1441087,"""Ultimate Restaurant Range, NG gas/electric, 36"", (2) non-clog burners, standard grates, (1) 24"" griddle left, standing pilot, (1) electric hybrid standard oven, includes (1) rack, 22-1/2"" flue riser with shelf, stainless steel front, sides, shelf & 6"" adjustable legs, 114,000 BTU, CSA, NSF""@en ","""
Ultimate Restaurant Range, gas/electric, 36"", (2) non-clog burners, standard grates, (1) 24"" griddle left, standing pilot, (1) electric hybrid standard oven, includes (1) rack, 22-1/2"" flue riser with shelf, stainless steel front, sides, shelf & 6"" adjustable legs, 114,000 BTU, CSA, NSF
"" ",15348291,10734596," ""Southbend H4361D-2GL 36"" 2-Burner Gas Range with Griddle, NG""@en Griddle NG ""@en"," "" Southbend H4361D-2GL Ultimate Restaurant Range ""Southbend | Culinary Depot"""
,'legs with side crossrails','20 wide',,,,,,,,'142.00',"'142.00 Pound(s)', '8""'",'nsf','nsf',"'open frame', 'gauge'","'open frame', 'gauge'",,,'compartment with right hand drainboard','compartment with right hand drainboard',"""Advance Tabco""@en","""Advance Tabco""",1445142,"""Regaline Sink, 1-compartment, with right-hand drainboard, 28"" front-to-back x 20"" wide sink compartment, 12"" deep, with 8"" high splash, stainless steel open frame base, side crossrails, 36"" drainboard, 1"" adjustable bullet feet, 16 gauge 304 series stainless steel, overall 35"" F/B x 62"" L/R, NSF""@en ","""
Regaline Sink, 1-compartment, with right-hand drainboard, 28"" front-to-back x 20""W sink compartment, 12"" deep, with 8""H backsplash, stainless steel open frame base, side crossrails, 36"" drainboard, 1"" adjustable bullet feet, 16 gauge 304 series stainless steel, overall 35"" F/B x 62"" L/R, NSF
"" ",950589,1537106," ""Advance Tabco 93-81-20-36R 62"" 1-Compartment Sink w/ 20""L x 28""W Bowl, 12"" Deep""@en Bowl Deep ""@en"," "" Advance Tabco 93-81-20-36R Regaline Sink ""Advance | Culinary Depot"""
'convection steamer includes',,'6',,,,,,,,"'12 x 20', '60', '281.00'","'12 x 20', '281.00 Pound(s)'",,,"'n hold', 'electric holds 6', 'mechanical timer'",'mechanical timer',,,'deep pans vacuum cooking','deep pans vacuum cooking',"""Accutemp""@en","""AccuTemp""",1445643,"""Steam'N'Hold™ Convection Steamer, includes stand with casters, electric, holds (6) 12""x 20""x 2-1/2"" deep pans, vacuum cooking, manual mechanical timer controls, NO water or drain connections required, 10kw, 208/60/3ph, 5' cord & NEMA L15-30P, ENERGY STAR®""@en ","""
Steam'N'Hold Boilerless Convection Steamer, includes stand with casters, electric, holds (6) 12""x 20""x 2-1/2"" deep pans, vacuum cooking, manual mechanical timer controls, NO water or drain connections required, 10kw, 208/60/3ph, 5' cord & NEMA L15-30P, ENERGY STAR
"" ",10276349,12882708," ""Accutemp S62083D100SGL Electric Floor Model Steamer w/ (6) Full Size Pan Capacity, 208v/3ph""@en Capacity 208v/3ph ""@en"," "" AccuTemp S62083D100 SGL Steam'N'Hold Boilerless Convection Steamer ""AccuTemp | Culinary Depot"""
'Standard/Convection Oven',"'(1) standard oven, (1) convection oven'",,,,,,'ultimate','nsf','nsf','1075.00','1075.00 Pound(s)',"'battery', 'battery'","'battery', 'battery'","'standard grates', 'shelf 6 adjustable'","'standard grates', 'shelf 6 adjustable'",'restaurant',,"'burners', 'rear', 'oven', 'oven', 'flue riser with shelf stainless steel', 'front', 'NG'","'restaurant', 'burners', 'rear', 'oven', 'oven', 'flue riser with shelf stainless steel', 'front'","""Southbend""@en","""Southbend""",1447120,"""Ultimate Restaurant Range, NG gas, 60"", (2) star/sauté burners front, (2) non-clog burners rear, standard grates, 36"" griddle left, standing pilot, (1) standard oven with battery spark ignition, (1) convection oven with battery spark ignition, includes (4) racks total, 22-1/2"" flue riser with shelf, stainless steel front, sides, shelf & 6"" adjustable legs, 273,000 BTU, CSA, NSF""@en ","""
Ultimate Restaurant Range, gas, 60"", (2) star/sauté burners front, (2) non-clog burners rear, standard grates, 36"" griddle left, standing pilot, (1) standard oven with battery spark ignition, (1) convection oven with battery spark ignition, includes (4) racks total, 22-1/2"" flue riser with shelf, stainless steel front, sides, shelf & 6"" adjustable legs, 273,000 BTU, CSA, NSF
"" ",11906931,2502161," ""Southbend 4604AD-3GL 60"" 4-Burner Gas Range with Griddle, NG""@en NG ""@en Griddle"," "" Southbend 4604AD-3GL Ultimate Restaurant Range ""Southbend | Culinary Depot"""
