ids,label,katom_base,cdi_base,katom_brand,cdi_brand,katom_capacity,cdi_capacity,katom_category,cdi_category,katom_cluster_id,cdi_cluster_id,katom_color,cdi_color,katom_finish,cdi_finish,katom_height,cdi_height,katom_id,cdi_id,katom_material,cdi_material,katom_product_type,cdi_product_type,katom_shape,cdi_shape,katom_style,cdi_style,katom_title,cdi_title
katom_7662_cdi_1048,1,,'legs with boxed crossrails',advance tabco,advance tabco,'20 wide' '95 l','95 l',,,1380180,1380180,,'regaline sink 3','nsf','nsf','273.00',"'8""' '273.00 '",katom_7662,cdi_1048,'12',,'open frame' 'gauge','open frame' 'gauge',,,'compartment with left hand drainboard' 'deep with','compartment with left hand drainboard' 'deep with',"95"" 3-compartment sink w/ 20""l x 28""w bowl, 12"" deep""@en bowl deep ""@en","regaline sink ""advance | culinary depot"""
katom_7676_cdi_1050,1,,'legs with boxed crossrails',advance tabco,advance tabco,'18 wide',,,,1382291,1382291,,'regaline sink 2','nsf','nsf','139.00',"'8""' '139.00 '",katom_7676,cdi_1050,,,'open frame' 'gauge','open frame' 'gauge',,'12','compartment with left hand','compartment with left hand' 'deep with',"68"" 2-compartment sink w/ 18""l x 24""w bowl, 12"" deep""@en bowl deep ""@en","regaline sink ""advance | culinary depot"""
katom_7680_cdi_1051,1,,,delfield,delfield,,'12 pan',,,1382946,1382946,,'top refrigerator' 'breathing rear',,'stainless steel','223.00','223.00 ',katom_7680,cdi_1051,,,,,,'mounted','mega top','shelf' 'top' 'front' 'refrigeration system' 'doors',"27"" sandwich/salad prep table w/ refrigerated base, 115v""@en base 115v ""@en","mega top refrigerator "" | culinary depot"""
katom_7683_cdi_1052,1,'standard ovens' 'standard oven','standard ovens' '(2) standard ovens',southbend,southbend,,,,,1383176,1383176,,,'nsf','nsf','1075.00','1075.00 ',katom_7683,cdi_1052,'battery' 'oven','battery' 'oven','wavy grates','wavy grates','restaurant range','restaurant','per' 'ng','per',"60"" 6-burner gas range with griddle & broiler, ng""@en broiler ng ""@en","ultimate restaurant range "" | culinary depot"""
katom_7687_cdi_1053,1,'front rail','removable drip',garland,garland,,,,,1383383,1383383,,,,,,'420.00 ',katom_7687,cdi_1053,'power','individual cast iron' 'front rail' 'cord nema','iron grates' 'pan cut','h 6 cast iron burners' 'pan cut' 'water pans' 'nsf csa',,,'switch stainless steel','grates' 'large capacity' 'switch stainless steel',"high efficiency broiler w/ removable cast iron grates, 30.13x23.5"" grill, lp""@en lp ""@en grates grill","broiler "" | culinary depot"""
katom_7694_cdi_1055,1,,,accutemp,accutemp,'6',,,,1385134,1385134,,,,,'281.00' '60','12 x 20' '281.00 ',katom_7694,cdi_1055,,,'mechanical timer' 'star','n hold boilerless' 'convection steamer includes' 'electric holds 6' 'mechanical timer' 'star',,,'deep pans vacuum cooking','deep pans vacuum cooking',"electric floor model steamer w/ (6) full size pan capacity, 208v/3ph""@en capacity 208v/3ph ""@en","sgl steam'n'hold boilerless convection steamer "" | culinary depot"""
katom_7700_cdi_1056,1,,,turbo air,turbo air,,'12 pan','compartment insulated',,1385891,1385891,,,'self contained rear' 'nsf','nsf','220.00','220.00 ',katom_7700,cdi_1056,'stainless steel','stainless steel' 'wire','deluxe sandwich salad unit mega' 'top' 'pan cover' 'cord with nema','top' 'cord with nema',,,'top' 'pan opening 1 stainless steel door with' 'shelf' 'mounted' 'refrigeration system 1' 'mega top','pan opening 1 stainless steel door with' 'shelf' 'self contained rear' 'mounted' 'refrigeration system 1' 'doors',"27"" sandwich/salad prep table w/ refrigerated base, 115v""@en 115v ""@en base","super deluxe sandwich/salad unit ""turbo - | culinary depot"""
katom_7707_cdi_1058,1,'space saver oven','(2) standard / space saver ovens',southbend,southbend,,,,,1386636,1386636,'restaurant range','ultimate','nsf','nsf','735.00','735.00 ',katom_7707,cdi_1058,,,'standard grates' 'lp gas','standard grates','restaurant',,'oven' 'ng' 'lp','restaurant' 'oven',"48"" 4-burner gas range with griddle, lp""@en lp ""@en griddle","ultimate restaurant range "" | culinary depot"""
katom_7740_cdi_1061,1,,'h backsplash' 'legs with boxed crossrails',advance tabco,advance tabco,'18 wide' '18 gauge','12 deep' '18 gauge',,,1394056,1394056,,'regaline sink 2','nsf','nsf','115.00',"'8""' '115.00 '",katom_7740,cdi_1061,'12','stainless steel','open frame','open frame',,,'compartment with right hand' 'deep with','compartment with right hand',"62"" 2-compartment sink w/ 18""l x 24""w bowl, 12"" deep""@en bowl deep ""@en","regaline sink ""advance | culinary depot"""
katom_7818_cdi_1072,1,'convection oven','(1) standard oven electric',southbend,southbend,,,,,1407329,1407329,'restaurant range',,'stainless steel' 'nsf','stainless steel' 'nsf','660.00','660.00 ',katom_7818,cdi_1072,,,'standard grates' 'shelf 6 adjustable','standard grates' 'shelf 6 adjustable','restaurant range','restaurant','oven' 'includes 1 rack' 'lp/electric' 'ng/electric','oven' 'includes 1 rack',"36"" 2-burner gas range with griddle, ng""@en griddle ng ""@en","ultimate restaurant range "" | culinary depot"""
katom_7820_cdi_1073,1,,'legs with boxed crossrails',advance tabco,advance tabco,'121 l','121 l',,,1407534,1407534,,'regaline sink 4',,,'341.00',"'8""' '420.00 '",katom_7820,cdi_1073,'12',,'open frame','open frame',,,'compartment with left hand' 'deep with','compartment with left hand' 'deep with',"121"" 4-compartment sink w/ 18""l x 24""w bowl, 12"" deep""@en bowl deep ""@en","regaline sink ""advance | culinary depot"""
katom_7850_cdi_1076,1,'space saver oven','(2) standard / space saver ovens',southbend,southbend,,,,'front',1413247,1413247,'restaurant range' 'oven','ultimate' 'oven','nsf','nsf','735.00','735.00 ',katom_7850,cdi_1076,'front' 'left wavy grates standing pilot','left wavy grates standing pilot',,,,,'back right' 'ng','restaurant' 'back right',"48"" 7-burner gas range, ng""@en range ng ""@en","ultimate restaurant range "" | culinary depot"""
katom_7854_cdi_1077,1,,'legs with side crossrails',advance tabco,advance tabco,'20 wide' '70 l','70 l',,,1413653,1413653,,,,,'165.00',"'165.00 ' '8""'",katom_7854,cdi_1077,'r','r','open frame' 'gauge','open frame' 'gauge',,,'compartment with left right hand drainboards','regaline sink 1' 'compartment with left right hand drainboards',"70"" 1-compartment sink w/ 20""l x 28""w bowl, 12"" deep""@en bowl deep ""@en","regaline sink ""advance | culinary depot"""
katom_7869_cdi_1080,1,,,delfield,delfield,,'18 pan',,,1416772,1416772,,'top refrigerator',,'two','316.00','316.00 ',katom_7869,cdi_1080,,'mounted',,,,,'mega top','refrigeration system' 'doors',"48"" sandwich/salad prep table w/ refrigerated base, 115v""@en 115v ""@en base","mega top refrigerator "" | culinary depot"""
katom_7892_cdi_1083,1,,,accutemp,accutemp,'6',,,,1420334,1420334,,,,,'12 x 20' '231.00' '30','12 x 20' '231.00 ',katom_7892,cdi_1083,,,,,,,'electric holds 6' 'deep pans digital','deep pans digital',"electric countertop steamer w/ (6) full size pan capacity, 440v/3ph""@en 440v/3ph ""@en capacity","connected evolution boilerless "" | culinary depot"""
katom_7894_cdi_1085,1,,'legs with side crossrails',advance tabco,advance tabco,'50 l','50 l',,,1420485,1420485,,,'nsf','nsf','86.00',"'86.00 ' '8""'",katom_7894,cdi_1085,,,'deep' 'open frame' 'gauge','open frame' 'gauge','12','12','compartment with left hand drainboard','compartment with left hand drainboard' 'deep with',"50"" 1-compartment sink w/ 20""l x 20""w bowl, 12"" deep""@en bowl deep ""@en","regaline sink ""advance | culinary depot"""
katom_7901_cdi_1088,1,'space saver oven','(2) standard / space saver ovens',southbend,southbend,,,,,1422059,1422059,,'ultimate','nsf','nsf','735.00','735.00 ',katom_7901,cdi_1088,,,'lp gas' 'wavy grates','wavy grates','restaurant range' 'oven','oven','lp' 'ng','restaurant',"48"" 4-burner gas range with griddle, ng""@en griddle ng ""@en","ultimate restaurant range "" | culinary depot"""
katom_7918_cdi_1090,1,,,accutemp,accutemp,'6',,'n hold convection steamer includes',,1424824,1424824,,,,,'62.2' '426.00','426.00 ',katom_7918,cdi_1090,,,'mechanical timer','mechanical timer',,,'two steam' 'deep pans each compartment' 'energy star','deep pans each compartment' 'energy star',"electric floor model steamer w/ (6) full size pan capacity, 208v/3ph""@en capacity 208v/3ph ""@en","dbl two steam'n'hold boilerless convection steamer "" | culinary depot"""
katom_7931_cdi_1091,1,,'legs with boxed crossrails',advance tabco,advance tabco,'20 wide' '18 gauge','18 gauge',,,1427026,1427026,,'regaline sink 3',,,'225.00',"'225.00 ' '8""'",katom_7931,cdi_1091,'12' 'nsf','nsf','open frame','open frame',,,'compartment with left hand drainboard' 'deep with','compartment with left hand drainboard' 'deep with',"89"" 3-compartment sink w/ 20""l x 28""w bowl, 12"" deep""@en bowl deep ""@en","regaline sink ""advance | culinary depot"""
katom_8012_cdi_1098,1,'convection oven','(1) standard oven electric',southbend,southbend,,,,,1441087,1441087,'ultimate restaurant','ultimate','stainless steel' 'nsf','stainless steel' 'nsf','660.00','660.00 ',katom_8012,cdi_1098,,,'standard grates' 'shelf 6 adjustable','standard grates' 'shelf 6 adjustable','restaurant range',,'oven' 'includes 1 rack' 'lp/electric' 'ng/electric','restaurant' 'oven' 'includes 1 rack',"36"" 2-burner gas range with griddle, ng""@en griddle ng ""@en","ultimate restaurant range "" | culinary depot"""
katom_8035_cdi_1104,1,'convection steamer includes',,accutemp,accutemp,'6',,,,1445643,1445643,,,,,'12 x 20' '60' '281.00','12 x 20' '281.00 ',katom_8035,cdi_1104,,,'n hold' 'electric holds 6' 'mechanical timer','mechanical timer',,,'deep pans vacuum cooking','deep pans vacuum cooking',"electric floor model steamer w/ (6) full size pan capacity, 208v/3ph""@en capacity 208v/3ph ""@en","sgl steam'n'hold boilerless convection steamer "" | culinary depot"""
katom_8046_cdi_1107,1,'left thermostatic' 'saver ovens' 'space saver oven','left thermostatic' 'saver ovens' '(2) standard / space saver ovens',southbend,southbend,,,,,1448917,1448917,'restaurant range',,'nsf','nsf','735.00','735.00 ',katom_8046,cdi_1107,'oven','oven','lp gas' 'standard grates','standard grates',,'restaurant','battery' 'per' 'lp' 'ng','battery' 'per',"48"" 4-burner gas range with griddle, lp""@en griddle lp ""@en","ultimate restaurant range "" | culinary depot"""
katom_8068_cdi_1113,1,,,advance tabco,advance tabco,,,'on non stainless tops','on non stainless tops',1453639,1453639,'1 compartment',,,,'14 gauge' '26.00','14 gauge' '26.00 ',katom_8068,cdi_1113,,,,,'rectangular','1 compartment','deep drain opening' 'tables can be' 'undermount','deep drain opening' 'tables can be',"(1) compartment undermount sink - 20"" x 28""""@en 28"" ""@en","1 compartment undermount kitchen sink bowl ""advance | culinary depot"""
katom_8092_cdi_1116,1,'convection ovens' 'convection oven','convection ovens' '(2) convection ovens',southbend,southbend,'48 griddle','48 griddle',,,1457489,1457489,'restaurant range' 'per oven','ultimate' 'per oven','nsf','nsf','1075.00','1075.00 ',katom_8092,cdi_1116,'battery' 'stainless steel','battery' 'stainless steel','lp gas' 'standard grates' 'shelf 6','standard grates' 'shelf 6','restaurant',,'lp' 'ng','restaurant',"60"" 2-burner gas range with griddle, lp""@en griddle lp ""@en","ultimate restaurant range "" | culinary depot"""
katom_8110_cdi_1120,1,,,accutemp,accutemp,'12',,,,1460466,1460466,,,,,'12 x 20' '560.00' '71','560.00 ',katom_8110,cdi_1120,,,,'star includes',,,'two connected' 'lp gas holds 6' 'deep pans each compartment digital' 'lp','two connected' 'deep pans each compartment digital',"gas floor model steamer w/ (12) full size pan capacity, lp""@en capacity lp ""@en","dbl two connected evolution boilerless "" | culinary depot"""
katom_8231_cdi_1135,1,,,accutemp,accutemp,'6',,,,1482110,1482110,,,,,'12 x 20' '60' '281.00','12 x 20' '281.00 ',katom_8231,cdi_1135,,,,'convection steamer featuring' 'technology electric holds 6',,,'deep pans digital','deep pans digital',"electric floor model steamer w/ (6) full size pan capacity, 208v/3ph""@en 208v/3ph ""@en capacity","sgl connected evolution boilerless "" | culinary depot"""
katom_8245_cdi_1139,1,,,accutemp,accutemp,'6',,,,1484592,1484592,,,,,'12 x 20' '255.00' '20','12 x 20' '255.00 ',katom_8245,cdi_1139,,,'not voided','not voided',,,'lp gas holds 6' 'deep pans digital' 'lp','lp gas holds 6' 'deep pans digital',"gas countertop steamer w/ (6) full size pan capacity, lp""@en lp ""@en capacity","connectionless evolution boilerless "" | culinary depot"""
katom_8250_cdi_1140,1,'6kw 240 60 1ph 5 cord nema l6 30p energy star','6kw 240 60 1ph 5 cord nema l6 30p energy star includes',accutemp,accutemp,'6',,'convection steamer featuring',,1486079,1486079,,,,,'12 x 20' '60' '281.00','12 x 20' '281.00 ',katom_8250,cdi_1140,,,'electric holds 6','convection steamer featuring' 'technology electric holds 6',,,'connected evolution boilerless' 'deep pans digital','deep pans digital',"electric floor model steamer w/ (6) full size pan capacity, 240v/1ph""@en capacity 240v/1ph ""@en","sgl connected evolution boilerless "" | culinary depot"""
katom_8294_cdi_1146,1,,'legs with side crossrails',advance tabco,advance tabco,'20 wide' '70 l','70 l',,,1493716,1493716,,'regaline sink 1',,,'92.00',"'92.00 ' '8""'",katom_8294,cdi_1146,'r','r','open frame' 'gauge','open frame' 'gauge',,'12','regaline sink 1' 'compartment with left right hand drainboards','compartment with left right hand drainboards' 'deep with',"70"" 1-compartment sink w/ 20""l x 20""w bowl, 12"" deep""@en bowl deep ""@en","regaline sink ""advance | culinary depot"""
katom_8303_cdi_1148,1,'standard ovens' 'standard oven','standard ovens' '(2) standard ovens',southbend,southbend,,,,,1495004,1495004,'restaurant range',,'nsf','nsf','1075.00','1075.00 ',katom_8303,cdi_1148,'battery' 'oven','battery' 'oven','wavy grates' 'lp gas','wavy grates','restaurant range','restaurant','per' 'ng' 'lp','per',"60"" 4-burner gas range with charbroiler, lp""@en charbroiler lp ""@en","ultimate restaurant range "" | culinary depot"""
katom_8345_cdi_1152,1,,'legs with boxed crossrails',advance tabco,advance tabco,'20 wide' '66 l','66 l',,,1501931,1501931,,'regaline sink 2','nsf','nsf','183.00',"'183.00 ' '8""'",katom_8345,cdi_1152,,,'open frame' 'gauge','open frame' 'gauge',,,'compartment with left hand drainboard','compartment with left hand drainboard',"66"" 2-compartment sink w/ 20""l x 28""w bowl, 12"" deep""@en bowl deep ""@en","regaline sink ""advance | culinary depot"""
katom_8480_cdi_1174,1,'convection ovens' 'convection oven','convection ovens' '(2) convection ovens',southbend,southbend,'60 3',,,,1525634,1525634,'per oven','per oven','nsf','nsf','1075.00','1075.00 ',katom_8480,cdi_1174,'battery' 'stainless steel','saut burners' 'battery' 'stainless steel','lp gas' 'saut burners' 'shelf 6 adjustable' 'rear','shelf 6 adjustable','restaurant','restaurant','rear' 'lp' 'ng','rear',"60"" 6-burner gas range with griddle, ng""@en griddle ng ""@en","ultimate restaurant range "" | culinary depot"""
katom_8515_cdi_1178,1,,'legs with boxed crossrails',advance tabco,advance tabco,,,,,1532646,1532646,,,,,'20 front' '132.00',"'20 front' '132.00 ' '8""'",katom_8515,cdi_1178,,,'deep' 'open frame' 'gauge','open frame' 'gauge','12','12','compartment with left hand drainboard','compartment with left hand drainboard' 'deep with',"76"" 2-compartment sink w/ 16""l x 20""w bowl, 12"" deep""@en bowl deep ""@en","regaline sink ""advance | culinary depot"""
katom_8614_cdi_1187,1,'standard ovens' 'standard oven','standard ovens' '(2) standard ovens',southbend,southbend,'48 griddle' '60 1','48 griddle',,,1549364,1549364,'restaurant range' 'rear',,'nsf','nsf','1075.00','1075.00 ',katom_8614,cdi_1187,'left thermostatic' 'battery' 'oven' 'star saut burners' 'front','left thermostatic' 'battery' 'oven','standard grates' 'lp gas','standard grates','restaurant range','restaurant','rear' 'per' 'ng' 'lp','burners' 'rear' 'per',"60"" 2-burner gas range with griddle, lp""@en lp ""@en griddle","ultimate restaurant range "" | culinary depot"""
katom_8635_cdi_1190,1,,,carlisl,carlisle,,,,,1553695,1553695,,,,,,,katom_8635,cdi_1190,'dispenser only' 'large fits all' 'plastic','dispenser only' 'large fits all' 'plastic','large and extra','large and extra',,,,,"cup dispenser - 23-3/4x6-3/4"" tubular drop-in design, stainless""@en design stainless ""@en","cup dispenser (only) "" | culinary depot"""
katom_8645_cdi_1192,1,,,dinex,dinex,,,,,1555659,1555659,,,'latte',,,,katom_8645,cdi_1192,'dome insulated double','entree',,,,,,'dome insulated double',"fenwick insulated dome for 9"" plates - latte""@en latte ""@en","latte fenwick entree dome case of 12 "" | culinary depot"""
katom_8663_cdi_1194,1,,,accutemp,accutemp,'6',,,,1558346,1558346,,,,,'12 x 20' '60' '281.00','12 x 20' '281.00 ',katom_8663,cdi_1194,,,'not voided','not voided',,,'electric holds 6' 'deep pans digital','deep pans digital',"electric floor model steamer w/ (6) full size pan capacity, 240v/3ph""@en 240v/3ph ""@en capacity","sgl connectionless evolution boilerless "" | culinary depot"""
katom_8748_cdi_1205,1,'standard ovens' 'standard oven','standard ovens' '(2) standard ovens',southbend,southbend,'48 griddle','48 griddle',,,1574656,1574656,'restaurant range',,'nsf','nsf','1075.00','1075.00 ',katom_8748,cdi_1205,'left thermostatic' 'battery' 'oven','left thermostatic' 'battery' 'oven','standard grates' 'lp gas','standard grates',,'restaurant','per' 'ng' 'lp','per',"60"" 2-burner gas range with griddle, lp""@en lp ""@en griddle","ultimate restaurant range "" | culinary depot"""
