m4_id,m4_cid,m4_number,m4_length,m4_title,m4_artist,m4_year,m4_language,m4_filtering_attr,m2_id
3667,9516,6,3m 9sec,006-Patrick,Kirsty MacColl,,Eng.,006patrickkirstymaccollthestiffyears,m4_3667
3668,9517,8,3m 20sec,008-Da pa canynu sednu dow,Magnifico,,Slo.,008dapacanynusednudowmagnificoodsrcadosrca,m4_3668
3669,9520,10,2m 50sec,010-Prison Cell Blues,Blind Lemon Jefferson,,Eng.,010prisoncellbluesblindlemonjeffersontexasblues,m4_3669
3670,2594,14,2m 28sec,014-Hjartan sla,Tant Strul,,unknown,014hjartanslatantstrul19801985,m4_3670
3671,9524,4,3m 8sec,004-Mauer,Fotos,,Ger.,004mauerfotosporzellan,m4_3671
3672,5276,4,unknown,004-Magick,Ryan Adams & The Cardinals,,Eng.,004magickryanadams&thecardinals20080927rochesterauditoriumrochesternyusa,m4_3672
3673,6690,3,4m 32sec,003-Keyboard Solo,Dream Theater,,Eng.,003keyboardsolodreamtheater19951028tokyojapan,m4_3673
3674,9526,29,0m 22sec,029-Pterodactyl 4 (sting),Adam Drake & Neil Williams,,Eng.,029pterodactyl4,m4_3674
3675,9527,7,3m 52sec,007-Angel Hooked,Karnak,,unknown,007angelhookedkarnakmelodiesofspermcomposed,m4_3675
3676,9531,9,3m 13sec,009-L'espoir ,,,Jap.,009lespoir#,m4_3676
3677,9533,1,4m 7sec,001-Bad,Michael Jackson,,En.g,001badmichaeljacksonbad,m4_3677
3678,4576,6,3m 11sec,006-Harmonica Rag,Naco y los Bluescavidas,,unknown,006harmonicaragnacoylosbluescavidasdirectoienmobydickclub,m4_3678
3679,4910,5,2m 50sec,005-Captain Kidd,Great Big Sea,,Eng.,005captainkiddgreatbigseathehardandtheeasy,m4_3679
3680,9537,9,2m 17sec,009-La Valse a Lydie,Lydie Auvray,,unknown,009lavalsealydielydieauvraypremiere,m4_3680
3681,8431,16,3m 53sec,016-Light Cycle,Disasteradio,,Eng.,016lightcycledisasteradiosynthtease,m4_3681
3682,9543,5,4m 39sec,005-The First Noel,Alisa Dishong,,Eng.,005thefirstnoelalisadishongtoheartheangelssing,m4_3682
3683,9545,8,4m 10sec,008R-oom,The Checkers,,Jap.,008roomthecheckersbest,m4_3683
3684,9546,13,3m 23sec,013-Als marktkramer ben ik geboren,The Sunsets,,Dut.,013alsmarktkramerbenikgeborenthesunsetsthesunsets,m4_3684
3685,9556,26,2m 58sec,026-End Titles,Robert J. Kral,,Eng.,026endtitlesrobertjkralsupermandoomsday,m4_3685
3686,9565,7,unknown,007-, ,,Rus.,007pianomani,m4_3686
3687,9568,25,2m 1 0sec,025-Imagination,The Quotations,,Eng.,025imaginationthequotationsstreetcorneressentials,m4_3687
3688,8004,20,3m 13sec,020-Let's Start Over Again,Flat Duo Jets,,Eng.,020letsstartoveragainflatduojetssafari,m4_3688
3689,9578,14,3m 7sec,014-Dune: House Harkonnen,"Frank Herbert, Brian Herbert and Kevin J. Anderson",,Eng.,014dunehouseharkonnenfrankherbertbrianherbertandkevinjandersondunehouseharkonnen,m4_3689
3690,9581,10,2m 59sec,010-Letoile,Parov Stelar feat. Max the Sax,,Eng.,010letoileparovstelarfeatmaxthesaxetagenoirslomocollectionvolumeone,m4_3690
3691,1112,12,6m 3sec,012_MERR,lovesliescrushing,,nEg.,012merrlovesliescrushingchorus,m4_3691
3692,9585,7,6m 23sec,007-Bundi-Strata,Universal Being,,Eng.,007bundistratauniversalbeingjupiter,m4_3692
3693,9587,3,1m 47sec,003-Magoo,The Blakes,,Eng.,003magootheblakesdaytrottersession,m4_3693
3694,9599,3,4m 29sec,003-What Am I Supposed To Do,Celly Cel,,unknown,003whatamisupposedtodocellycelheeat4yoazz,m4_3694
3695,9602,11,2m 54sec,011-Alberto Casiroren biisita,Ruper Ordorika,,unknown,011albertocasirorenbiisitaruperordorikaeuskarians,m4_3695
3696,2162,11,3m 45sec,011-Lost in the Lonesome Pin es,"Jim Lauderdale, Ralph Stanley & The Clinch Mountain Boys",,Eng.,011lostinthelonesomepinesjimlauderdaleralphstanley&theclinchmountainboystransamerica,m4_3696
3697,842,2,4m 12sec,001-Soliloquy,Omni,,Eng.,001soliloquyomniomniinstrumentalsovertheages,m4_3697
3698,9610,8,7m 45sec,008-Belladonna,Alexander von Hagke,,unknown,008belladonnaalexandervonhagkefusionnouvelle,m4_3698
3699,9615,8,2m 19sec,008-Loser,The Solar Lodge,,Eng.,008loserthesolarlodgeblow,m4_3699
3700,8577,6,13m 42sec,006-Inquinamento,Libra,,unknown,006inquinamentolibramusicaeparole,m4_3700
3701,9616,3,3m 10sec,003-Don't I,Teen Top,,unk nown,003dontiteentopteentopclass,m4_3701
3702,9619,17,1m 57sec,017-We Don't Need You,Blanks 77,,Eng.,017wedontneedyoublanks77killerblanks,m4_3702
3703,9620,2,0m 56sec,002-Le Mur (The Wall),Clint Mansell,,Fre.,002lemur,m4_3703
3704,9622,13,2m 35sec,013-Natten drog forbi,Otto Brandenburg,,Dan.,013nattendrogforbiottobrandenburgtolyspaetbord,m4_3704
3705,4683,10,3m 50sec,010-Alla Turca,Wolfgang Amadues Mozart,,Eng.,010allaturcawolfgangamaduesmozartlifescapesclassicalpiano,m4_3705
3706,1370,11,4m 36sec,011-Medley: Alfie the Christmas Tree / Carol for a Christmas Tree / It's in Every One of Us,John Denver & The Muppets,,,011medleyalfiethechristmastreecarolforachristmastreeitsineveryoneofusjohndenver&themuppetsachristmastogether,m4_3706
3707,9629,3,10m 9sec,Module 3,Alva Noto,,Eng.,module3alvanototransform,m4_3707
3708,9633,B2,3m 49sec,0B2-When I Remember Her Name,Plankton Wat,,Eng.,0b2whenirememberhernameplanktonwatexpo70planktonwat,m4_3708
3709,9637,14,5m 12sec,"014-Cancionero de Palacio: Romances ""Si d'amor pena sentis""",[anonymous],,Spa.,014cancionerodepalacioromancessidamorpenasentisanonymousmusicfromchristian&jewishspain14501550,m4_3709
3710,5771,15,1m 44sec,015-,,,unknown,015#bemanibestforthe10thanniversary,m4_3710
3711,9646,1,,001-Delivery,Mijk van Dijk & Thomas Schumacher,,Eng.,001deliverymijkvandijk&thomasschumacherdelivery,m4_3711
3712,1982,2,4m 3sec,002-Green,Vara,,Eng.,002greenvara&,m4_3712
3713,9380,3,4m 44sec,003-,Warsoul,,unknown,003warsoul,m4_3713
3714,5231,12,1m 3sec,"012-Auf, schicke dich recht feierlich, Wq 249: Recitativ ""Wohin mein Auge blickt"" (Tenor)",Carl Philipp Emanuel Bach,,Ger.,012aufschickedichrechtfeierlichwq249recitativwohinmeinaugeblickt,m4_3714
3715,9657,4,3m 32sec,004-Wicked Horse,Sea Lion,,Eng.,004wickedhorsesealionmercyland,m4_3715
3716,9660,8,5m 45sec,008-Electraphlex (Charlie Hall Electro mix),Transcendental Love Machine,,Eng.,008electraphlex,m4_3716
3717,8864,10,7m 54sec,010-Johnie,Supagreenn,,Eng.,010johniesupagreennthegreenhouseeffect,m4_3717
3718,9661,9,unknown,009-Yesterday When I Was Young,Lena Horne & Gabor Szabo,,Eng.,009yesterdaywheniwasyounglenahorne&gaborszabolenaandgaborandguitarastudyinelegance,m4_3718
3719,9664,9,4m 23sec,009-,,,Chi.,009#,m4_3719
3720,9667,4,3m 14sec,004-Hidden Portrait,Steve Hunter,,Eng.,004hiddenportraitstevehunterthedeacon,m4_3720
3721,6702,4,3m 26sec,004-Merely a Man,XTC,,Eng.,004merelyamanxtcoranges&lemons,m4_3721
3722,9672,10,3m 24sec,010-Mary O'Neill or Carolan's Favorite Jig,Carol Thompson,,Eng.,010maryoneillorcarolansfavoritejigcarolthompsonthepeacocksfeatheracelticquest,m4_3722
3723,9675,4,4m 4sec,004-Have I Told You Lately That I Love You,Carl Doy,,Eng.,004haveitoldyoulatelythatiloveyoucarldoypianobycandlelightstardust,m4_3723
3724,4528,1,2m 23sec,001-Yiri Yiri Bon,Beny More,,Spa.,001yiriyiribonbenymoresimplysaulsadanceclass,m4_3724
3725,9678,22,unknown,011-[untitled],S-Max,,Eng.,011untitledsmaxstreetlevelsurrealizmep,m4_3725
3726,9681,7,1m 52sec,007- , ,,Gre.,007,m4_3726
3727,2176,7,4m 16sec,007-Mass & Spring,Amon Tobin,,Eng.,007mass&springamontobinisam,m4_3727
3728,8955,3,3m 44sec,003-Sandstorm,Darude,2000,Eng.,003sandstormdarudextremebighits2000,m4_3728
3729,5645,13,4m 4sec,013-Mout,Tunisiano,,Fre.,013mouttunisianomarqueavie,m4_3729
3730,1157,1,2m 44sec,001-Comerica,Esham,,Eng.,001comericaeshambrucewaynegothom1987,m4_3730
3731,3118,6,4m 22sec,0006-Callate,Wisin & Yandel,,Spa.,0006callatewisin&yandellosvaqueroselregresodeluxeedition,m4_3731
3732,3034,12,2m 19sec,012-Concierto para violin y oboe / III. Allegro,Antonio Vivaldi,,Spa.,012conciertoparaviolinyoboeiiiallegroantoniovivaldituttobarroco,m4_3732
3733,2839,8,5m 7sec,"008-Metamorphosen, Konzert fur Violine und Orchester Nr. 2: V. Scherzando",Krzysztof Penderecki,,Eng.,008metamorphosenkonzertfurviolineundorchesternr2vscherzandokrzysztofpendereckibacktothefutureselected20thcenturyviolinworks,m4_3733
3734,5753,15,0m 21sec,"015-""Lomberg!""",John Frizzell,,Eng.,015lombergjohnfrizzellofficespacej,m4_3734
3735,9693,14,2m 22sec,"014-Lobt Gott, Ihr Christen Allzugleich",Stuttgarter Hymnus-Chorknaben,,Ger.,014lobtgottihrchristenallzugleichstuttgarterhymnuschorknabendeutscheweihnachtslieder,m4_3735
3736,9852,15,2m 7sec,015-Adorar al nino,Manuel Escorcio,,nEg.,015adoraralninomanuelescorciochristmaswithmanuel,m4_3736
3737,9695,1,3m 5sec,001-New York City Surprise,Hans Zimmer,,Eng.,001newyorkcitysurprisehanszimmermadagascar3europesmostwanted,m4_3737
3738,9696,10,3m-21sec,"010-Go-to-SleeWp,-Go-to-Sleep",Jez-Godiin,,Eng.,010gotosleewpgotosleepjezgodiinatoddsandevens,m4_3738
3739,9699,10,3m 4sec,010-Classical Gas,Mason Williams,,En.,010classicalgasmasonwilliamsinstrumentalnuggetsvolumeone,m4_3739
3740,8102,13,3m 44sec,013-Rockstar,Bossno,,unknown,013rockstarbossnorockstar,m4_3740
3741,5363,4,2m 38sec,004-Someday BabNy,Lightnin' Hopkins,,Eng.,004somedaybabnylightninhopkinsnothinbuttheblues,m4_3741
3742,9703,A3,6m 1sec,0A3-Metropolis,Kraftwerk,,Eng.,0a3metropoliskraftwerkthemanmachine,m4_3742
3743,4588,4,4m 38sec,004-Whole Lotta Love,The James TTaylor Quartet,,Eng.,004wholelottalovethejamesttaylorquartetcheckitout,m4_3743
3744,9704,3,2m 33sec,003-Candy and Cake,Cyril Stapleton,,Eng.,003candyandcakecyrilstapletoncyrilstapleton&hisorchestra,m4_3744
3745,9705,10,4m 28sec,010-Hand to Mouth,Joan Baez,,Eng.,010handtomouthjoanbaezallearsreviewvolume7stillamazingafteralltheseyears,m4_3745
3746,9706,8,4m 1sec,008-Funkytown,"Lipps, Inc.",,Eng.,008funkytownlippsincabsolutediscoalletidersstrstediscohits,m4_3746
3747,9708,4,unknown,004-Tee-teine-pool-on-tee,Chalice,,unknown,004teeteinepoolonteechaliceaudio,m4_3747
3748,9711,8,6m 38sec,008-As Catch Can,Gerry Mulligan,,Eng.,008ascatchcangerrymulliganthecompletevervegerrymulliganconcertjazzbandsessions,m4_3748
3749,9721,16,3m 50sec,016-Devil's Radio,George Harrison,,Eng.,016devilsradiogeorgeharrisongreatesthits,m4_3749
3750,5576,6,2m 40sec,006-June Is Bustin' Out All Over,Hill Bowen & His Orchestra,,Eng.,006juneisbustinoutalloverhillbowen&hisorchestraforhifilivingvolume5loveonbroadway,m4_3750
3751,9723,7,3m 59sec,007-Cikibum (versiyon),Ayca,,Tur.,007cikibum,m4_3751
3752,9730,2,unknown,002-Anotimpuri,Progresiv TM,,Rom..,002anotimpuriprogresivtmamintirianotimpuri,m4_3752
3753,9735,1,4m 21sec,001-A World in the Fold,Zero System,,Eng.,001aworldinthefoldzerosystemmeridian,m4_3753
3754,4232,10,5m 20sec,010-Je ne veux plus t'attendre,Louis Bertignac et les Visiteurs,,Fre.,010jeneveuxplustattendrelouisbertignacetlesvisiteursrocks,m4_3754
3755,9738,8,4m 24sec,008-Perdition,Dhul-Qarnayn,,Eng.,008perditiondhulqarnaynthusdeath,m4_3755
3756,9742,14,3m 28sec,014-It Takes a Worried Man,DEVO,,Eng.,014ittakesaworriedmandevopioneerswhogotscalpedtheanthology,m4_3756
3757,9745,17,5m 55sec,017-Si j'etais moi (live 2007),Zazie,,Fre.,017sijetaismoi,m4_3757
3758,8234,6,12m 22sec,"006-Der Graf liest ""Dornroschen""",Unheilig,,Ger.,006dergrafliestdornroschenunheiliggrosse,m4_3758
3759,9747,2,2m 15sec,002-Little Death Shaker,Raymond Byron and The White Freighter,,Eng.,002littledeathshakerraymondbyronandthewhitefreighterlittledeathshaker,m4_3759
3760,9749,4,3m 33sec,004-You and Me,The Cranberries,,Eng.,004youandmethecranberriesburythehatchet1999),m4_3760
3761,3430,9,3m 38sec,009-The Bay,Red Steagall Steagall,,Eng.,009thebayredsteagallsteagallfaithandvalues,m4_3761
3762,9753,4,4m 5sec,004-Love 2 Love,S.E.X. Appeal,,Eng.,004love2lovesexappealsensuality,m4_3762
3763,4029,6,3m 8sec,006-Echo,Outrage,,Eng.,006echooutragelifeuntildeaf,m4_3763
3764,9756,11,2m 13sec,"011-They're Coming to Take You Away, Ha-Haa!",Napoleon XIV,,Eng.,011theyrecomingtotakeyouawayhahaanapoleonxivrocknrollthecollcetion,m4_3764
3765,6439,13,3m 20sec,013-Sister,Goldie Lookin Chain,,Eng.,013sistergoldielookinchainsafeasfuck,m4_3765
3766,5079,22,3m 28sec,022-River Deep Mountain High (live),The Terrorways,,Eng.,022riverdeepmountainhigh,m4_3766
3767,9766,19,4m 29sec,019-No Doubt About It,Hot Chocolate,,Eng.,019nodoubtaboutithotchocolatetoptenhitsofthe80s,m4_3767
3768,1431,4,3m 46sec,004-A tous les hommes,The Versus,,Fre.,004atousleshommestheversushologramme,m4_3768
3769,9771,11,3m 30sec,011-Ein neuer Tanz,Jager 90,,Eng.,011einneuertanzjager90awakethemachinesvolvii,m4_3769
3770,9774,9,1m 39sec,009-Frau Merkel,Detlev Schonauer,,Gerp.,009fraumerkeldetlevschonauerhenkersmahlzeit,m4_3770
3771,9776,14,3m 20sec,014-La Guinee wodi,Orchestre de Kindia,,unknown,014laguineewodiorchestredekindiaauthenticitethesyliphoneyears,m4_3771
3772,7688,2,4m 2sec,002-What You Know,Levellers,,Eng.,002whatyouknowlevellersworldfreakshow,m4_3772
3773,9777,3,5m 45sec,003-Moonlight After the Rain,Concerto Moon,,EngP.,003moonlightaftertherainconcertomoonfromfathertoson,m4_3773
3774,9779,8,5m 26sec,008-When the Boys Meet the Girls,Sister Sledge,,Eng.,008whentheboysmeetthegirlssistersledgewearefamilytheessential,m4_3774
3775,9781,5,5m 51sec,005-Capetown Unvisited,ighthawks,,Eng.,005capetownunvisitedighthawksasthesunsets,m4_3775
3776,2607,6,4m 7sec,006-Cherry Blossoms,The Horrible Crowes,,Eng.,006cherryblossomsthehorriblecroweselsie,m4_3776
3777,6180,7,4m 33sec,007-High Wave,Nicolette,,Eng.,007highwavenicolettelifelovesus,m4_3777
3778,9784,6,4m 32sec,006-Nomad,Joy Jones,,Eng.,006nomadjoyjonesgodchild,m4_3778
3779,9786,11,5m 12sec,011-Bless the Lord,Tenth Avenuee North,,Eng.,011blessthelordtenthavenueenorthspeakingofsilence,m4_3779
3780,9790,7,4m 41sec,007-[untitled],R-Zac,,Eng.,007untitledrzacstudio23,m4_3780
3781,9791,7,4m 17sec,007-Beat It,The Gary Tesca Orchestra,,nEg.,007beatitthegarytescaorchestrathetheofmichaeljackson16instrumentalhits,m4_3781
3782,9794,13,2m 38sec,013-Scrappy,Wookie,,Eng.,013scrappywookiepuregarageclassics,m4_3782
3783,9795,3,12m 55sec,"003-Triple Concerto for Violin, Cello & Piano in C major, op. 56: III. Rondo all polacca",Ludwig van Beethoven,,Eng.,003tripleconcertoforviolincello&pianoincmajorop56iiirondoallpolaccaludwigvanbeethoventripleconcerto,m4_3783
3784,5903,8,unknown,008-Silver Spoon,The Felt Tips,,Eng.,008silverspoonthefelttipslivingandgrowing,m4_3784
3785,1709,2,unknown,002-Flying Machine (The Chase),War,,Eng.,002flyingmachine,m4_3785
3786,7145,6,4m 40sec,006-I Don't Want to Say Goodbye,Fat and Frantic,,Eng.,006idontwanttosaygoodbyefatandfranticsingtheverybestofwendycraig,m4_3786
3787,8076,17,3m 0sec,017-Pieces of You in Me,Poison the Well,,Eng.,017piecesofyouinmepoisonthewelltheoppositeofdecembertearfromthered,m4_3787
3788,9804,13,5m 17sec,013-Phoenix,Aquarian Dream,,Eng.,013phoenixaquariandreamcantstopmovin,m4_3788
3789,6170,10,4m 55sec,010-Lovehold,MC Hammer,,Eng.,010loveholdmchammertoolegittoquit,m4_3789
3790,9717,10,3m 4sec,010-Let Her Fly,"Dolly Parton, Tammy Wynette & Loretta Lynn",,Eng.,010letherflydollypartontammywynette&lorettalynnhonkytonkangels,m4_3790
3791,5064,2,5m 46sec,002-Keep The Faith,BonJ ovi,,,002keepthefaithbonjovikeepthefaith,m4_3791
3792,9816,1,4m 1sec,001-These Two Chairs,Tea Leaf Green,,Eng.,001thesetwochairstealeafgreenrocknrollband,m4_3792
3793,6950,3,5m 4sec,003-For the Sake of Anyone,Good Rats,,unknown,003forthesakeofanyonegoodratsgoodrts,m4_3793
3794,9820,9,7m 26sec,009-Psy Force United,Space Buddha vs. Toast3D,,Eng.,009psyforceunitedspacebuddhavstoast3dpartyleader,m4_3794
3795,4701,6,2m 21sec,"006-Quartet for 2 Violins, Viola, and Cello No. 14 in C-sharp minor, Op. 131: VI. Adagio quasi un poco andante",Ludwig van Beethoven,,Eng.,006quartetfor2violinsviolaandcellono14incsharpminorop131viadagioquasiunpocoandanteludwigvanbeethoventhelatestringquartetsnos1216,m4_3795
3796,9631,3,4m 23sec,003-La flor de mi jardin,Tabu,,Spa.,003laflordemijardintabunadasinti,m4_3796
3797,8284,5,8m 39sec,005-Liquid Forms,Etnia,,Eng.,005liquidformsetniachromewesternedition,m4_3797
3798,9835,5,3m 10sec,005-Dancing Queen,SD Project,,Eng.,005dancingqueensdprojectabbachillout,m4_3798
3799,9842,3,3m 50sec,003-Zero Hour,Frostiva,,unknown,003zerohourfrostivaochnomos,m4_3799
3800,9846,3,3m 0sec,005-Whisky and Woman,John Lee Hooker,,Eng.,005whiskyandwomanjohnleehookerboomboom,m4_3800
3801,4001,2,6m 23sec,002-To-Fu,Evol Ai,,Eng.,002tofuevolailafu,m4_3801
3802,9849,9,3m 25sec,009- , ,,Rus.,009,m4_3802
3803,2700,13,5m 16sec,,Mendoza Dance Parti,,Eng.,#mendozadancepartispeedychicken,m4_3803
3804,5775,8,3m 51sec,008-Our Song,Goodnight Nurse,,Eng.,008oursonggoodnightnursealwaysandnever,m4_3804
3805,3153,10,2m 43sec,010-I Got a a,Eero ja Jussi & The Boys,,unknown,010igotaaeerojajussi&theboysnumero1,m4_3805
3806,9856,38,0m 42sec,038-[untitled],David Weber,,Eng.,038untitleddavidweberonbasiliskstation,m4_3806
3807,7828,8,1m 4sec,"Cantata ""Was mir behagt"" / ""Hunt"", BWV 208: Recitativo: Wie? schonste Gottin? wie?",Johann Sebastian Bach,,unknown,cantatawasmirbehagthuntbwv208recitativowieschonstegottinwiejohannsebastianbachcantatasbwv51&208,m4_3807
3808,9089,3,3m 10sec,003-El herradero,Lola Beltran,,unknown,003elherraderololabeltranlamusicamexicanaconlolalagrande,m4_3808
3809,9872,14,unknown,014-Partir,LAREINE,,Jap.,014partirlareinenevercage,m4_3809
3810,7282,5,3m 25sec,005-This Love of Mine,Shirley Scott,,Eng.,005thisloveofmineshirleyscottlatinshadows,m4_3810
3811,9877,29,1m 59sec,"030-Sonate da chiesa a tre in C minor, Op. 1 No. 8: III. Largo",Arcangelo-Corelli,,Ia.,030sonatedachiesaatreincminorop1no8iiilargoarcangelocorelliworksworks,m4_3811
3812,1748,1,unknown,001-Hey! Antoinette,Courtney Love,,Eng.,001heyantoinettecourtneyloveheyantoinette,m4_3812
3813,8280,12,3m 47sec,"012-Silent Night, Holy Night",Johnny Mathis,,En.g,012silentnightholynightjohnnymathisafabulousfiftieschristmasfunfortheholidays,m4_3813
3814,9880,1,4m 0sec,001-Yksin ruma tytto tanssii,Leevi and the Leavings,,Fin.,001yksinrumatyttotanssiileeviandtheleavingskadonnutlaakso,m4_3814
3815,9881,2,3m 15sec,002-Una sporca poesia,Fiordaliso,,Ita.,002unasporcapoesiafiordalisoigrandisuccessi,m4_3815
3816,9883,3,4m 33sec,003- (live), ,,Kor.,003,m4_3816
3817,8014,2,3m 18sec,001-The Great Escape,We Are Scientists,,Eng.,001thegreatescapewearescientiststhegreatescape,m4_3817
3818,9890,5,unknown,005-Livet armjolk,Panik,,Swe.,005livetarmjolkpaniklivetarmjolk,m4_3818
3819,9983,16,2m 3sec,016-Twist and Shout,The Top Notes,,En.,016twistandshoutthetopnoteslomejordecaigaquiencaiga,m4_3819
3820,9893,23,2m 4sec,023-L'ete reviendra,Les Gam's,,Fre.,023letereviendralesgamscestchicfrenchgirlsingersofthe1960s,m4_3820
3821,9895,17,3m 2sec,017-Cold Sweat,James Brown,,Eng.,017coldsweatjamesbrownbillboards#1soulhits,m4_3821
3822,5149,2,6m 37sec,,Freddie Hubbard,,Eng.,#freddiehubbardhere,m4_3822
3823,9898,6,2m 7sec,006-Time DiffeXrence II,Montag,,Eng.,006timediffexrenceiimontagalonenotalone,m4_3823
3824,9900,14,2m 36sec,014-Barbaric Episode,Jack Beaver,,Eng.,014barbaricepisodejackbeaverthesidneytorcharchives2,m4_3824
3825,8614,13,4m 46sec,013-Smiley,The SmasOhing Pumpkins,,Eng.,013smileythesmasohingpumpkinsrhinocerous,m4_3825
3826,849,13,3m 56sec,013-Sowas von (Joplin),Grunschnabel,,Ger.,013sowasvon,m4_3826
3827,9916,4,5m 10sec,004-Nobody Understands Me but My Guitar,Bad News Blues Band,,Eng.,004nobodyunderstandsmebutmyguitarbadnewsbluesbandknockout,m4_3827
3828,126,11,2m 11sec,011-Ludwika :Prelude Opus 28 No.23,Hans Visser,,uknnown,011ludwikapreludeopus28no23hansvisserthefourelementswatersensuality,m4_3828
3829,7721,7,2m 50sec,007-,,,Kor.,007#1620,m4_3829
3830,7903,11,4m 40sec,011-Slow Blues(without drums),Peter_Vogl,,Eng.,011slowblues,m4_3830
3831,9924,12,3m 0sec,012-Silver Bells,Doris Day,,Eng.,012silverbellsdorisdaywhitechristmas,m4_3831
3832,9905,16,3m 10sec,016-Platforms & Pitfalls,FantomenK,,Eng.,016platforms&pitfallsfantomenk20songs,m4_3832
3833,9931,30,unknown,030-Speed Racer,Le Forte Four,,Eng.,030speedracerlefortefourlafmsthelowestformofmusic,m4_3833
3834,189,66,0m 8sec,066-Brass Flutter Wop,Lisle-Moore,,Eng.,066brassflutterwoplislemooreproductiontools1,m4_3834
3835,9935,17,4m 24sec,017-Ugly,Bubba Sparxxx,,Eng.,017uglybubbasparxxxdeliverance,m4_3835
3836,9941,7,5m 3sec,007-It Was Rainin',Johnny Winter,,Eng.,007itwasraininjohnnywinternothinbuttheblues,m4_3836
3837,5013,7,6m 1sec,007-Within the Giant (remix),,,Eng.,007withinthegiant,m4_3837
3838,9944,8,3m 37sec,008-Hey Mama,Reggaeton Clika,,Eng.,008heymamareggaetonclikastarfloorvoliv,m4_3838
3839,9948,7,0m 27sec,007-Tree (Interlude),Brother Resistance,,Eng.,007tree,m4_3839
3840,9953,9,4m 14sec,009-A Chance Of Rain,Bedouin Soundclash,,Eng.,009achanceofrainbedouinsoundclashlightthehorizon,m4_3840
3841,8045,27,2m 56sec,027-Can You Explain It,The Devotions,,Eng.,027canyouexplainitthedevotionswindycitydoowoptosoulvolii,m4_3841
3842,9954,14,2m 6sec,014-Stars Fall In,The Smashing Pumpkins,,Eng.,014starsfallinthesmashingpumpkinscessationsofgrandeuur,m4_3842
3843,4055,5,4m 52sec,005-You Cant Always Get What You Want,The Rolling Stones,,Eng.,005youcantalwaysgetwhatyouwanttherollingstonessinglescollectionthelondonyears,m4_3843
3844,9966,13,1m 28sec,013-Heartbeat Color,Czech Philharmonic Chamber Orchestra,,Eng.,013heartbeatcolorczechphilharmonicchamberorchestrapleasesavemyearthimagesoundtrack,m4_3844
3845,9967,A5,1m 5sec,0A5-Rapist,Stark Raving Mad,,Eng.,0a5rapiststarkravingmadstarkravingmad,m4_3845
3846,9968,1,3m 54sec,001-,SE7EN,,Jap.,001se7en,m4_3846
3847,1893,1,8m 59sec,001-Silver & Gold,Kid Ikarus,,Eng.,001silver&goldkidikaruskidikarus,m4_3847
3848,9972,25,3m 15sec,"025-Lord, I Just Can't Keep from Cryin'",[traditiional],,Eng.,025lordijustcantkeepfromcryintraditiionalleontynepricerediscovered,m4_3848
