oc_id,oc_cluster_id,oc_product_type,oc_category,oc_brand,oc_storage_capacity,oc_memory_type,oc_interface,oc_memory_speed,oc_color,oc_model,oc_processor
oc_6021,12721789,['mesh cover'],,,,,,,,,
oc_6022,12739680,['last'],,['get'],,,,,,,
oc_6023,12739682,['chassis and 570'],,['brilliant price'],,,,,,,
oc_6024,12749358,,,['capacity'],,,,,,,
oc_6025,12751738,['laptop'],,['small'],,,,,,,['compact']
oc_6026,12765036,"['core 1242mhz shader clock', '216 stream processors sli ready 5']","['memory', 'year warranty']",,,['gddr3'],,['1998mhz'],,,
oc_6027,12765589,['years warranty'],,,,,,['750mhz'],,,
oc_6028,12787031,,['10yr warranty'],['675mhz'],,['gddr3'],,['2100mhz'],,,
oc_6029,12797877,,,['world'],,,,,,,
oc_6030,12805306,,,,,,['ide pata and sata'],,,,
oc_6031,12815949,['onboard 5'],,['amd'],,,,,,,
oc_6032,12816859,['form factor'],,,,,,['800 667mhz'],,,['intel atom']
oc_6033,12818031,,,['prepare'],,,['geforce gts 250 graphics processor'],,,,
oc_6034,12821476,,,['filco'],,,['standard uk keyboard but instead of'],,,,
oc_6035,12830362,['five year warranty'],,,,,['have included a'],,,,
oc_6036,12834239,['room smartphones tablets and laptops have full reception anywhere without'],,['finally'],,,,,,,
oc_6037,12843521,['processor along'],,['msi x58 pro'],,,,,,,
oc_6038,12857644,"['home the', 'home network experience entertainment']",,['fast'],,,,,,,
oc_6039,12858391,"['home a', 'multimedia home network experience entertainment']",,['faster'],,,,,,,
oc_6040,12870661,['m6g is a water block'],,['ek sb asus'],,,,,,,
oc_6041,12876549,['powerful modern computer system would need'],,,,,,,,,
oc_6042,12899785,,,,,['ddr3 6x'],,,,,['i3 i5 i7 support dual channel']
oc_6043,12900614,,,,,['ddr3 support 6x'],,,,,
oc_6044,12904110,,,['maw'],,,,,,,
oc_6045,12910392,,,['maw'],,,,,,,
oc_6046,12918400,['5 year warranty'],,,['400gb'],,,,,['sata ii interface'],
oc_6047,12926892,,,['intel'],,,,,,,
oc_6048,12927271,,,['silent wing fans'],,,,,,,
oc_6049,12927873,"['silent fans', 'cooling configuration']",,['high quality'],,,,,['any system'],,
oc_6050,12937881,,,['instantly'],,,,,,,
oc_6051,12946750,['quietest psus'],,['dark power pro'],,,,,,,
oc_6052,12947707,,,['pure'],,,,,,,
oc_6053,12947765,,,['pure power'],,,,,,,
oc_6054,12952194,,,['power zone'],,,,,,,
oc_6055,12959869,,,['pure power'],,,,,,,
oc_6056,12959971,,,['the'],,,,,,,['pure power l8']
oc_6057,12959989,,,['pure power'],,,,,,,
oc_6058,12960483,['warranty'],,['socket compatibility'],,,,,,,
oc_6059,12961776,,,['be quiet straight power'],,,,,,,
oc_6060,12961861,,,['be quiet straight power'],,,,,,,
oc_6061,12962411,['compact psu'],,['tfx power'],,,,,,,
oc_6062,12965905,['virtually inaudible operation and superior'],,['be quiet silentwings'],,,,,,,
oc_6063,12965929,"['pwm stands', 'virtually inaudible operation and superior']",,['be quiet silentwings'],,,,,,,
oc_6064,12965965,['warranty'],,['socket'],,,,,,,
oc_6065,12965992,,,['be quiet silentwings'],,,,,,,
oc_6066,12966936,"['silent fans', 'cooling configuration']",,,,,,,['any system'],,
oc_6067,12967039,"['silent fans', 'cooling configuration']",,,,,,,,,
oc_6068,12975030,"['n300mbps wireless cable broadband router wireless', 'gigabit broadband router']",,['cable broadband router'],,,,,,,
oc_6069,12975194,,,['intel'],,,,,,,
oc_6070,12975386,['sleeved cables'],,['pure power'],,,['silence optimized'],,,,
oc_6071,12976053,['sleeved cables'],,['pure power'],,,['silence optimized'],,,,
oc_6072,12976434,,,['be quiet silentwings'],,,['stands for state of'],,['virtually inaudible'],,
oc_6073,12976516,,,['edimax'],,,['fast'],,,['es 3205p is'],
oc_6074,12976526,,,['be quiet silentwings'],,,['stands for state of'],,['virtually inaudible'],,
oc_6075,12976544,,,['be quiet silentwings'],,,['stands for state of'],,['virtually inaudible'],,
oc_6076,12976553,,,,,,['stands for state of'],,['virtually inaudible'],,
oc_6077,12977592,['offers unrivalled'],,['be quiet'],,,,,,['dark base pro'],
oc_6078,12979898,,,,,['880'],,,,,
oc_6079,12979949,['warranty'],,['socket compatibility'],,,,,,,
oc_6080,12979958,['available on stock code h'],,,,,,,,,
oc_6081,12979984,['be quiet fan'],,['exceptionally quiet'],,,['silence optimized'],,,,
oc_6082,12980023,['warranty'],,['socket compatibility'],,,,,,,
oc_6083,12980086,,,['elegant and fully windowed'],,,,,,,
oc_6084,12980397,['be quiet fan'],,['exceptionally quiet'],,,['silence optimized'],,,,
oc_6085,12980417,['warranty'],,['socket compatibility'],,,,,,,
oc_6086,12980456,['be quiet fan'],,['exceptionally quiet'],,,['silence optimized'],,,,
oc_6087,12980478,['be quiet fan'],,['exceptionally quiet'],,,['silence optimized'],,,,
oc_6088,12980499,['be quiet fan'],,['exceptionally quiet'],,,['silence optimized'],,,,
oc_6089,12980508,['be quiet fan'],,['exceptionally quiet'],,,['silence optimized'],,,,
oc_6090,12980537,['be quiet fan'],,['exceptionally quiet'],,,['silence optimized'],,,,
oc_6091,12980547,['be quiet fan'],,,,,,,,,
oc_6092,12980884,"['available on stock code h', 'available on stock code h']",,"['socket', 'socket compatibility', 'intel']",,,,,,,
oc_6093,12980953,['system configuration'],,,,,,,,,
oc_6094,12980956,['great deal'],,['pure base 600 offers'],,,,,['almost any'],,
oc_6095,12982847,['warranty'],,,,,,,,,['dual core technology']
oc_6096,12986887,,,,,,,,,,
oc_6097,12991236,['3 year warranty'],,,,,['sata 6gb s'],,,,
oc_6098,12991238,['3 year warranty'],,,['4x3tb'],,['sata 6gb s'],,,,
oc_6099,12991240,['3 year warranty'],,,['4x4tb'],,"['capacity 3 5 inch', 'sata 6gb s']",,,,
oc_6100,12991242,['3 year warranty'],,['part of the'],['4x6tb'],,['sata 6gb s'],,,,
oc_6101,12991309,['3 year warranty'],,,['2x2tb'],,"['capacity', 'sata 6gb s']",,,,
oc_6102,12991310,['3 year warranty'],,,['2x3tb'],,"['capacity 3 5 inch', 'sata 6gb s']",,,,
oc_6103,12991312,['3 year warranty'],,,,,['sata 6gb s'],,,,
oc_6104,12991313,['3 year warranty'],,,['2x6tb'],,['sata 6gb s'],,,,
oc_6105,12991326,['3 year warranty'],,,['3x2tb'],,"['capacity 3 5 inch', 'sata 6gb s']",,,,
oc_6106,12991327,['3 year warranty'],,['part of the'],['3x3tb'],,"['capacity 3 5 inch', 'sata 6gb s']",,,,
oc_6107,12991328,['3 year warranty'],,,,,,,,,
oc_6108,12991333,['3 year warranty'],,,['3x6tb'],,"['capacity 3 5 inch', 'sata 6gb s']",,,,
oc_6109,12996339,,,['samsung s'],,,,,,,
oc_6110,12996763,['weight 950g'],,['capacity'],['1tb'],,,,,,
oc_6111,12998809,['known'],,['rally2'],,,,,,,
oc_6112,12999234,,,['user'],,,,,,,
oc_6113,12999713,['weight 950g'],,['capacity'],,,,,,,
oc_6114,13006001,['year warranty'],,['pre'],,['ddr4 controller integrated iris dx12 graphics 1'],,,,,['binned']
oc_6115,13006502,,,['amd'],,,,,,,
oc_6116,13007221,['wireless access point four port'],,,,,,,,,
oc_6117,13008932,['wireless lan 1'],,['vista'],,,,,['year warranty'],,['intel core']
oc_6118,13010658,,,['575mhz'],,,,,,,
oc_6119,13016094,,,['s8'],,,['mini 8 port'],,,,
oc_6120,13020013,"['pure fusion mini e350', 'from amd']",,['sapphire'],,,,,,,
oc_6121,13022444,,,,,,,,,,
oc_6122,13030658,,,['capacity'],['1tb'],,"['interface gigabit ethernet power 100 240v', 'weight 950g dimensions']",,,,
oc_6123,13033084,['avexir'],['strobe'],,['3600mhz ram'],,['vdimm led'],,,,
oc_6124,13033094,['avexir'],['strobe'],['3600mhz'],,,['vdimm led'],,,,
oc_6125,13045644,"['ati stream', 'ati avivo hd']",['stream'],,,['gddr5'],,['830mhz'],['ati crossfirex'],,
oc_6126,13052122,['almost silent operation'],,,,,,,,,
oc_6127,13058394,,,,['2tb'],,,,,,
oc_6128,13058483,['backward compatible'],['compliant'],,['n6 is a 802'],,,,,,
oc_6129,13060961,['graphic cards with'],,,,,['emi'],,,,
oc_6130,13068547,['air fans'],,,,,['spectre pro 120mm'],,,,
oc_6131,13071887,,,['small'],,,,,,,
oc_6132,13083082,['sataii internal capacity 2x usb 1x'],,['dual'],,['ddr3'],,,,,
oc_6133,13083175,['usb 2x esata'],,,,,,['8ghz'],,,['experts dual core']
oc_6134,13083842,"['usb hub', 'usb drives']",,['uh700'],,,,,,,
oc_6135,13083949,"['usb hub', 'usb drives']",,['uh720'],,,,,,,
oc_6136,13092590,"['compliant wireless nano usb', 'over', 'backward compatible']",,['w311'],,,,,,,
oc_6137,13097355,,['hardware'],['equipped'],,,['quad core processor and'],,['aes ni'],,
oc_6138,13097395,['quad core processor hardware'],,['featuring'],,,,,,,
oc_6139,13099296,,,['capacity'],['2tb'],,,,,,
oc_6140,13099525,,,['dual'],,,,,,,
oc_6141,13100981,['quad core processor hardware'],,['featuring'],,,,,,,
oc_6142,13105261,['processors crossfirex ready'],['memory'],['725mhz'],,['gddr3'],['ocuk'],['1400mhz'],,,
oc_6143,13105528,,,['connect'],,,['usb 2 0 for'],,['instant playback'],,
oc_6144,13105835,['wired network'],,['des'],,,,,,,
oc_6145,13105903,['wired network'],,,,['des'],,,,,
oc_6146,13109039,,,,['120mm'],,,,,,
oc_6147,13110742,,['stream'],,,['gddr3'],['sli ready'],"['648mhz', '2376mhz']",['physx cuda'],,
oc_6148,13114367,,,['world'],,,,,,,
oc_6149,13120334,,,['7660d graphics quad core technology'],,,,['800mhz'],,,
oc_6150,13133350,['years warranty'],,['core'],,,,['10000mhz'],,,
oc_6151,13138446,['memory cards'],,['stylish'],,,,,,,
oc_6152,13141006,"['stream processors sli ready geforce', 'with cuda']",['memory'],['576mhz'],,"['gddr3', '480']",,['1998mhz'],,,
oc_6153,13143405,['modular cable management'],,['piperock'],,,,,,,
oc_6154,13144702,['pci e x16 6x'],,,,['hd'],,,,,
oc_6155,13153001,,,['msi 890fxa'],,,,,,,
oc_6156,13159607,,,,,,['firewire external'],,,,
oc_6157,13161414,,,['equipped'],,,"['auto speed', 'network the']",,['huge workloads'],,
oc_6158,13164119,['elegant and'],,['small'],,,['firewire external'],,,,
oc_6159,13164525,['terastation live multimedia storage server'],,['buffalo s'],,,,,,,
oc_6160,13182506,,,,,,,,,,['intel lga 2011']
oc_6161,13182902,['rog crosshair'],,,,,,,,,
oc_6162,13187192,['m6f water block kit'],,['ek fb kit'],,,,,,,
oc_6163,13187236,"['m6i water block', 'vi impact motherboard']",,['ek fb asus'],,,,,,,
oc_6164,13187683,['r4be monoblock water block'],,['ek fb'],,,['complete'],,,,
oc_6165,13187688,['complete water'],,,,,,,,,
oc_6166,13187765,"['m6i water block', 'vi impact motherboard']",,,,,,,,,
oc_6167,13187825,['complete water'],,,,,,,,,
oc_6168,13188040,['complete water'],,,,,,,,,
oc_6169,13188111,"['m7', 'maximus vii gene ranger and hero motherboard']",,['ek mosfet'],,,,,,,
oc_6170,13188129,"['m7', 'maximus vii gene ranger and hero motherboard']",,['ek mosfet'],,,,,,,
oc_6171,13188150,"['m7', 'maximus vii gene vii ranger and vii hero motherboard']",,,,,,,,,
oc_6172,13188152,['complete water'],,['ek fb kit asus'],,,,,,,
oc_6173,13188627,['complete water'],,,,,,,,,
oc_6174,13190731,,,['vista'],,,,,['year warranty'],['home premium'],['intel pentium dual core']
oc_6175,13191029,,,['vista'],,,,,['year warranty'],['home premium'],['intel pentium dual core']
oc_6176,13191970,"['cost effective', 'fast ethernet']",,['netgear s'],,,['10 100'],,,,
oc_6177,13196669,"['seek time', '3 year warranty']",,,['100gb'],,,,,,
oc_6178,13198785,['force water block'],,['ek fb'],,,"['complete liquid', 'for']",,['gigabyte ga'],,
oc_6179,13213373,,,['if'],,,,,,,
oc_6180,13217270,,,,,,,,,,['amd multi core processor allows']
oc_6181,13219253,['warranty'],,['socket compatibility'],,,,,,,
oc_6182,13223715,,,,['2133mhz ram'],,['5v'],,,,
oc_6183,13224161,['internal hard drive'],,['use'],['3tb'],,['sata sata ii'],,['hard drives'],,
oc_6184,13233345,,,[],,,,,,,
oc_6185,13236750,['hard drive'],,['wireless'],,,['nano u2250'],['3ghz'],['year warranty'],['home via'],
oc_6186,13241577,,,['amd'],,,,,,,
oc_6187,13262213,,['miniature mini itx'],['zotac'],,['ddr3 6x'],,,,,['i5 i7 i3 support dual channel']
oc_6188,13263499,,,"['icy box', 'external enclosure']",,,,,,,
oc_6189,13276378,,,['pci express'],,,['2 0 x4 sata 6gb'],,,,
oc_6190,13279264,['modes'],,['modxstream pro'],,,,,,,
oc_6191,13279428,,,['ht'],,,,,,,['android']
oc_6192,13313682,"['digital cards are extremely', 'speeds']",['secure'],['corsair'],,,,,,,
oc_6193,13338720,,,['antec presents'],,,,,,,
oc_6194,13342728,,['stream'],,,['gddr3'],,"['648mhz', '2304mhz']",['physx cuda'],,
oc_6195,13343770,"['cpu geforce', 'cpu geforce']",,"['amd', 'amd']",,,"['slots', 'hdmi hybrid', 'slots', 'hdmi hybrid']",,"['sli ready', 'sli ready']",,
oc_6196,13344658,,,['amd'],,,"['pci express', 'slots']",,['crossfirex ready'],,['onboard 7']
oc_6197,13345005,,,['amd'],,,['slots'],,['crossfirex ready'],,['onboard 7']
oc_6198,13351330,,,['slate'],,,['usb drive or external hard drive'],,,,
oc_6199,13351927,,,['going'],,,,,,,
oc_6200,13358159,['pci e x16 x1 pci e x1 x1 pci x2'],,['intel'],,,"['sata 6gb s x4 sata 3gb s', 'usb 3 0 x12', 'usb 2 0']",,,,
oc_6201,13361735,,,,,,,,,,
oc_6202,13364536,['processors crossfirex ready'],['warranty'],['775mhz'],,,['ocuk supplied'],['2250mhz'],['call of'],,
oc_6203,13365642,,['stream processors 192 shader'],['core'],,['gddr5'],,"['930mhz', '4000mhz']",['physx cuda'],,
oc_6204,13382907,,,,['17 fhd'],,,,,,['i7 6700hq gtx']
oc_6205,13384700,,['stunning'],['classic'],,,,,,,
oc_6206,13405788,,,['intel'],,,,,,,
oc_6207,13406328,['computing without'],,['shuttle'],,,,,,,['amd athlon am3 95w cpu platform']
oc_6208,13418053,,,['capacity'],['3tb'],,,,,,
oc_6209,13418124,['vdimm lifetime warranty'],,['1600mhz ram'],,,,,,,
oc_6210,13432846,['warranty'],,,,,,['800mhz'],,,
oc_6211,13444255,['transparant ring'],,,,['20 2'],,,,,
oc_6212,13444323,"['aluminium ring', 'light sync rgb fusion']",,,['2 x in win rgb'],,,,,,
oc_6213,13444328,"['aluminium ring', 'light sync rgb fusion']",,['in win'],,,,,,['rgb'],
oc_6214,13444337,['transparant ring'],,,['2 x in win rgb'],['20 2'],,,,,
oc_6215,13444388,,,,['1600mhz ram'],,,,['vdimm lifetime'],,
oc_6216,13448227,,,,,,,,,,
oc_6217,13451919,,,['capacity'],,,,,,,
oc_6218,13452619,,,['capacity'],['1tb'],,,,,,
oc_6219,13466949,,,['ocuk'],,,['fast ethernet'],,,,
oc_6220,13469621,['small footprints'],,,,,,,,,
oc_6221,13471920,,,['3u'],,,,,,['standard chassis'],
oc_6222,13478684,,,['world'],,,,,,,
oc_6223,13486024,['year warranty'],,['dual'],,,,,,,
oc_6224,13500878,['computer s'],,,,,,,,,
oc_6225,13502488,['warranty'],,,,,['ocuk'],['800mhz'],,,
oc_6226,13502532,['corsair'],,['1600mhz ram'],,,,,['vdimm lifetime'],,
oc_6227,13503344,['enabled'],,['core'],,,,"['589mhz', '800mhz']",,,
oc_6228,13512115,,['stream'],,,['gddr3'],['sli ready'],"['648mhz', '2376mhz']",['physx cuda'],,
oc_6229,13512526,,['year'],,,['gddr3'],,"['633mhz', '2268mhz']",,,
oc_6230,13515318,,,['core'],,['gddr3'],,"['684mhz', '2430mhz']",,,
oc_6231,13516667,"['m225 series solid state drive', 'storage solution']",,,,,,,,,
oc_6232,13519927,,,['vista'],,['radeon hd 3470 graphics wireless'],,,,['home premium'],['intel core 2']
oc_6233,13526188,,['lifetime warranty'],['1066mhz ram'],,,,,,,
oc_6234,13526464,"['amd', 'onboard 7 1 hd audio gigabit lan sata 10x usb 2 0']",,,,,,,,,['ati radeon hd 4200 gpu']
oc_6235,13526791,['x3 plus cf1'],,['aorus'],,,,,,,['intel core i7 4860hq']
oc_6236,13527337,,,['tp link'],,,,,,,
oc_6237,13534331,['processors 480 shader'],"['stream', 'years warranty']",,,['gddr3'],,"['600mhz', '2106mhz']",,,
oc_6238,13534921,['processors 480 shader'],['stream'],,,['gddr3'],,"['684mhz', '2160mhz']",,,
oc_6239,13538934,['processors 480 shader'],"['stream', 'years warranty']",['core'],,['gddr3'],,"['602mhz', '2052mhz']",,,
oc_6240,13539272,"['memory 1792mb', 'processors 480 shader']",['stream'],,,['gddr3'],,"['576mhz', '2016mhz']",,,
oc_6241,13541389,['ocz'],,,['1333mhz ram'],,,,,,
oc_6242,13552532,,,['intel'],,,,,,,
oc_6243,13564600,['linkstation network storage'],['network'],,,,,,,,
oc_6244,13565343,,,"['with', 'club 3d']",,,,,,,
oc_6245,13570629,"['room', 'photos graphics intensive documents videos spreadsheets presentations term papers and music that can be stored and and retrieved']",,['datatraveler'],,,['flash'],,,,
oc_6246,13571050,,,['compact'],,,['cap it'],,"['glossy black', 'year warranty']",,
oc_6247,13571571,['sli ready'],,['amd'],,,,,,,
oc_6248,13584211,,,,,,,,,,
oc_6249,13584496,,,,,,,,,,['amd reference design radeon pro duo graphics card']
oc_6250,13585141,,,['ultimate'],,,,,,,
oc_6251,13585491,"['geforce gtx titan x graphics card', 'geforce gtx titan x graphics card']",,['ek fc titan x pascal is'],,,,,,,
oc_6252,13594553,"['room', 'photos graphics intensive documents videos spreadsheets presentations term papers and music that can be stored and and retrieved']",,,,,['flash'],,,,
oc_6253,13597575,['graphic cards'],,,,,,,,,['geforce']
oc_6254,13597598,"['full cover block', 'graphic card']",,,,,,,,,
oc_6255,13597617,"['full cover block', 'graphic card']",,,,,,,,,
oc_6256,13598428,['graphic cards'],,['geforce'],,,,,,,
oc_6257,13598556,,,['ek'],,['geforce gtx 980 strix series graphics cards'],,,,,
oc_6258,13607649,['radeon r9 nano graphics card'],,,,,,,,,
oc_6259,13617564,['lightweight design'],['budget offering realiability'],"['alchemy', 'super slim']",,,,,,,
oc_6260,13628264,"['retention backplate', 'series water block']",,['aesthetic'],,,,,,,
oc_6261,13632082,"['all', 'boasts']",,['packed'],,,,,['led'],,
oc_6262,13640939,,"['stream', 'physx cuda']",,,['gddr3'],,"['648mhz', '2484mhz']",,,
oc_6263,13644710,,,['socket'],,,,,,,"['amd athlon 754 939', 'amd athlon 754 939']"
oc_6264,13665344,,,,,,['usb 2 0'],,,,['icy box external enclosure']
oc_6265,13665494,['Intel Core i7'],,['gigabyte'],,['ddr3'],['7200rpm'],,"['1600mhz', 'warranty']",,['1920x1080 i7 6700hq gtx']
oc_6266,13665997,"['backup and media serving', 'settings media playback']",,['simple'],,,['small office and home networks easy user'],,,,
oc_6267,13675159,,,['intel'],,,['intel pro wireless draft n wireless'],,['2yr warranty'],,
oc_6268,13689831,,"['stream', 'physx cuda']",,,['gddr3'],,"['648mhz', '2484mhz']",,,
oc_6269,13689916,['year warranty'],,['576mhz'],,['gddr3'],,['1998mhz'],,,
oc_6270,13690210,,,['core'],,,,,,['550mhz'],
oc_6271,13690256,,"['stream', 'physx cuda']",['core'],,['gddr3'],,"['648mhz', '2370mhz']",,,
oc_6272,13690282,,,,,,,['600mhz'],,,
oc_6273,13690363,['year warranty'],,,,,,"['600mhz', '800mhz']",,,
oc_6274,13690773,['stream processors 128 shader'],['2'],,,,,"['675mhz', '900mhz']",,,
oc_6275,13691214,,['2'],,,['gddr3'],,"['585mhz', '1600mhz']",,,
oc_6276,13691468,"['hard drive', 'bays']",,,,,,,,,
oc_6277,13695315,"['memory 1792mb', 'processors 216 shader']",['stream'],,,['gddr3'],['physx cuda'],"['585mhz', '1998mhz']",,,
oc_6278,13695333,['processors sli ready'],,['738mhz'],,['gddr3'],,['2200mhz'],,,
oc_6279,13695644,['Intel Core i7'],,,['15 6'],,,,,,['cf2']
oc_6280,13695807,['processors 216 shader'],['stream'],,,['gddr3'],['physx cuda'],"['625mhz', '2200mhz']",,,
oc_6281,13696363,['ocuk direct'],['memory'],,,['gddr3'],,['1800mhz'],,,
oc_6282,13696600,,['2'],,,['gddr3'],,"['633mhz', '2268mhz']",,,
oc_6283,13696713,['ocuk direct'],,['550mhz'],,,,['800mhz'],,,
oc_6284,13704741,"['room', 'photos graphics intensive documents videos spreadsheets presentations term papers and music that can be stored and and retrieved']",,['datatraveler'],,,['flash'],,,,
oc_6285,13710117,"['aorus x7', 'i7 6820hk', 'Intel Core i7']",,,['17 3'],,,['2400mhz'],,,['nvidia gtx 1070']
oc_6286,13710451,,['stream'],,,['gddr5'],,['750mhz'],['enabled 2'],,
oc_6287,13710461,,,['15'],,,,['2400mhz'],,,
oc_6288,13710467,,"['stream', 'physx cuda']",,,['gddr5'],,"['783mhz', '4020mhz']",,,
oc_6289,13723925,"['processors 1536 shader', 'sli ready']","['stream', 'physx cuda']",['core'],,['gddr5'],,"['1006mhz', '6008mhz']",,['2012mhz'],
oc_6290,13723972,,['stream processors'],['core'],,['gddr5'],['physx cuda'],"['783mhz', '3608mhz']",,,
oc_6291,13723991,,,['620mhz'],,,,,,['crossfire2 compatible'],
oc_6292,13727109,,['stream'],['core'],,['gddr5'],,['6008mhz'],['years warranty'],,
oc_6293,13728627,,['stream'],,,['gddr5'],['physx cuda'],"['941mhz', '7000mhz']",,,
oc_6294,13729040,,['stream'],,,['gddr5'],['physx cuda'],['7010mhz'],,,
oc_6295,13729048,,['stream'],"['core', 'physx cuda']",,['gddr5'],,['7010mhz'],,,
oc_6296,13729062,,['stream'],['physx cuda'],,['gddr5'],,['7010mhz'],,,
oc_6297,13729105,,['stream'],['core'],,['gddr5'],,['7010mhz'],['physx cuda'],,
oc_6298,13729455,,['stream'],['physx cuda'],,['gddr5'],,['7200mhz'],,,
oc_6299,13731608,,,,,,,,,,['intel atom']
oc_6300,13732347,"['room', 'photos graphics intensive documents videos spreadsheets presentations term papers and music that can be stored and and retrieved']",,['datatraveler'],,,['flash'],,,,
oc_6301,13736443,,['memory'],['625mhz'],,['gddr3'],,['1800mhz'],,,
oc_6302,13737140,['processors 1280 vr ready'],"['stream', 'enabled 2']",,,['gddr5'],,['8008mhz'],,,
oc_6303,13737151,['processors 1280 vr ready'],"['stream', 'enabled 2']",,,['gddr5'],,['8008mhz'],,,
oc_6304,13737168,['processors 1280 vr ready'],"['stream', 'enabled 2']",,,['gddr5'],,['8008mhz'],,,
