ids,ban_author,half_author,ban_binding,half_binding,ban_id,half_id,ban_isbn,half_isbn,ban_pages,half_pages,ban_pubdate,half_pubdate,ban_publisher,half_publisher,ban_title,half_title,label
ban_1110_half_1001,Jennifer L. Armentrout,Jennifer L. Armentrout,,,ban_1110,half_1001,9780983157250,9780983157250,86,75,5/6/11,"May. 6th, 2011",Spencer Hill Press,Spencer Hill Press,Daimon: The Prequel to Half-Blood,Daimon,1
ban_2124_half_1556,Chris Crutcher,Chris Crutcher,,,ban_2124,half_1556,9780060598402,9780060598402,288,288,10/5/04,"Oct. 5th, 2004",HarperCollins Publishers,Greenwillow Books,Ironman,Ironman,1
ban_865_half_793,Andrew Lane,Andy Lane,,Paperback,ban_865,half_793,9780312563714,9780312563714,336,311,10/25/11,"Oct. 25th, 2011",Square Fish,Square Fish,Death Cloud,Death Cloud,1
ban_1443_half_550,Sara Shepard,Sara Shepard,,,ban_1443,half_550,9780061566134,9780061566134,321,321,1/19/10,"Jan. 19th, 2010",HarperCollins Publishers,Harper Teen,Killer,Killer,1
ban_2328_half_1130,Darren Shan,Darren Shan,,Paperback,ban_2328,half_1130,9780316016636,9780316016650,272,263,9/1/07,"Sep. 1st, 2006","Little, Brown Books for Young Readers","Little, Brown Books for Young Readers",Sons of Destiny,The Lake of Souls,0
ban_998_half_922,Robert Muchamore,Robert Muchamore,,,ban_998,half_922,9781442413627,9780689877810,320,293,4/24/12,"Jun. 30th, 2006",Simon Pulse,Simon Pulse,Maximum Security: Mission 3,Maximum Security,0
ban_2634_half_976,Robert Muchamore,Robert Muchamore,,,ban_2634,half_976,9781442483767,9781442413627,1008,302,4/16/13,"Apr. 24th, 2012",Simon Pulse,Simon Pulse,CHERUB: The Recruit; The Dealer; Maximum Security,Maximum Security,0
ban_1818_half_2645,Shannon Hale,Shannon Hale,,Paperback,ban_1818,half_2645,9781582349060,9781582349060,336,317,9/19/06,"Sep. 19th, 2006",Bloomsbury USA,Bloomsbury Publishing PLC,Enna Burning,Enna Burning,1
ban_54_half_18,J. R. R. Tolkien,J. R. R. Tolkien,,,ban_54,half_18,9780547928227,9780547928227,320,320,9/18/12,"Sep. 18th, 2012",Houghton Mifflin Harcourt,Mariner Books,The Hobbit,The Hobbit,1
ban_17408_half_1315,,,paperback,,ban_17408,half_1315,9788441523111,9781603209397,896,384,January 2008,"Oct. 9th, 2012", Anaya Multimedia ,People,PHP y MySQL practico / Practical PHP and MySQL: Para Disenadores Y Programadores Web,People Celebrity Puzzler,0
ban_11013_half_635,Jennifer Smith,Jennifer Donnelly,,,ban_11013,half_635,9780967873756,9780385737647,-1,471,,"Jul. 26th, 2011",AGI - American Graphics Institute,Ember,Microsoft Sketchflow: Wireframing and prototyping with Expression Blend Digital Classroom,Revolution,0
ban_2258_half_334,Stephanie Spinner,Stephanie Perkins,,,ban_2258,half_334,9780440238454,9780142419403,240,400,12/12/06,"Aug. 4th, 2011",Random House Children's Books,Speak,Quicksilver,Anna and the French Kiss,0
ban_467_half_725,Anthony Horowitz,Anthony Horowitz,,Paperback,ban_467,half_725,9780142412121,9780142412121,432,388,9/4/08,"Sep. 4th, 2008",Penguin Young Readers Group,Speak,Snakehead,Snakehead,1
ban_2173_half_2448,Katherine Applegate,Katherine Applegate,,,ban_2173,half_2448,9781416990949,9781416961345,211,539,1/26/10,"Jun. 3rd, 2008",Simon Pulse,Simon Pulse,Spring Break,Tan Lines,0
ban_939_half_1647,Rachel Caine,Rachel Caine,,,ban_939,half_1647,9780451235800,9780451235800,368,368,4/3/12,"Apr. 3rd, 2012",Penguin Publishing Group,New American Library,Last Breath,Last Breath,1
ban_285_half_754,David Lubar,David Lubar,,,ban_285,half_754,9780142407806,9780142407806,288,279,1/18/07,"Apr. 1st, 2007",Penguin Young Readers Group,Puffin Books,Sleeping Freshmen Never Lie,Sleeping Freshmen Never Lie,1
ban_1269_half_2872,Melissa de la Cruz,Melissa de La Cruz,,Paperback,ban_1269,half_2872,9781423125952,9781423102274,944,369,10/13/09,"Jul. 20th, 2010",Disney-Hyperion,Hyperion Books,"Blue Bloods Box Set, Books 1 - 3",The Van Alen Legacy,0
ban_2216_half_1310,Tamora Pierce,Tamora Pierce,,Paperback,ban_2216,half_1310,9780689878565,9781416903437,288,362,1/28/05,"May. 31st, 2005",Simon Pulse,Simon Pulse,In the Hand of the Goddess,Wild Magic,0
ban_94_half_886,Tahereh Mafi,Tahereh Mafi,,,ban_94,half_886,9780062085504,9780062085504,368,368,10/2/12,"Oct. 16th, 2012",HarperCollins Publishers,HarperCollins,Shatter Me,Shatter Me,1
ban_2810_half_2355,Margarita Engle,Margarita Engle,,,ban_2810,half_2355,9780312608712,9780312608712,384,353,3/16/10,"Mar. 16th, 2010",Square Fish,Square Fish,The Surrender Tree: Poems of Cuba's Struggle for Freedom,The Surrender Tree/El Arbol de La Rendicion,1
ban_1502_half_1872,Anne McCaffrey,Anne McCaffrey,,,ban_1502,half_1872,9781481425810,9780689860072,320,288,3/31/15,"Apr. 1st, 2003",Saga Press,Aladdin Paperbacks,Dragonsinger,Dragonsinger,0
ban_1649_half_1950,Joan Bauer,Joan Bauer,,,ban_1649,half_1950,9780142404256,9780142404256,208,208,6/2/05,"May. 1st, 2005",Penguin Young Readers Group,Speak,Rules of the Road,Rules of the Road,1
ban_1977_half_1752,Tamora Pierce,Tamora Pierce,,,ban_1977,half_1752,9780590396431,9780375866333,312,369,4/28/02,"Apr. 10th, 2012","Scholastic, Inc.",Bluefire,Street Magic,Tortall and Other Lands,0
ban_378_half_284,Eoin Colfer,Eoin Colfer,,,ban_378,half_284,9781423124528,9780786817078,304,304,6/23/09,"Jun. 30th, 2002",Disney-Hyperion,Hyperion Books for Children,Artemis Fowl,Artemis Fowl,0
ban_1733_half_840,Vera Brosgol,Vera Brosgol,,,ban_1733,half_840,9781250040015,9781596435520,240,221,3/25/14,"Jun. 7th, 2011",Square Fish,First Second,Anya's Ghost,Anya's Ghost,0
ban_642_half_193,Patricia  McCormick,Patricia McCormick,,,ban_642,half_193,9781484722978,9780786851720,272,263,1/13/15,"Apr. 1st, 2008",Disney Press,Hyperion Books for Children,Sold,Sold,0
ban_111_half_972,Lois Lowry,Lois Lowry,,,ban_111,half_972,9780547904146,9780553494785,241,215,3/5/13,"May. 10th, 2005",Houghton Mifflin Harcourt,Bantam Books for Young Readers,Gathering Blue,Gathering Blue,0
ban_427_half_147,Jennifer L. Armentrout,Jennifer L. Armentrout,,,ban_427,half_147,9781620610091,9781620610091,452,452,12/11/12,"Dec. 11th, 2012","Entangled Publishing, LLC",Entangled Select,Opal,Opal,1
ban_2250_half_2895,Diana Wynne Jones,Diana Wynne Jones,,,ban_2250,half_2895,9780142407226,9780142407226,256,234,10/5/06,"Oct. 5th, 2006",Penguin Young Readers Group,Puffin Books,The Tough Guide to Fantasyland: The Essential Guide to Fantasy Travel,The Tough Guide to Fantasyland,1
ban_1371_half_289,L. J. Smith,Jeff Smith,,,ban_1371,half_289,9780062130419,9780439706391,292,132,3/12/13,"Aug. 1st, 2005",HarperCollins Publishers,Graphix,The Divide,The Great Cow Race,0
ban_1840_half_2180,Rachel Caine,Rachel Caine,,,ban_1840,half_2180,9780451232892,9780451233554,464,464,9/28/10,"Mar. 1st, 2011",Penguin Publishing Group,New American Library,"The Morganville Vampires, Volume 2","The Morganville Vampires, Volume 3",0
ban_2057_half_2761,Darren Shan,Darren Shan,,Paperback,ban_2057,half_2761,9780316048910,9780316013888,224,233,7/13/11,"Nov. 1st, 2007","Little, Brown Books for Young Readers","Little, Brown Young Readers",Hell's Heroes,Slawter,0
ban_1998_half_1184,Rita Williams-Garcia,Rita Williams-Garcia,,,ban_1998,half_1184,9780060760939,9780060760939,169,169,12/21/10,"Dec. 21st, 2010",HarperCollins Publishers,Amistad Press,Jumped,Jumped,1
ban_47_half_740,Sean Covey,Sean Covey,,,ban_47,half_740,9781476764665,9780743265058,288,182,5/27/14,"Dec. 30th, 2008",Touchstone,Fireside Books,The 7 Habits of Highly Effective Teens,The 6 Most Important Decisions You'll Ever Make Personal Workbook,0
ban_803_half_168,Jack Gantos,Jack Gantos,,,ban_803,half_168,9780312641573,9780312623555,224,176,4/24/12,"Jul. 5th, 2011",Square Fish,Square Fish,Hole in My Life,Joey Pigza Swallowed the Key,0
ban_1933_half_1930,Aprilynne Pike,Aprilynne Pike,,,ban_1933,half_1930,9780061668081,9780061668081,384,359,5/3/11,"May. 3rd, 2011",HarperCollins Publishers,Harper Teen,Spells,Spells,1
ban_329_half_504,James Patterson,James Patterson,,,ban_329,half_504,9780316038348,9780316038348,314,314,10/31/10,"Oct. 31st, 2010","Little, Brown Books for Young Readers","Little, Brown Books for Young Readers",Witch and Wizard,Witch & Wizard,1
ban_380_half_97,Gary Paulsen,Gary Paulsen,,,ban_380,half_97,9780440228387,9780440228387,128,128,9/28/00,"Sep. 12th, 2000",Random House Children's Books,Laurel Leaf Library,Soldier's Heart: Being the Story of the Enlistment and Due Service of the Boy Charley Goddard in the First Minnesota Volunteers,Soldier's Heart,1
ban_11451_half_1451,Richard Wentk,Richard Lewis,,,ban_11451,half_1451,9781118768198,9781416953722,320,225,,"Apr. 1st, 2008",Wiley,Simon Pulse,Teach Yourself VISUALLY Raspberry Pi,The Killing Sea,0
ban_14676_half_1315,,,paperback,,ban_14676,half_1315,9781937842321,9781603209397,118,384,"August 6, 2014","Oct. 9th, 2012", Questing Vole Press ,People,SQL Tricks,People Celebrity Puzzler,0
ban_15695_half_1015,,,paperback,,ban_15695,half_1015,9781484206577,9781603209380,264,128,"March 13, 2015","Oct. 2nd, 2012", Apress,People,Experience Skype to the Max: The Essential Guide to the World's Leading Internet Communications Platform,People Celebrity Puzzler,0
ban_290_half_283,Scott Westerfeld,Scott Westerfeld,,,ban_290,half_283,9781442419780,9781416971214,416,417,5/3/11,"Apr. 30th, 2009",Simon Pulse,Simon Pulse,Extras,Extras,0
ban_16958_half_1315,,,paperback,,ban_16958,half_1315,9780679791737,9781603209397,215,384,"November 9, 1993","Oct. 9th, 2012", Random House Information Group ,People,dBase Language Reference with Annotations,People Celebrity Puzzler,0
ban_1103_half_1696,Christopher Pike,Christopher Pike,,Paperback,ban_1103,half_1696,9781416983095,9781416983095,581,581,1/5/10,"Jan. 5th, 2010",Simon Pulse,Simon Pulse,"Thirst No. 2: Phantom, Evil Thirst, and Creatures of Forever","Phantom, Evil Thirst, Creatures of Forever",1
ban_2142_half_2843,Darren Shan,Darren Shan,,,ban_2142,half_2843,9780316016650,9780316154376,272,261,9/6/06,,"Little, Brown Books for Young Readers","Little, Brown Books for Young Readers",The Lake of Souls,The Lake of Souls,0
ban_2727_half_2272,Cory Doctorow,Cory Doctorow,,,ban_2727,half_2272,9780765333841,9780765333841,496,496,9/4/12,"Sep. 4th, 2012","Doherty, Tom Associates, LLC",Tor Books,For the Win,For the Win,1
ban_658_half_240,Madeleine L'Engle,Madeleine L'Engle,,,ban_658,half_240,9780312368586,9780312367558,384,212,5/1/07,"May. 1st, 2007",Square Fish,Square Fish,An Acceptable Time,A Wrinkle in Time,0
ban_388_half_266,Michael Scott,Michael Scott,,Paperback,ban_388,half_266,9780385735346,9780385735346,400,385,4/24/12,"Apr. 24th, 2012",Random House Children's Books,Ember,The Warlock,The Warlock,1
ban_1951_half_1423,L. J. Smith,L. J. Smith,,,ban_1951,half_1423,9780062017697,9780062017697,408,432,10/23/12,"Oct. 23rd, 2012",HarperCollins Publishers,Harper Teen,Phantom,The Vampire Diaries: The Hunters,1
ban_499_half_489,Jean Lee Latham,Jean Lee Latham,,,ban_499,half_489,9780618250745,9780618250745,256,256,5/19/03,"May. 19th, 2003",Houghton Mifflin Harcourt,Houghton Mifflin Harcourt (HMH),"Carry On, Mr. Bowditch","Carry On, Mr. Bowditch",1
ban_4156_half_3009,Patrick Moore,Patrick Carman,,,ban_4156,half_3009,9780752473543,9780316004046,224,296,10/24/2011,"Apr. 5th, 2011",The History Press,"Little, Brown Books for Young Readers",Patrick Moore: The Autobiography,Thirteen Days to Midnight,0
ban_786_half_449,Ellen Hopkins,Ellen Hopkins,,,ban_786,half_449,9781442494619,9781416903550,560,532,9/10/13,"Oct. 23rd, 2007",Margaret K. McElderry Books,Simon Pulse,Burned,Burned,0
ban_1601_half_2324,Rachel Caine,Rachel Caine,,,ban_1601,half_2324,9780451224637,9780451224637,256,242,6/3/08,"Jun. 3rd, 2008",Penguin Publishing Group,Signet Book,Feast of Fools,Feast of Fools,1
ban_750_half_31,Kami Garcia,Kami Garcia,,,ban_750,half_31,9780316077040,9780316231657,528,576,9/19/11,"Nov. 20th, 2012","Little, Brown Books for Young Readers","Little, Brown Books for Young Readers",Beautiful Darkness,Beautiful Creatures,0
ban_1165_half_871,Aim��e Carter,Aimee Carter,,,ban_1165,half_871,9780373210459,9780373210459,304,304,3/27/12,"Mar. 27th, 2012",Harlequin,Harlequin Teen,Goddess Interrupted,Goddess Interrupted,1
ban_811_half_677,Walter Dean Myers,Walter Dean Myers,,,ban_811,half_677,9780307976116,9780307976109,224,151,2/14/12,"Feb. 14th, 2012",Random House Children's Books,Ember,Hoops,145th Street,0
ban_189_half_63,Lauren Oliver,Lauren Oliver,,Paperback,ban_189,half_63,9780061726835,9780061726835,480,441,2/7/12,"Feb. 7th, 2012",HarperCollins Publishers,Harper,Delirium,Delirium,1
ban_256_half_693,James Patterson,James Patterson,,,ban_256,half_693,9781455530687,9780446545242,432,242,10/28/14,"Feb. 26th, 2013",Grand Central Publishing,Grand Central Publishing,The Angel Experiment,Angel,0
ban_1145_half_800,Robert Muchamore,Robert Muchamore,,,ban_1145,half_800,9781442413634,9781416924593,320,325,10/23/12,,Simon Pulse,Simon Pulse,The Killing: Mission 4,The Killing,0
ban_1017_half_402,Sara Shepard,Sara Shepard,,,ban_1017,half_402,9780060887414,9780060887414,335,335,11/25/08,"Dec. 1st, 2008",HarperCollins Publishers,Harper Teen,Unbelievable,Unbelievable,1
ban_8960_half_440,Richard Hunter,Erin Hunter,,,ban_8960,half_440,9781422147610,9780060525859,256,315,,"Oct. 4th, 2005",Harvard Business Review Press,Avon Books,The Real Business of IT: How CIOs Create and Communicate Value,The Darkest Hour,0
ban_391_half_125,Sharon Flake,Sharon G. Flake,,,ban_391,half_125,9781423103851,9781423103851,176,171,7/17/07,"Aug. 1st, 2007",Disney-Hyperion,Jump at the Sun,The Skin I'm In,The Skin I'm In,1
ban_563_half_337,Kerstin Gier,Kerstin Gier,,,ban_563,half_337,9780312551513,9780312551513,352,324,5/22/12,"May. 22nd, 2012",Square Fish,Square Fish,Ruby Red,Ruby Red,1
ban_2132_half_1670,Walter Dean Myers,Walter Dean Myers,,,ban_2132,half_1670,9780061214790,9780439916332,201,144,2/2/10,"Jul. 1st, 2011",HarperCollins Publishers,Scholastic Press,Dope Sick,The Cruisers,0
ban_1150_half_1685,Tamora Pierce,Tamora Pierce,,Paperback,ban_1150,half_1685,9780375838163,9780375838163,582,582,10/23/07,"Oct. 23rd, 2007",Random House Children's Books,Random House Books for Young Readers,Terrier,Terrier,1
ban_14380_half_1138,Rebecca Tapley,Rebecca Maizel,,,ban_14380,half_1138,9780132704809,9780312649920,216,320,,"Jan. 29th, 2013",Pearson Education,St. Martin's Griffin,Designing Your Second Life,Stolen Nights,0
ban_75_half_21,Laurie Halse Anderson,Laurie Halse Anderson,,,ban_75,half_21,9780312674397,9780312674397,224,197,5/10/11,"May. 10th, 2011",Square Fish,Square Fish,Speak,Speak,1
ban_578_half_2434,Gary Paulsen,Gary Paulsen,,,ban_578,half_2434,9781416939627,9781416939191,192,162,5/8/07,"May. 1st, 2007",Simon & Schuster Books For Young Readers,Simon Pulse,Dogsong,Dogsong,0
ban_1079_half_1291,James Patterson,James Patterson,,,ban_1079,half_1291,9780316038300,9780316038300,304,243,5/10/11,"May. 10th, 2011","Little, Brown Books for Young Readers",Little Brown and Company,Demons and Druids,Demons and Druids,1
ban_1673_half_2149,Carlos Ruiz Zaf�_n,Carlos Ruiz Zafon,,,ban_1673,half_2149,9780316044752,9780316044806,288,232,7/1/14,"Apr. 12th, 2011","Little, Brown Books for Young Readers","Little, Brown Books for Young Readers",The Watcher in the Shadows,The Prince of Mist,0
ban_2410_half_1202,Christopher Pike,Christopher Pike,,Paperback,ban_2410,half_1202,9781442405967,9781416983088,789,594,7/6/10,"Aug. 4th, 2009",Simon Pulse,Simon Pulse,Remember Me: Remember Me; The Return; The Last Story,"Human Urges, Fatal Consequences",0
ban_2527_half_1857,Andrew Lane,Andrew Lane,,Paperback,ban_2527,half_1857,9781250010339,9781250010339,368,368,10/30/12,"Oct. 30th, 2012",Square Fish,Square Fish,Rebel Fire,Rebel Fire,1
ban_12561_half_1696,Christopher Negus# Francois Caen,Christopher Pike,,Paperback,ban_12561,half_1696,9780470376034,9781416983095,309,581,,"Jan. 5th, 2010",Wiley,Simon Pulse,"BSD UNIX Toolbox: 1000+ Commands for FreeBSD, OpenBSD, and NetBSD","Phantom, Evil Thirst, Creatures of Forever",0
ban_1395_half_1043,Alyson No��l,Alyson Noel,,,ban_1395,half_1043,9780312575663,9780312575663,352,352,11/13/12,"Nov. 13th, 2012",St. Martin's Press,St. Martin's Griffin,Echo,Echo,1
ban_1052_half_1926,T. A. Barron,T. A. Barron,,,ban_1052,half_1926,9780142419236,9780142419236,384,352,5/12/11,"May. 12th, 2011",Penguin Young Readers Group,Puffin Books,A Wizard's Wings,A Wizard's Wings,1
ban_302_half_3093,Joseph Delaney,Joseph Delaney,,Paperback,ban_302,half_3093,9780061715150,9780061344619,464,511,9/2/14,"Jul. 28th, 2009",HarperCollins Publishers,Greenwillow Books,I Am Alice,Wrath of the Bloodeye,0
ban_15438_half_1933,Kevin T. Owens,Kevin Brooks,paperback,,ban_15438,half_1933,9780137943142,9780439507523,544,240,December 1997,"Apr. 30th, 2003", Prentice Hall,Push,Building Intelligent Databases with Oracle PL/SQL,Martyn Pig,0
ban_12567_half_560,Michael Schrenk,Michael Grant,,,ban_12567,half_560,9781593273972,9780061449147,392,492,,"Apr. 3rd, 2012","No Starch Press San Francisco, CA",Katherine Tegen Books,"Webbots, Spiders, and Screen Scrapers: A Guide to Developing Internet Agents with PHP/CURL",Plague,0
ban_2588_half_2677,Michelle Krys,Michelle Paver,,,ban_2588,half_2677,9780385743389,9780060728427,416,285,5/26/15,"Feb. 8th, 2011",Random House Children's Books,Katherine Tegen Books,Hexed,Ghost Hunter,0
ban_1117_half_1152,Alyson No��l,Alyson Noel,,,ban_1117,half_1152,9780312532765,9780312532765,304,289,7/7/09,"Jul. 7th, 2009",St. Martin's Press,St. Martin's Griffin,Blue Moon,Blue Moon,1
ban_1991_half_2896,Sarah Ockler,Sarah Ockler,,,ban_1991,half_2896,9780316051583,9780316051583,290,290,5/1/10,"May. 1st, 2010","Little, Brown Books for Young Readers",Little Brown and Company,Twenty Boy Summer,Twenty Boy Summer,1
ban_2601_half_1025,Gary Soto,Gary Soto,,,ban_2601,half_1025,9780440210245,9780440210245,160,160,8/28/91,"Aug. 1st, 1991",Random House Children's Books,Laurel Leaf Library,A Summer Life,A Summer Life,1
ban_977_half_684,Jane Yolen,Jane Yolen,,,ban_977,half_684,9780765342300,9780765342300,224,224,3/15/02,"Mar. 15th, 2002",Tom Doherty Associates,Tor Books,Briar Rose,Briar Rose,1
ban_1079_half_518,James Patterson,James Patterson,,,ban_1079,half_518,9780316038300,9780316154277,304,405,5/10/11,"Sep. 1st, 2008","Little, Brown Books for Young Readers","Little, Brown Young Readers",Demons and Druids,Saving the World and Other Extreme Sports,0
ban_11039_half_754,David Pogue,David Lubar,,,ban_11039,half_754,9781449372262,9780142407806,800,279,,"Apr. 1st, 2007","O'Reilly Media, Incorporated",Puffin Books,"Switching to the Mac: The Missing Manual, Mavericks Edition",Sleeping Freshmen Never Lie,0
ban_2094_half_2569,Rachel Caine,Rachel Caine,,,ban_2094,half_2569,9780451222381,9780451222381,256,245,10/2/07,"Oct. 2nd, 2007",Penguin Publishing Group,Signet Book,Midnight Alley,Midnight Alley,1
ban_407_half_1218,Madeleine L'Engle,Madeleine L'Engle,,,ban_407,half_1218,9780312368562,9780312368562,320,309,5/1/07,"May. 1st, 2007",Square Fish,Square Fish,A Swiftly Tilting Planet,A Swiftly Tilting Planet,1
ban_1410_half_2721,Suzanne Collins,Suzanne Supplee,,,ban_1410,half_2721,9788427202122,9780142414279,396,276,3/1/12,"May. 14th, 2009","Lectorum Publications, Inc.",Speak,Los juegos del hambre,Artichoke's Heart,0
ban_504_half_1534,Christopher Paolini,John Christopher,,Paperback,ban_504,half_1534,9780375826696,9780689856662,528,224,4/26/05,"Apr. 1st, 2003",Random House Children's Books,Simon Pulse,Eragon,The City of Gold and Lead,0
ban_1100_half_2188,Ursula K. Le Guin,Ursula K. Le Guin,,,ban_1100,half_2188,9780689845345,9780689845345,272,259,9/1/01,"Sep. 1st, 2001",Saga Press,Simon Pulse,The Farthest Shore,The Farthest Shore,1
ban_2147_half_2263,Richard Carlson,Richard Carlson,,,ban_2147,half_2263,9780786887651,9780786885978,220,176,9/4/02,"Sep. 6th, 2000",Hachette Books,Hyperion Books,Don't Sweat the Small Stuff for Teens Journal,Don't Sweat the Small Stuff for Teens,0
