ids,label,wor_author,half_author,wor_binding,half_binding,wor_id,half_id,wor_isbn,half_isbn,wor_pages,half_pages,wor_pubdate,half_pubdate,wor_publisher,half_publisher,wor_title,half_title
wor_36507_half_1110,1,Anna Carey,Anna Carey,Paperback,,wor_36507,half_1110,9780062048516,9780062048516,352,322,(7 Sep 2012),"Jul. 3rd, 2012",HarperCollins Publishers Inc ,HarperCollins,Eve,Eve
wor_36522_half_1275,1,Shannon Hale,Shannon Hale,Paperback,,wor_36522,half_1275,9781599902883,9781599902883,144,144,(7 Nov 2013),"Aug. 5th, 2008",Bloomsbury Publishing Plc ,Bloomsbury Publishing PLC,Rapunzel's Revenge,Rapunzel's Revenge
wor_36557_half_1117,1,Matt Lamy,Matt Lamy,Paperback,,wor_36557,half_1117,9781936976270,9781936976270,141,160,(1 Aug 2012),"Sep. 25th, 2012",Zest Books ,Zest Books,Dead Strange: The Bizarre Truths Behind 50 World-Famous Mysteries,Dead Strange
wor_36587_half_1121,1,Halley Bondy,Halley Bondy,Paperback,,wor_36587,half_1121,9780982732236,9780982732236,128,127,(1 Jan 2012),"Jun. 5th, 2012",Eddison Books Ltd ,Zest Books,"Don't Sit On the Baby! The Ultimate Guide to Sane, Skilled, and Safe Babysitting",Don't Sit on the Baby!
wor_36589_half_1126,1,Abirached Zein,Zeina Abirached,Paperback,,wor_36589,half_1126,9781575059419,9781575059419,187,192,(1 Aug 2012),"Sep. 1st, 2012",Lerner Publishing Group ,Graphic Universe,A Game For Swallows,A Game for Swallows
wor_36620_half_1129,1,Jenn Savedge,Jenn Savedge,Paperback,,wor_36620,half_1129,9780865716490,9780865716490,184,183,(28 May 2009),"May. 1st, 2009",New Society Publishers ,New Society s,Green Teen: The Eco-Friendly Teen's Guide to Saving the Planet,The Green Teen
wor_36670_half_1138,1,Rebecca Maizel,Rebecca Maizel,Paperback,,wor_36670,half_1138,9780312649920,9780312649920,303,320,(29 Jan 2013),"Jan. 29th, 2013",Griffin ,St. Martin's Griffin,Stolen Nights,Stolen Nights
wor_36689_half_1682,1,Hampton Wilborn R.,Wilborn Hampton,Paperback,,wor_36689,half_1682,9780763657673,9780763657673,169,169,(1 Oct 2011),"Aug. 23rd, 2011","Candlewick Press,U.S. ",Candlewick Press (MA),"September 11, 2001: Attack On New York C","September 11, 2011"
wor_36717_half_1143,1,Elizabeth Winthrop,Elizabeth Winthrop,Paperback,,wor_36717,half_1143,9780553487831,9780553487831,232,232,(14 Aug 2007),"Aug. 14th, 2007",Random House USA Inc ,Yearling Books,Counting on Grace,Counting on Grace
wor_36741_half_1145,1,Heather Anastasiu,Heather Anastasiu,Paperback,,wor_36741,half_1145,9781250002990,9781250002990,320,320,(26 Sep 2012),"Aug. 7th, 2012",St Martin's Press ,St. Martin's Griffin,Glitch,Glitch
wor_36852_half_1164,1,Iain Lawrence,Iain Lawrence,Paperback,,wor_36852,half_1164,9780440415459,9780440415459,196,224,(4 Mar 2003),"Nov. 9th, 1999",Bantam Doubleday Dell Publishing Group Inc ,Yearling Books,The Wreckers,The Wreckers
wor_36882_half_1166,1,Andrea Cremer,Andrea Cremer,Paperback,Paperback,wor_36882,half_1166,9780142423707,9780142423707,408,408,(7 Aug 2012),"Aug. 7th, 2012",Penguin Putnam Inc ,Speak,Bloodrose,Bloodrose
wor_36893_half_1392,1,Mark Crilley,Mark Crilley,Paperback,,wor_36893,half_1392,9780060846176,9780060846176,176,176,(26 Jun 2007),"Jun. 26th, 2007",HarperCollins Publishers Inc ,Harper Teen,Miki Falls: Summer,Summer
wor_36894_half_1643,1,Mark Crilley,Mark Crilley,Paperback,,wor_36894,half_1643,9780060846183,9780060846183,165,176,(1 Apr 2013),"Sep. 25th, 2007",HarperCollins Publishers Inc ,Harper Teen,Miki Falls: Autumn,Autumn
wor_36902_half_1169,1,Mark Crilley,Mark Crilley,Paperback,,wor_36902,half_1169,9781595826657,9781595826657,96,92,(18 Jan 2011),"Jan. 18th, 2011","Dark Horse Comics,U.S. ",Dark Horse Comics,Brody's Ghost Volume 2,Brody's Ghost
wor_36905_half_1484,1,Mark Crilley,Mark Crilley,Paperback,,wor_36905,half_1484,9780060846190,9780060846190,165,165,(1 Apr 2013),"Jan. 2nd, 2008",HarperCollins Publishers Inc ,Harper Teen,Miki Falls: Winter,Winter
wor_36906_half_1521,1,Mark Crilley,Mark Crilley,Paperback,,wor_36906,half_1521,9780060846169,9780060846169,165,165,(1 May 2007),"May. 1st, 2007",HarperCollins Publishers Inc ,Harper Teen,Miki Falls: Spring,Spring
wor_36931_half_1175,1,"Jeanne,Marie Grunwell",Jeanne Marie Grunwell,Paperback,,wor_36931,half_1175,9780618689477,9780618689477,133,133,(22 May 2006),"May. 1st, 2006",Houghton Mifflin ,Houghton Mifflin Harcourt (HMH),Mind Games,Mind Games
wor_36952_half_3073,1,Sara Zarr,Sara Zarr,Paperback,,wor_36952,half_3073,9780316014564,9780316014564,224,217,(1 Jan 2009),"Jan. 1st, 2009","Little, Brown & Company ","Little, Brown Young Readers",Sweethearts,Sweethearts
wor_37009_half_1082,1,Lisa Bergren,Lisa T. Bergren,Paperback,,wor_37009,half_1082,9781434764331,9781434764331,369,369,(1 Feb 2011),"Feb. 1st, 2011",David C Cook Publishing Company ,David C. Cook,Waterfall,Waterfall
wor_37034_half_1198,1,Julie Metzger,Julie Metzger,Paperback,,wor_37034,half_1198,9781570617393,9781570617393,192,192,(15 Oct 2012),"Mar. 27th, 2012",Sasquatch Books ,Sasquatch Books,"Will Puberty Last My Whole Life? Real Answers to Real Questions from Preteens about Body Changes, Sex, and Other Growing-Up Stuff",Will Puberty Last My Whole Life?
wor_37040_half_1206,1,Johanna Reiss,Johanna Reiss,Paperback,,wor_37040,half_1206,9780064403702,9780064403702,208,208,(30 Oct 1990),"Oct. 30th, 1990",HarperCollins Publishers Inc ,HarperTrophy,The Upstairs Room,The Upstairs Room
wor_37058_half_1207,1,Nikki Carter,Nikki Carter,Paperback,,wor_37058,half_1207,9780758272706,9780758272706,250,240,(13 Dec 2012),"Nov. 1st, 2012",Kensington Publishing ,K-Teen/Dafina,Time To Shine: A Fab Life Novel,Time to Shine
wor_37059_half_2220,1,Nikki Carter,Nikki Carter,Paperback,,wor_37059,half_2220,9780758272690,9780758272690,250,240,(19 Apr 2012),"Mar. 1st, 2012",Kensington Publishing ,K-Teen,On The Flip Side,On the Flip Side
wor_37089_half_1210,1,Kekla Magoon,Kekla Magoon,Paperback,,wor_37089,half_1210,9781416978039,9781416978039,304,304,(6 Apr 2010),"Apr. 6th, 2010",Simon & Schuster ,Aladdin Paperbacks,Rock and the River,The Rock and the River
wor_37120_half_1211,1,Alan Lawrence Sitomer,Alan Lawrence Sitomer,Paperback,,wor_37120,half_1211,9781423106449,9781423106449,400,368,(7 Jun 2007),"Mar. 20th, 2007",Disney Publishing Worldwide ,Jump at the Sun,Hip-hop High School,Hip-Hop High School
wor_37187_half_1223,1,Laura Resau,Laura Resau,Paperback,,wor_37187,half_1223,9780375859632,9780375859632,352,352,(13 Mar 2012),"Mar. 13th, 2012",Ember ,Ember,The Queen of Water,The Queen of Water
wor_37190_half_1996,1,Laura Resau,Laura Resau,Paperback,,wor_37190,half_1996,9780440240259,9780440240259,275,275,(12 May 2009),"May. 12th, 2009",Random House USA Inc ,Delacorte Press,Red Glass,Red Glass
wor_37213_half_1226,1,Matthew Quick,Matthew Quick,Paperback,,wor_37213,half_1226,9780316043533,9780316043533,355,355,(3 May 2011),"May. 3rd, 2011",Little Brown and Company ,"Little, Brown Books for Young Readers",Sorta Like a Rock Star,Sorta Like a Rock Star
wor_37240_half_1231,1,Julie Cross,Julie Cross,Paperback,,wor_37240,half_1231,9781250011206,9781250011206,360,352,(11 Dec 2012),"Jan. 8th, 2013",St. Martins Press-3PL ,St. Martin's Griffin,Tempest,Tempest
wor_37243_half_1697,1,Julie Anne Peters,Julie Anne Peters,Paperback,,wor_37243,half_1697,9781423130215,9781423130215,200,200,(17 May 2011),"May. 17th, 2011",Disney-Hyperion ,Hyperion Books,"By the Time You Read This, I'll Be Dead","By the Time You Read This, I'll Be Dead"
wor_37247_half_1819,1,Julie Anne Peters,Julie Anne Peters,Paperback,,wor_37247,half_1819,9780316734899,9780316734899,196,208,(7 Jan 2001),"May. 7th, 2003","Little, Brown & Company ","Little, Brown Books for Young Readers",Define 'normal',"Define ""Normal"""
wor_37248_half_1770,1,Julie Anne Peters,Julie Anne Peters,Paperback,,wor_37248,half_1770,9780316011273,9780316011273,256,256,(1 Feb 2007),"Apr. 1st, 2006","Little, Brown & Company ","Little, Brown Books for Young Readers",Luna: A Novel,Luna
wor_37291_half_1237,1,Janette Rallison,Janette Rallison,Paperback,,wor_37291,half_1237,9780802720733,9780802720733,320,311,(1 Feb 2010),"Dec. 22nd, 2009",Bloomsbury Publishing USA ,Walker & Company,My Fair Godmother,My Fair Godmother
wor_37312_half_1238,1,Mary Beth Miller,Mary Beth Miller,Paperback,,wor_37312,half_1238,9780142400258,9780142400258,288,276,(9 Feb 2004),"Feb. 9th, 2004",Penguin Books Ltd ,Speak,Aimee,Aimee
wor_37451_half_1253,1,Kristen Simmons,Kristen Simmons,Paperback,,wor_37451,half_1253,9780765329615,9780765329615,368,368,(29 Jan 2013),"Jan. 8th, 2013",Tor Books ,Tor Books,Article 5,Article 5
wor_37469_half_1795,1,Cynthia Voigt,Cynthia Voigt,Paperback,,wor_37469,half_1795,9781442428782,9781442428782,400,400,(1 Apr 2012),"Mar. 6th, 2012",Simon & Schuster ,Atheneum Books for Young Readers,Homecoming,Homecoming
wor_37508_half_1255,1,Kevin B. Eastman,Kevin B. Eastman,Paperback,,wor_37508,half_1255,9781613771396,9781613771396,104,104,(21 Feb 2012),"Feb. 21st, 2012",Idea & Design Works ,IDW Publishing,Teenage Mutant Ninja Turtles Volume 1 Change Is Constant,Change Is Constant
wor_37512_half_1256,1,Maxine K. Anderson,Maxine Anderson,Paperback,,wor_37512,half_1256,9780974934426,9780974934426,128,122,(1 Jan 2006),"Jan. 1st, 2006",Nomad Press ,Nomad Press (VT),Amazing Leonardo da Vinci Inventions: You Can Build Yourself,Amazing Leonardo Da Vinci Inventions You Can Build Yourself
wor_37534_half_1257,1,Rebecca Stead,Rebecca Stead,Paperback,,wor_37534,half_1257,9780440422228,9780440422228,328,328,(1 Sep 2008),"Sep. 1st, 2008",Yearling Books ,Yearling Books,First Light,First Light
wor_37568_half_1259,1,Deborah Blumenthal,Deborah Blumenthal,Paperback,,wor_37568,half_1259,9780807545362,9780807545362,288,288,(1 Mar 2013),"Mar. 1st, 2013",Albert Whitman & Company ,Albert Whitman Teen,The Lifeguard,The Lifeguard
wor_37578_half_1263,1,Adrian Dingle,Adrian Dingle,Paperback,,wor_37578,half_1263,9780753460856,9780753460856,-1,128,(12 Jun 2007),"Jun. 12th, 2007",Pan Macmillan ,Kingfisher,The Periodic Table: Elements with Style,The Periodic Table
wor_37611_half_1264,1,Jack Heath,Jack Heath,Paperback,,wor_37611,half_1264,9780545075954,9780545075954,311,311,(1 Jan 2010),"Jan. 1st, 2010",Scholastic US ,Scholastic Paperbacks,The Lab,The Lab
wor_37631_half_1880,1,Brigid Kemmerer,Brigid Kemmerer,Paperback,,wor_37631,half_1880,9780758272812,9780758272812,432,407,(1 May 2012),"May. 1st, 2012",Kensington Publishing ,Kensington Publishing Corporation,Storm,Storm
wor_37632_half_1268,1,Brigid Kemmerer,Brigid Kemmerer,Paperback,,wor_37632,half_1268,9780758272829,9780758272829,432,432,(28 Aug 2012),"Sep. 1st, 2012",Kensington Publishing ,K-Teen,Spark,Spark
wor_37806_half_1283,1,Eleanor Ramrath Garner,Eleanor Ramrath Garner,Paperback,,wor_37806,half_1283,9781561452965,9781561452965,269,269,(1 Oct 2003),"Oct. 1st, 2003","Peachtree Publishers,U.S. ",Peachtree s,Eleanor's Story: an American Girl in Hitler's Germany,Eleanor's Story
wor_37851_half_1287,1,Shelley Pearsall,Shelley Pearsall,Paperback,,wor_37851,half_1287,9780440418115,9780440418115,239,239,(1 Jan 2004),"Dec. 9th, 2003",Bantam Doubleday Dell Publishing Group Inc ,Dell Yearling,Trouble Don't Last,Trouble Don't Last
wor_37856_half_1536,1,Shelley Pearsall,Shelley Pearsall,Paperback,,wor_37856,half_1536,9780316115261,9780316115261,256,234,(1 Jan 2008),"Jan. 1st, 2008","Little, Brown & Company ","Little, Brown Young Readers",All Of The Above,All of the Above
wor_37869_half_1290,1,Felice Holman,Felice Holman,Paperback,,wor_37869,half_1290,9780689710667,9780689710667,-1,117,(31 May 1986),"May. 31st, 1986",Simon & Schuster ,Aladdin Paperbacks,Slake's Limbo,Slake's Limbo
wor_37897_half_1293,1,Terence Dickinson,Terence Dickinson,Paperback,,wor_37897,half_1293,9780920656662,9780920656662,72,72,(1 Jan 1987),"Feb. 1st, 1987",Firefly Books Ltd ,Firefly Books,Exploring the Night Sky,Exploring the Night Sky
wor_37977_half_1303,1,Steve Sheinkin,Steve Sheinkin,Paperback,,wor_37977,half_1303,9781250024602,9781250024602,337,352,(19 Feb 2013),"Feb. 19th, 2013",Square Fish ,Square Fish,"The Notorious Benedict Arnold: A True Story of Adventure, Heroism Treachery",The Notorious Benedict Arnold
wor_38052_half_1317,1,Lisa Greenwald,Lisa Greenwald,Paperback,,wor_38052,half_1317,9780810989849,9780810989849,288,267,(11 Aug 2010),"Sep. 1st, 2010",Abrams ,Amulet Books,My Life in Pink Green Book One,My Life in Pink & Green
wor_38147_half_1330,1,Tracy Bilen,Tracy Bilen,Paperback,,wor_38147,half_1330,9781442439511,9781442439511,256,256,(1 May 2012),"May. 1st, 2012",Simon & Schuster ,Simon Pulse,What She Left Behind,What She Left Behind
wor_38160_half_1336,1,Irene Gut Opdyke,Irene Gut Opdyke,Paperback,,wor_38160,half_1336,9780553494112,9780553494112,304,304,(1 Oct 2004),"Sep. 14th, 2004",Random House USA Inc ,Laurel Leaf Library,In My Hands,In My Hands
wor_38170_half_1337,1,Claire LaZebnik,Claire LaZebnik,Paperback,,wor_38170,half_1337,9780061921261,9780061921261,304,295,(12 Aug 2011),"Aug. 2nd, 2011",HarperCollins Publishers Inc ,Harper Teen,Epic Fail,Epic Fail
wor_38173_half_1941,1,Claire LaZebnik,Claire LaZebnik,Paperback,,wor_38173,half_1941,9780061921278,9780061921278,336,288,(19 Mar 2013),"Feb. 26th, 2013",HarperCollins Publishers Inc ,Harper Teen,The Trouble with Flirting,The Trouble with Flirting
wor_38222_half_1450,1,Rachel Hawkins,Rachel Hawkins,Paperback,,wor_38222,half_1450,9781423128441,9781423128441,359,359,(7 Feb 2012),"Feb. 7th, 2012",Hyperion ,Hyperion Books,Demonglass,Demonglass
wor_38224_half_2593,1,Rachel Hawkins,Rachel Hawkins,Paperback,,wor_38224,half_2593,9781423121404,9781423121404,327,336,(5 Feb 2013),"Feb. 5th, 2013",Hyperion Books ,Hyperion Books,Spell Bound,Spell Bound
wor_38259_half_2918,1,Linda Buckley-Archer,Linda Buckley-Archer,Paperback,Paperback,wor_38259,half_2918,9781416915287,9781416915287,491,491,(1 Nov 2008),"Nov. 1st, 2008",Simon & Schuster ,Aladdin Paperbacks,The Time Thief,The Time Thief
wor_38279_half_1351,1,Kathleen Karr,Kathleen Karr,Paperback,,wor_38279,half_1351,9780374427986,9780374427986,208,208,(1 Sep 2000),"Sep. 1st, 2000","Farrar, Straus & Giroux Inc ",Farrar Straus Giroux,The Great Turkey Walk,The Great Turkey Walk
wor_38295_half_1355,1,K. L Going,K. L. Going,Paperback,,wor_38295,half_1355,9780142402085,9780142402085,185,185,(1 Nov 2004),"Nov. 18th, 2004",Penguin Books Australia ,Speak,Fat Kid Rules the World,Fat Kid Rules the World
wor_38322_half_1356,1,Holly Goldberg Sloan,Holly Goldberg Sloan,Paperback,,wor_38322,half_1356,9780316122764,9780316122764,392,392,(14 Aug 2012),"Jun. 12th, 2012","Little, Brown & Company ","Little, Brown Books for Young Readers",I'll Be There,I'll Be There
wor_38368_half_1361,1,Ann Haywood Leal,Ann Haywood Leal,Paperback,,wor_38368,half_1361,9780312659349,9780312659349,245,245,(2 Aug 2011),"Aug. 2nd, 2011",Square Fish ,Square Fish,Also Known as Harper,Also Known as Harper
wor_38391_half_3029,1,Susane Colasanti,Susane Colasanti,Paperback,,wor_38391,half_3029,9780142411551,9780142411551,310,310,(29 Jun 2009),"May. 1st, 2008",Penguin Putnam Inc ,Speak,When It Happens,When It Happens
wor_38392_half_2742,1,Susane Colasanti,Susane Colasanti,Paperback,,wor_38392,half_2742,9780142415757,9780142415757,336,336,(6 Apr 2010),"Apr. 6th, 2010",Penguin Putnam Inc ,Speak,Waiting for You,Waiting for You
wor_38393_half_2078,1,Susane Colasanti,Susane Colasanti,Paperback,,wor_38393,half_2078,9780142421147,9780142421147,241,241,(1 May 2012),"May. 1st, 2012",Speak ,Speak,So Much Closer,So Much Closer
wor_38397_half_1367,1,Susane Colasanti,Susane Colasanti,Paperback,,wor_38397,half_1367,9780142414354,9780142414354,320,290,(14 May 2009),"May. 14th, 2009",Penguin Putnam Inc ,Speak,Take Me There,Take Me There
wor_38402_half_2258,1,Susane Colasanti,Susane Colasanti,Paperback,,wor_38402,half_2258,9780142418826,9780142418826,294,304,(9 Jun 2011),"Apr. 19th, 2011",Penguin Putnam Inc ,Speak,Something Like Fate,Something Like Fate
wor_38422_half_1837,1,Mark Cotta Vaz,Mark Cotta Vaz,Paperback,,wor_38422,half_1837,9780316134118,9780316134118,144,144,(13 Dec 2011),"Dec. 13th, 2011","Little, Brown & Company ",Little Brown and Company,"The Twilight Saga: Breaking Dawn, Part 1: The Official Illustrated Movie Companion","The Twilight Saga: Breaking Dawn, Part 1"
wor_38455_half_1377,1,Jennifer E Smith,Jennifer E. Smith,Paperback,,wor_38455,half_1377,9780316122399,9780316122399,236,256,(1 Jan 2013),"Jan. 2nd, 2013","Little, Brown & Company ",Poppy Books,The Statistical Probability of Love at First Sight,The Statistical Probability of Love at First Sight
wor_38571_half_1391,1,Dan Savage,Dan Savage,Paperback,,wor_38571,half_1391,9780452297616,9780452297616,338,338,(25 Jan 2012),"Jan. 25th, 2012",Penguin Putnam Inc ,Plume Books,"It Gets Better: Coming Out, Overcoming Bullying, and Creating a Life Worth Living",It Gets Better
wor_38648_half_1404,1,Obert Skye,Obert Skye,Paperback,,wor_38648,half_1404,9781606416808,9781606416808,312,312,(4 Jun 2010),"Jun. 1st, 2010",Shadow Mountain ,Shadow Mountain,Pillage,Pillage
wor_38673_half_1411,1,Barbara Cooper,Barbara Cooper,Paperback,,wor_38673,half_1411,9781572246140,9781572246140,130,132,(1 Jul 2008),"May. 1st, 2008",New Harbinger Publications ,New Harbinger Publications,"Social Success Workbook For Teens: Skill-Building Activities for Teens with Nonverbal Learning Disorder, Asperger's Disorder, and Other Social-Skill Problems",The Social Success Workbook for Teens
wor_38697_half_1790,1,Aprilynne Pike,Aprilynne Pike,Paperback,,wor_38697,half_1790,9780061668111,9780061668111,375,375,(1 May 2012),"May. 1st, 2012",HarperCollins Publishers Inc ,Harper Teen,Illusions,Illusions
wor_38713_half_1415,1,Kathy Furgang,Kathy Furgang,Paperback,,wor_38713,half_1415,9781426310584,9781426310584,64,64,(1 Apr 2012),"Mar. 27th, 2012",National Geographic Kids ,National Geographic Society,"Everything Weather: Facts, Photos, and Fun That Will Blow You Away",National Geographic Kids Everything Weather
wor_38753_half_1420,1,Melissa Darnell,Melissa Darnell,Paperback,,wor_38753,half_1420,9780373210565,9780373210565,488,496,(25 Sep 2012),"Sep. 25th, 2012",HarperCollins Publishers ,Harlequin Teen,Covet,Covet
wor_38764_half_2372,1,Gail Carson Levine,Gail Carson Levine,Paperback,,wor_38764,half_2372,9780061229640,9780061229640,288,244,(1 Apr 2010),"Mar. 23rd, 2010",HarperCollins Publishers Inc ,HarperCollins,Ever,Ever
wor_38787_half_1427,1,C. J. Omololu,C. J. Omololu,Paperback,,wor_38787,half_1427,9780802722331,9780802722331,224,224,(5 Sep 2011),"Mar. 15th, 2011",Bloomsbury Publishing USA ,Walker Childrens,Dirty Little Secrets,Dirty Little Secrets
wor_38865_half_1695,1,Isobelle Carmody,Isobelle Carmody,Paperback,,wor_38865,half_1695,9780375857676,9780375857676,-1,244,(9 Dec 2008),"Dec. 9th, 2008",Random House USA Inc ,Random House Books for Young Readers,Obernewtyn,Obernewtyn
wor_38867_half_1433,1,Isobelle Carmody,Isobelle Carmody,Paperback,,wor_38867,half_1433,9780375857720,9780375857720,-1,482,(9 Dec 2008),"Dec. 31st, 2008",Random House USA Inc ,Random House Books for Young Readers,The Stone Key,The Stone Key
wor_38868_half_2194,1,Isobelle Carmody,Isobelle Carmody,Paperback,,wor_38868,half_2194,9780375857706,9780375857706,-1,551,(9 Dec 2008),"Dec. 9th, 2008",Random House USA Inc ,Random House Books for Young Readers,The Keeping Place,The Keeping Place
wor_38870_half_2623,1,Isobelle Carmody,Isobelle Carmody,Paperback,,wor_38870,half_2623,9780375857713,9780375857713,-1,480,(1 Jan 2009),"Dec. 9th, 2008",Random House USA Inc ,Random House Books for Young Readers,Wavesong,Wavesong
wor_38952_half_1442,1,Geraldine McCaughrean,Geraldine McCaughrean,Paperback,,wor_38952,half_1442,9780192750136,9780192750136,288,288,(15 Jul 1999),"Jan. 6th, 2000",Oxford University Press ,"Oxford University Press, USA",One Thousand and One Arabian Nights,One Thousand and One Arabian Nights
wor_38970_half_1443,1,Kristin Halbrook,Kristin Halbrook,Paperback,,wor_38970,half_1443,9780062121264,9780062121264,304,272,(29 Jan 2013),"Jan. 29th, 2013",Harperteen ,Harper Teen,Nobody But Us,Nobody But Us
wor_39027_half_1446,1,Jessica Day George,Jessica Day George,Paperback,,wor_39027,half_1446,9781599902753,9781599902753,324,324,(1 May 2008),"Apr. 29th, 2008",Bloomsbury Publishing Plc ,Bloomsbury Publishing PLC,Dragon Slippers,Dragon Slippers
