ids,bx_author,wor_author,bx_binding,wor_binding,bx_id,wor_id,bx_isbn,wor_isbn,bx_pages,wor_pages,bx_pubdate,wor_pubdate,bx_publisher,wor_publisher,bx_title,wor_title,label
bx_27132_wor_23087,Patricia Gaffney,Patricia Gaffney,,Paperback,bx_27132,wor_23087,9780060095628,9780061582431,-1,400,2002,(7 Apr 2009),HarperAudio,William Morrow & Company ,Flight Lessons,Flight Lessons,0
bx_15109_wor_7983,Mary Daheim,Mary Daheim,,Paperback,bx_15109,wor_7983,9780345396433,9780345396433,-1,330,1997,(1 Oct 1997),Fawcett Books,Random House USA Inc ,Alpine Icon,The Alpine Icon,1
bx_123641_wor_16819,Terry Pratchett,"Terry Pratchett, Neil Gaiman",,Paperback,bx_123641,wor_16819,9780451451132,9780552166621,-1,320,1990,(21 Jun 2012),New Amer Library,Transworld Publishers Ltd ,Mort,Mort:,0
bx_76401_wor_11047,Ed McBain,Ed McBain,Paperback,Hardback,bx_76401,wor_11047,9780446606738,9780446519908,-1,304,1999,(1 Mar 1998),Warner Books,"Little, Brown & Company ",The Last Best Hope,The Last Best Hope,0
bx_224050_wor_29461,Gennifer Choldenko,Gennifer Choldenko,,Paperback,bx_224050,wor_29461,9780399238611,9781408801550,-1,288,2004,(10 Sep 2009),Putnam Publishing Group,Bloomsbury Publishing PLC ,Al Capone Does My Shirts,Al Capone Shines My Shoes,0
bx_21232_wor_12343,Charles Dickens,Charles Dickens,,Paperback,bx_21232,wor_12343,9780451526564,9780812505061,-1,367,1997,(1 Jan 1920),Signet Book,Macmillan Publishers New Zealand Ltd ,A Tale of Two Cities,A Tale of Two Cities,0
bx_12985_wor_1616,Bram Stoker,"Bram Stoker, Ang Lee",,Hardback,bx_12985,wor_1616,9780140052800,9780141196886,-1,512,1992,(15 Apr 2011),Penguin USA,Penguin Books Ltd ,Dracula,Dracula,0
bx_267596_wor_27318,James Fenimore Cooper,James Fenimore Cooper,,,bx_267596,wor_27318,9783453063259,9781491579008,-1,-1,1994,(19 May 2015),Distribooks Inc,Classic Collection ,Der Letzte Mohikaner/the Last of the Mohicans,The Last of the Mohicans,0
bx_67819_wor_21346,Jack Kerouac,"Jack Kerouac, Ann Charters",,Paperback,bx_67819,wor_21346,9780140182941,9780241347959,-1,288,1991,(2 Aug 2018),Viking Penguin Inc,Penguin Books Ltd ,On the Road,On the Road,0
bx_28204_wor_12757,Carol O'Connell,Carol O'Connell,Paperback,Paperback,bx_28204,wor_12757,9780515118902,9780515118902,-1,336,1996,(1 Jul 1996),Jove Books,Penguin Putnam Inc ,The Man Who Cast Two Shadows,The Man Who Cast Two Shadows,1
bx_16407_wor_8476,James H. Schmitz,James H. Schmitz,,,bx_16407,wor_8476,9780671578510,9780671578510,-1,448,2000,(1 Apr 2000),Baen,Baen Books ,Telzey Amberdon,Telzey Amberdon,1
bx_63935_wor_33924,Michael Ende,Michael Ende,,Paperback,bx_63935,wor_33924,9780385190930,9780140317534,-1,240,1985,(28 Feb 1985),Bookthrift Co,Penguin Books Ltd ,Momo,Momo,0
bx_71221_wor_11899,Barbara Taylor Bradford,Johanna Lindsey,,Hardback,bx_71221,wor_11899,9780385153232,9780727855466,-1,416,1983,(26 May 2000),Bantam Dell Pub Group,Severn House Publishers Ltd ,Voice of the Heart,Defy Not the Heart,0
bx_10947_wor_6339,"Elizabeth Sledden, Ph.D. Dybell",Elizabeth Sledden Dybell Ph. D.,,Paperback,bx_10947,wor_6339,9781410784926,9781410784926,-1,308,2003,(24 Oct 2003),1stBooks Library,AuthorHouse ,Myths of the Super Parent: Finding the Power of Real Parenting,Myths of the Super Parent: Finding the Power of Real Parenting,1
bx_8477_wor_27017,Judith Krantz,Judith Krantz,,Paperback,bx_8477,wor_27017,9780517593349,9780857501561,-1,448,1996,(29 May 2012),Random House Inc,Transworld Publishers Ltd ,Spring Collection,Spring Collection,0
bx_165586_wor_27722,Eric Carle,Eric Carle,,Hardback,bx_165586,wor_27722,9781852691240,9780141374376,-1,32,1994,(4 May 2017),Pub Group West,Penguin Books Ltd ,The Very Hungry Caterpillar,I Love Dad with the Very Hungry Caterpillar,0
bx_39095_wor_16217,James Joyce,James Joyce,,Paperback,bx_39095,wor_16217,9780140274240,9781847496317,-1,384,2000,(22 Jun 2017),Penguin Books Ltd,Alma Books Ltd ,Dubliners,Dubliners,0
bx_955_wor_1883,Kate Chopin,Kate Chopin,,Paperback,bx_955,wor_1883,9780380002450,9789176370377,-1,96,1982,(16 Aug 2015),Avon,Wisehouse Classics ,Awakening,Awakening,0
bx_12684_wor_7022,"Walter M., Jr. Miller",Walter Miller,,Paperback,bx_12684,wor_7022,9780553273816,9780553273816,-1,313,1984,(31 Mar 1999),Bantam,Bantam Doubleday Dell Publishing Group Inc ,Canticle for Leibowitz,Canticle For Leibowitz,1
bx_23891_wor_11313,Angela C. Santomero,"Angela Santomero, Johnson Tracie",,Hardback,bx_23891,wor_11313,9780689821516,9780689821516,-1,24,1998,(2 Jul 2003),Simon Spotlight/Nickelodeon,Simon & Schuster ,Blue's Big Birthday,Blue's Big Birthday,1
bx_164_wor_8609,Willa Cather,Willa Cather,,Paperback,bx_164,wor_8609,9780395755143,9780553214185,-1,289,1995,(1 Jan 1920),Mariner Books,Bantam Doubleday Dell Publishing Group Inc ,My Antonia,My Antonia,0
bx_11740_wor_6647,Beatrice Bruteau,"Bruteau, Beatrice Bruteau",,Paperback,bx_11740,wor_6647,9781570753886,9781570753886,-1,191,2001,(22 Oct 2001),Orbis Books,Orbis Books (USA) ,Jesus Through Jewish Eyes: Rabbis and Scholars Engage an Ancient Brother in a New Conversation,Jesus through Jewish Eyes,1
bx_29023_wor_13056,Carolyn Olivier,Carolyn Olivier,,Paperback,bx_29023,wor_13056,9780684809908,9780684809908,-1,288,1996,(1 Aug 1996),Fireside,Simon & Schuster ,LEARNING TO LEARN,Learning to Learn,1
bx_82392_wor_19066,Edith Wharton,"Edith Wharton, Stuart Hutchinson, Dr. Keith Carabine",,Paperback,bx_82392,wor_19066,9780020264767,9781853262104,-1,256,1992,(5 Jul 1994),Scribner,Wordsworth Editions Ltd ,AGE OF INNOCENCE,The Age of Innocence,0
bx_4720_wor_27013,Judith Krantz,Judith Krantz,,Paperback,bx_4720,wor_27013,9780553280142,9780553280142,-1,580,1989,(1 Dec 1989),Bantam Books,Bantam Doubleday Dell Publishing Group Inc ,Till We Meet Again,Till We Meet Again,1
bx_43154_wor_15231,Paul Theroux,Paul Theroux,,Paperback,bx_43154,wor_15231,9780804111225,9780804111225,-1,384,1994,(1 Apr 1997),Ivy Books,Random House USA Inc ,To the Ends of the Earth: The Selected Travels of Paul Theroux,To the Ends of the Earth,1
bx_112699_wor_19888,JOSEPH GIRZONE,Joseph F. Girzone,,Paperback,bx_112699,wor_19888,9780385495134,9780385495134,-1,192,2000,(18 Apr 2000),Image,Struik Christian Books ,"Jesus, His Life and Teachings: As Recorded by His Friends Matthew, Mark, Luke, and John","Jesus, His Life And Teachings",1
bx_16269_wor_8444,Roger Zelazny,Roger Zelazny,,Paperback,bx_16269,wor_8444,9780743486620,9780743486620,-1,240,2004,(17 May 2004),I Books,Simon & Schuster ,Damnation Alley,Damnation Alley,1
bx_26586_wor_12238,Jennifer Belle,Jennifer Belle,,Paperback,bx_26586,wor_12238,9781573225540,9781573225540,-1,254,1996,(1 Jul 1996),Riverhead Books,Penguin Putnam Inc ,Going Down,Going down,1
bx_60038_wor_10015,Annette Curtis Klause,Mary Daheim,,Paperback,bx_60038,wor_10015,9780440213468,9780380815630,-1,368,1992,(29 Aug 2003),Laure Leaf,HarperCollins Publishers Inc ,The Silver Kiss,Silver Scream,0
bx_85924_wor_3112,Frances Hodgson Burnett,Frances Hodgson Burnett,,Paperback,bx_85924,wor_3112,9780451525819,9781853261046,-1,224,1994,(1 Feb 1993),Signet Classics,Wordsworth Editions Ltd ,The Secret Garden,The Secret Garden,0
bx_21525_wor_10394,Russell Hoban,Russell Hoban,,Paperback,bx_21525,wor_10394,9780253212344,9780253212344,-1,256,1998,(22 Sep 1998),Indiana University Press,Indiana University Press ,Riddley Walker,Riddley Walker,1
bx_19768_wor_9726,Ruth Rendell,Ruth Rendell,Paperback,Paperback,bx_19768,wor_9726,9780375724848,9780375724848,-1,368,2000,(10 Oct 2000),Vintage Books USA,Random House USA Inc ,Harm Done: An Inspector Wexford Mystery,Harm Done: An Inspector Wexford Mystery,1
bx_20432_wor_9989,Anne George,Anne George,Paperback,Paperback,bx_20432,wor_9989,9780380801497,9780380801497,-1,272,2000,(30 Jun 2000),Avon,HarperCollins Publishers Inc ,Murder Shoots the Bull : A Southern Sisters Mystery,Murder Shoots the Bull,1
bx_246370_wor_30300,Gloria Whelan,Gloria Whelan,,Paperback,bx_246370,wor_30300,9780439296915,9780064408196,-1,186,2001,(9 Nov 2001),Scholastic,HarperCollins Publishers Inc ,Homeless Bird,Homeless Bird,0
bx_254954_wor_33798,Virginia Brown,Alyson Noel,,Paperback,bx_254954,wor_33798,9780821741535,9780330512862,-1,384,1993,(1 Dec 2009),Zebra Books,Pan Macmillan ,Comanche Moon,Blue Moon,0
bx_11416_wor_6510,Torey Hayden,Torey Hayden,,Paperback,bx_11416,wor_6510,9780060508876,9780060508876,-1,400,2003,(29 Apr 2003),Avon Books,HarperCollins Publishers Inc ,Beautiful Child,Beautiful Child: The Story Of A Child Trapped In Silence And The TeacherWho Refused To Give Up On Her,1
bx_23550_wor_11175,Bill Gates,Bill Gates,,Hardback,bx_23550,wor_11175,9780446525688,9780446525688,-1,470,1999,(2 Oct 2001),Warner Books,"Little, Brown & Company ",Business @ the Speed of Thought : Using a Digital Nervous System,Business at the Speed of Thought: Using a Digital Nervous System,1
bx_13916_wor_7501,Walter Wangerin,Walter Wangerin,,Hardback,bx_13916,wor_7501,9780310200055,9780310200055,-1,640,1996,(1 Mar 1996),Zondervan Publishing Company,Zondervan ,"Book of God, The",The Book of God: The Bible as a Novel,1
bx_23129_wor_9461,Sandra Brown,Sandra Brown,,Paperback,bx_23129,wor_9461,9780446519786,9780446604239,-1,469,1996,(25 Jul 2002),Warner Books,"Little, Brown & Company ",Exclusive,Exclusive,0
bx_10188_wor_6001,Paul Galdone,Paul Galdone,,Paperback,bx_10188,wor_6001,9780899194639,9780899194639,-1,30,1986,(22 Sep 1986),Clarion Books,Houghton Mifflin ,The Teeny-Tiny Woman,The Teeny-Tiny Woman: A Ghost Story,1
bx_25626_wor_11868,Almudena Grandes,Almudena Grandes,,Paperback,bx_25626,wor_11868,9788472231887,9788472231887,-1,360,2002,(1 Feb 1991),Tusquets,Tusquets Editores ,Te Llamare Viernes,Te llamare Viernes,1
bx_52824_wor_4263,Thomas Brussig,Thomas Brussig,,Paperback,bx_52824,wor_4263,9783596154173,9783596154173,-1,95,2001,(17 Oct 2001),"Fischer (Tb.), Frankfurt",Fischer Taschenbuch Verlag GmbH ,Leben bis Männer.,Leben bis Manner,1
bx_14648_wor_20824,Paul Auster,Bobbie Ann Mason,,Paperback,bx_14648,wor_20824,9780140097054,9780060835170,-1,272,1988,(2 Aug 2005),Penguin Books,HarperCollins Publishers Inc ,In the Country of Last Things,In Country,0
bx_38941_wor_12693,Charles Darwin,Charles Darwin,,Hardback,bx_38941,wor_12693,9781853267802,9780517123201,-1,472,1999,(1 Jul 1998),NTC/Contemporary Publishing Company,Random House USA Inc ,THE ORIGIN OF SPECIES,The Origin of Species,0
bx_25478_wor_11804,Patricia Cornwell,Patricia Cornwell,,Paperback,bx_25478,wor_11804,9783442439041,9783442439041,-1,-1,2003,(17 Jul 2003),Goldmann,Verlagsgruppe Random House GmbH ,Blinder Passagier. Ein Kay- Scarpetta- Roman.,Blinder Passagier,1
bx_29551_wor_13228,Piers Anthony,Piers Anthony,,Paperback,bx_29551,wor_13228,9780812555103,9780812555103,-1,352,1997,(15 Oct 1997),Tor Fantasy,St Martin's Press ,Yon Ill Wind : A Xanth Novel,Yon Ill Wind,1
bx_223412_wor_12513,Thomas  Hoving,Janine Warner,,,bx_223412,wor_12513,9780764551048,9780764504075,-1,384,1999,(17 Jun 1998),For Dummies,John Wiley & Sons Inc ,Art for Dummies,Dreamweaver For Dummies,0
bx_24443_wor_11511,Scott Adams,S. Adams,,Hardback,bx_24443,wor_11511,9780836204155,9780836204155,-1,224,1995,(1 Aug 1995),Andrews McMeel Publishing,Atlantic Books ,It'S Obvious You Won'T Survive By Your Wits Alone,It's Obvious You Won't Survive by Your Wit,1
bx_129711_wor_12473,Michael Moorcock,Michael Moorcock,,Paperback,bx_129711,wor_12473,9780446526180,9780446611206,-1,480,2001,(1 Jun 2002),Warner Books,Warner Books (NY) ,The Dreamthief's Daughter: A Tale of the Albino,The Dreamthief's Daughter: A Tale of the Albino,0
bx_40266_wor_11921,Gwen Tourret,"Charles Dickens, Philip Horne, Philip Horne",,Paperback,bx_40266,wor_11921,9780721408231,9780141439747,-1,608,1984,(21 Feb 2003),Ladybird Books Ltd,Penguin Books Ltd ,Oliver Twist,Oliver Twist,0
bx_54357_wor_9189,David Sedaris,David Sedaris,,Hardback,bx_54357,wor_9189,9781586210663,9780316777728,-1,224,2001,(1 Jun 2000),Time Warner Audio Major,"Little, Brown & Company ",Me Talk Pretty One Day,ME Talk Pretty One Day,0
bx_125144_wor_23197,Normand Chartier,Tony Parsons,,Paperback,bx_125144,wor_23197,9780307121240,9780953303229,-1,242,1978,(1 Jan 2003),Golden Press,Open Secret Publishing ,Who Am I,All There is,0
bx_165994_wor_28628,Will Hobbs,Scott Westerfeld,,Hardback,bx_165994,wor_28628,9780020655206,9781416971733,-1,440,1986,(6 Oct 2009),Scribner Paper Fiction,Simon & Schuster ,LEVIATHAN,Leviathan,0
bx_38153_wor_42375,Cherie Bennett,Cherie Bennett,,Paperback,bx_38153,wor_42375,9780698119734,9780698119734,-1,291,2002,(11 Nov 2002),Putnam Publishing Group,Puffin Books ,Anne Frank and Me,Anne Frank and Me,1
bx_80540_wor_6976,Dennis Lehane,Dennis Lehane,,Hardback,bx_80540,wor_6976,9780060584757,9780688163167,-1,416,2003,(30 Jan 2001),Perennial Dark Alley,William Morrow & Company ,Mystic River,Mystic River,0
bx_114062_wor_42066,E.L. Konigsburg,E L Konigsburg,,Hardback,bx_114062,wor_42066,9780689853227,9780881037319,-1,168,2002,(1 Apr 1968),Atheneum,Turtleback Books ,From the Mixed-up Files of Mrs. Basil E. Frankweiler: 35th Anniversary Edition,From the Mixed-Up Files of Mrs. Basil E. Frankweiler,0
bx_10449_wor_6126,Clamp,CLAMP,,Paperback,bx_10449,wor_6126,9781591821533,9781591820062,-1,192,2003,(1 Aug 2004),TokyoPop,Tokyopop Press Inc ,Chobits,Chobits: v. 3,0
bx_15763_wor_8231,Rachel Seiffert,Rachel Seiffert,,Paperback,bx_15763,wor_8231,9780375726323,9780375726323,-1,278,2002,(8 Oct 2002),Vintage Books USA,Random House USA Inc ,The Dark Room,The Dark Room,1
bx_26862_wor_12323,JILL MARIE LANDIS,Jill Marie Landis,,Paperback,bx_26862,wor_12323,9780345440402,9780345440402,-1,416,2002,(25 Jun 2002),Ivy Books,Random House USA Inc ,Summer Moon,Summer Moon,1
bx_17857_wor_8988,Pamela Dean,Pamela Dean,,Paperback,bx_17857,wor_8988,9780142501535,9780142501535,-1,384,2003,(13 Oct 2003),Puffin Books,Firebird ,The Secret Country,The Secret Country,1
bx_15289_wor_8059,Louis Sachar,Louis Sachar,,Paperback,bx_15289,wor_8059,9780590457262,9780590457262,-1,89,1997,(1 Jan 1997),Scholastic,Scholastic US ,Sideways Arithmetic from Wayside School,Sideways Arithmetic from Wayside School,1
bx_22286_wor_10710,Elizabeth Peters,Elizabeth Peters,Paperback,Paperback,bx_22286,wor_10710,9780446364782,9780446364782,-1,432,1994,(31 Dec 1992),Warner Books,"Little, Brown & Company ","Snake, the Crocodile the Dog, The","The Snake, the Crocodile and the Dog",1
bx_213675_wor_4426,Reay Tannahill,Reay Tannahill,,Paperback,bx_213675,wor_4426,9780517884041,9780517884041,-1,424,1995,(16 Nov 1999),Three Rivers Press (CA),Random House USA Inc ,Food in History,Food in History,1
bx_153_wor_14322,Susan Grant,Carl Sagan,,Paperback,bx_153,wor_14322,9780505524997,9781501197987,-1,384,2002,(26 Feb 2019),Love Spell,Gallery Books ,Contact,Contact,0
bx_16887_wor_8618,Diane Zak,Diane Zak,,Paperback,bx_16887,wor_8618,9780619016623,9780619016623,-1,780,2002,(13 Jun 2002),Course Technology,"Cengage Learning, Inc ",Programming with Microsoft Visual Basic .NET,Programming with Microsoft Visual Basic.NET,1
bx_14241_wor_7630,Deborah Smith,"Deborah Smith, Sandra Chastain, Debra Dixon",,Paperback,bx_14241,wor_7630,9780967303512,9780967303512,-1,274,2001,(30 Apr 2001),BelleBooks,BelleBooks ,Mossy Creek,Mossy Creek,1
bx_13659_wor_7405,Kathy Herman,Kathy Herman,,Paperback,bx_13659,wor_7405,9781576739563,9781576739563,-1,320,2001,(10 Oct 2001),Multnomah,Multnomah Press ,Tested By Fire,Tested by Fire,1
bx_200138_wor_21793,Margaret Watson,"Gertrude Chandler Warner, Dorothy Lake Gregory",,Hardback,bx_200138,wor_21793,9780373078868,9781515442035,-1,88,1998,(12 Nov 2019),Silhouette,Illustrated Books ,For The Children,The Box-Car Children,0
bx_198254_wor_6767,Lisa Birnbach,"Lisa Birnbach, Patricia Marx, Ann Hodgman",,Paperback,bx_198254,wor_6767,9780740700217,9780836226997,-1,315,1999,(6 Jun 1997),Andrews McMeel Publishing,Andrews McMeel Publishing ,"1,003 Great Things About Friends",10003 Great Things about Getting Older,0
bx_2100_wor_19,Jan Karon,Jan Karon,,Paperback,bx_2100,wor_19,9780140257939,9780140257939,-1,384,1997,(1 Apr 1997),Viking Books,Penguin Books Ltd ,"These High, Green Hills","These High, Green Hills",1
bx_28084_wor_12704,Jay McInerney,Jay McInerney,,Paperback,bx_28084,wor_12704,9780394726410,9780394726410,-1,182,1987,(12 Aug 1984),Vintage Books USA,Random House USA Inc ,"Bright Lights, Big City: A Novel",Bright Lights Big City,1
bx_10076_wor_5957,Terry Pratchett,Terry Pratchett,,Paperback,bx_10076,wor_5957,9780061031328,9780061031328,-1,384,2002,(30 Apr 2002),HarperTorch,HarperTrophy ,Thief of Time,Thief of Time,1
bx_1811_wor_12331,M. Scott Peck,"Kathleen O'Neal Gear, W. Michael Gear",,Paperback,bx_1811,wor_12331,9780684848594,9780812515619,-1,576,1998,(1 Aug 1999),Touchstone,St Martin's Press ,People of the Lie,People of the Masks,0
bx_99063_wor_8843,J. Robert Lennon,J. Robert Lennon,,Hardback,bx_99063,wor_8843,9781573227810,9781573221269,-1,301,2000,(15 Feb 1999),Riverhead Books,Penguin Putnam Inc ,The Funnies,The Funnies,0
bx_158_wor_15780,Betty Smith,Betty Smith,,Paperback,bx_158,wor_15780,9780060801267,9780099427575,-1,496,1988,(17 Sep 1992),Harpercollins Publisher,Cornerstone ,Tree Grows In Brooklyn,A Tree Grows In Brooklyn,0
bx_20408_wor_9974,Carolyn Keene,Carolyn Keene,,Hardback,bx_20408,wor_9974,9780448095028,9780448095028,-1,192,1991,(1 May 1930),Grosset  Dunlap,Penguin Putnam Inc ,The Hidden Staircase,Nancy Drew 02: the Hidden Staircase,1
bx_181561_wor_6819,Anne Tyler,Anne Tyler,,Paperback,bx_181561,wor_6819,9780425071731,9780449911594,-1,303,1983,(27 Aug 1996),Berkley Publishing Group,Random House USA Inc ,Dinner Homesick Rest,Dinner at the Homesick Restaurant,0
bx_1149_wor_4006,CLARE NAYLOR,Clare Naylor,,Paperback,bx_1149,wor_4006,9780449005569,9780449005569,-1,288,1999,(6 Jul 1999),Ballantine Books,Ballantine Books ,Love: A User's Guide,Love: A User's Guide,1
bx_13113_wor_7196,Jody Lynn Nye,Jody Lynn Nye,,Paperback,bx_13113,wor_7196,9780671878542,9780671878542,-1,416,1997,(1 Dec 1997),Baen,Baen Books ,The Ship Errant,The Ship Errant,1
bx_26094_wor_12041,Komilla Sutton,Komilla Sutton,,Hardback,bx_26094,wor_12041,9780670893799,9780670893799,-1,144,2000,(6 Nov 2000),Viking Studio,Viking Studio ,Indian Astrology,Indian Astrology,1
bx_3416_wor_8130,Kurt Vonnegut,Kurt Vonnegut,,Hardback,bx_3416,wor_8130,9780385333481,9780808520696,-1,304,1998,(8 Sep 1998),Delta,Turtleback Books ,Cat's Cradle,Cat's Cradle,0
bx_16797_wor_8578,Jack London,Jack London,,Paperback,bx_16797,wor_8578,9780486269689,9780486269689,-1,160,1991,(1 May 1991),Dover Publications,Dover Publications Inc. ,White Fang,White Fang,1
bx_231125_wor_38274,Claire Huchet Bishop,Claire Huchet Bishop,,Hardback,bx_231125,wor_38274,9780140310764,9780780703759,-1,76,1991,(1 Mar 1978),Puffin Books,Perfection Learning ,Twenty and Ten,Twenty and Ten,0
bx_44874_wor_37819,Jim Miller,Carol Plum-Ucci,,Hardback,bx_44874,wor_37819,9780373097548,9780152168193,-1,280,1992,(1 Oct 2003),Silhouette,Cengage Learning EMEA ,There And Now,She,0
bx_111643_wor_18882,Mark Twain,"Mark Twain, Petr Barta, Dr. Keith Carabine",,Paperback,bx_111643,wor_18882,9780679725275,9781840226836,-1,416,1991,(8 May 2012),Vintage Books USA,Wordsworth Editions Ltd ,Life on the Mississippi,Life on the Mississippi,0
bx_21509_wor_10380,Madeleine L'Engle,Madeleine L'Engle,,Paperback,bx_21509,wor_10380,9780060652869,9780060652869,-1,-1,1997,(11 Apr 1997),HarperSanFrancisco,HarperOne ,A Live Coal In The Sea,A Live Coal in the Sea,1
bx_54112_wor_26369,George Takei,George Takei,,Hardback,bx_54112,wor_26369,9780671890087,9780671890087,-1,352,1994,(17 Oct 1994),Pocket Books,Simon & Schuster Ltd ,"To the Stars: The Autobiography of George Takei, Star Trek's Mr. Sulu",To the Stars,1
bx_64491_wor_12469,Matthew Reilly,Matthew Reilly,,Paperback,bx_64491,wor_12469,9783548250458,9780312971236,-1,534,2000,(15 Sep 2000),Ullstein Tb,St Martin's Press ,Ice Station.,Ice Station,0
bx_21966_wor_10578,Gertrude Chandler Warner,Gertrude Chandler Warner,,Paperback,bx_21966,wor_10578,9780807503195,9780807503195,-1,128,1992,(1 Jan 1992),Albert Whitman  Company,Albert Whitman & Company ,The Amusement Park Mystery,The Amusement Park Mystery,1
bx_1805_wor_1207,Erma Bombeck,Erma Bombeck,,Paperback,bx_1805,wor_1207,9780449208397,9780449208397,-1,213,1990,(31 Mar 1979),Fawcett Books,Random House USA Inc ,If Life Is a Bowl of Cherries What Am I Doing in the Pits,"If Life is a Bowl of Cherries, What am I Doing in the Pits?",1
bx_13427_wor_7320,Rosemary Wells,Rosemary Wells,,Paperback,bx_13427,wor_7320,9780142301494,9780142301494,-1,218,2002,(10 Jun 2002),Puffin Books,Puffin Books ,Leave Well Enough Alone,Leave Well Enough Alone,1
