ids,ban_author,wor_author,ban_binding,wor_binding,ban_id,wor_id,ban_isbn,wor_isbn,ban_pages,wor_pages,ban_pubdate,wor_pubdate,ban_publisher,wor_publisher,ban_title,wor_title,label
ban_1575_wor_2356,Emily Bront��,"Emily Bronte, Geoffrey Biggs, Henry C. Kiefer",,Hardback,ban_1575,wor_2356,9780141439556,9781911238041,416,52,12/17/02,(1 Sep 2016),Penguin Publishing Group,Classic Comic Store Ltd ,Wuthering Heights,Wuthering Heights,0
ban_2547_wor_35422,Marlene Perez,Marlene Perez,,Paperback,ban_2547,wor_35422,9780547607344,9780547607344,240,240,3/6/12,(6 Mar 2012),Houghton Mifflin Harcourt,Houghton Mifflin ,Dead Is a Battlefield,Dead Is a Battlefield,1
ban_2218_wor_42222,Sonya Sones,Sonya Sones,,Paperback,ban_2218,wor_42222,9781442493841,9780689876035,291,-1,5/7/13,(16 Dec 2008),Simon & Schuster Books For Young Readers,Simon & Schuster ,What My Girlfriend Doesn't Know,What My Girlfriend Doesn't Know,0
ban_157_wor_3403,Alice Walker,Alice Walker,,Paperback,ban_157,wor_3403,9780156028356,9781474607254,300,288,3/17/03,(31 Aug 2017),Houghton Mifflin Harcourt,Orion Publishing Co ,The Color Purple,The Color Purple,0
ban_1660_wor_31056,Simone Elkeles,Simone Elkeles,,Paperback,ban_1660,wor_31056,9780738710181,9780738710181,312,312,4/1/07,(8 Apr 2007),"Llewellyn Worldwide, Ltd.",North Star Editions ,Leaving Paradise,Leaving Paradise,1
ban_46_wor_28315,Sherman Alexie,Sherman Alexie,,Paperback,ban_46,wor_28315,9780316013697,9780316013697,288,288,4/1/09,(1 Apr 2009),"Little, Brown Books for Young Readers","Little, Brown & Company ",The Absolutely True Diary of a Part-Time Indian,The Absolutely True Diary of a Part-Time Indian,1
ban_597_wor_7060,C. S. Lewis,"C. S. Lewis, Pauline Baynes",,Paperback,ban_597,wor_7060,9780064471084,9780064471084,240,240,3/28/02,(25 Jun 1994),HarperCollins Publishers,Zondervan ,The Last Battle,The Last Battle,1
ban_758_wor_31143,Kerstin Gier,Kerstin Gier,,Paperback,ban_758,wor_31143,9781250034168,9781250034168,384,384,5/28/13,(1 Mar 2015),Square Fish,St Martin's Press ,Sapphire Blue,Sapphire Blue,1
ban_1313_wor_10915,James Luceno,James Lucerno,,Paperback,ban_1313,wor_10915,9780345428608,9780345428608,368,368,8/1/00,(1 Aug 2000),Random House Publishing Group,Random House USA Inc ,Star Wars The New Jedi Order #4: Agents of Chaos I: Hero's Trial,Star Wars: The new Jedi order - Agent of Chaos 1- Hero's Trial,1
ban_1425_wor_11621,William Shakespeare,"William Shakespeare, Alden T. Vaughan, Prof. Virginia Mason Vaughan",,Paperback,ban_1425,wor_11621,9780486406589,9781903436080,96,392,10/13/98,(13 Aug 1999),Dover Publications,Bloomsbury Publishing PLC ,The Tempest,"""The Tempest""",0
ban_806_wor_30041,Julie Kagawa,Julie Kagaw,,Paperback,ban_806,wor_30041,9780373210138,9780778304463,304,432,8/1/10,(15 Apr 2011),Harlequin,Mira Books ,The Iron Daughter,The Iron Daughter,0
ban_2251_wor_1375,Diane Duane,Diane Duane,,Paperback,ban_2251,wor_1375,9780152162382,9780152162382,370,368,6/28/01,(1 Jun 2001),Houghton Mifflin Harcourt Publishing,Houghton Mifflin ,A Wizard Abroad: The Fourth Book in the Young Wizards Series,A Wizard Abroad,1
ban_1572_wor_44992,Jenny Hubbard,Jenny Hubbard,,Hardback,ban_1572,wor_44992,9780385740586,9781680655117,240,240,5/12/15,(12 May 2015),Random House Children's Books,Perfection Learning ,And We Stay,And We Stay,0
ban_1481_wor_39192,Katie Kacvinsky,Katie Kacvinsky,,Hardback,ban_1481,wor_39192,9780547721989,9780547371481,320,309,4/17/12,(1 Nov 2011),Houghton Mifflin Harcourt,Houghton Mifflin ,Awaken,Awaken,0
ban_592_wor_29700,Nikki Grimes,Nikki Grimes,,Paperback,ban_592,wor_29700,9780142501894,9780425289761,176,192,12/29/03,(4 Jan 2019),Penguin Young Readers Group,Penguin Putnam Inc ,Bronx Masquerade,Bronx Masquerade,0
ban_2810_wor_44540,Margarita Engle,MS Margarita Engle,,Paperback,ban_2810,wor_44540,9780312608712,9780312608712,384,353,3/16/10,(16 Mar 2010),Square Fish,Square Fish ,The Surrender Tree: Poems of Cuba's Struggle for Freedom,The Surrender Tree/El Arbol de La Rendicion: Poems of Cuba's Struggle for Freedom/Poemas de La Lucha de Cuba Por Su Libertad,1
ban_695_wor_31771,Andy Mulligan,Andy Mulligan,,Paperback,ban_695,wor_31771,9780385752169,9781909531130,240,224,10/11/11,(12 Jun 2014),Random House Children's Books,Random House Children's Publishers UK ,Trash,Trash,0
ban_370_wor_37469,Cynthia Voigt,Cynthia Voigt,,Paperback,ban_370,wor_37469,9781442428782,9781442428782,400,400,3/6/12,(1 Apr 2012),Atheneum Books for Young Readers,Simon & Schuster ,Homecoming,Homecoming,1
ban_557_wor_38549,Tim Tharp,Tim Tharp,,Paperback,ban_557,wor_38549,9780385754309,9780385754309,304,294,7/9/13,(9 Jul 2013),Random House Children's Books,Ember ,The Spectacular Now,The Spectacular Now,1
ban_2082_wor_30378,Jasmine Jones,Diana Wynne Jones,,Paperback,ban_2082,wor_30378,9780060772529,9780006755302,144,288,12/14/04,(2 Oct 2000),HarperCollins Publishers,HarperCollins Publishers ,Coach Carter,Castle in the Air,0
ban_2780_wor_44847,Alyxandra Harvey,Alyxandra Harvey,,Paperback,ban_2780,wor_44847,9780802734297,9781408836699,496,496,1/8/13,(14 Feb 2013),Walker & Company,Bloomsbury Publishing PLC ,Blood Prophecy,Blood Prophecy,0
ban_384_wor_5845,Rachel Cohn,"Rachel Cohn, David Levithan",,Paperback,ban_384,wor_5845,9780375835339,9781405272438,208,208,8/28/07,(3 Jul 2014),Random House Children's Books,Egmont UK Ltd ,Nick and Norah's Infinite Playlist,Nick and Norah's Infinite Playlist,0
ban_2085_wor_37280,Lisa McMann,Lisa McMann,,Paperback,ban_2085,wor_37280,9781442466289,9781442466289,272,272,5/6/14,(1 Jun 2014),Simon Pulse,Simon & Schuster ,Bang,Bang,1
ban_1621_wor_41767,Catherine Gilbert Murdock,Professor Catherine Gilbert Murdock,,Paperback,ban_1621,wor_41767,9780618934935,9780618934935,300,277,3/18/08,(4 Apr 2011),Houghton Mifflin Harcourt,Houghton Mifflin ,The Off Season,The Off Season,1
ban_2854_wor_45047,Andrew Fukuda,Andrew Fukud,,Paperback,ban_2854,wor_45047,9781250005304,9781250005304,336,336,9/3/13,(3 Sep 2013),St. Martin's Press,St. Martin's Griffin ,The Prey,The Prey,1
ban_2115_wor_32428,Christopher Pike,Christopher Pike,,Paperback,ban_2115,wor_32428,9781416983088,9781442431065,624,256,8/4/09,(26 Apr 2011),Simon Pulse,Simon & Schuster ,Thirst No. 1: The Last Vampire/ Black Blood/ Red Dice,Road to Nowhere,0
ban_991_wor_31226,Cinda Williams Chima,Cinda Williams Chim,,Paperback,ban_991,wor_31226,9781423121367,9781423121367,528,506,8/31/10,(31 Aug 2010),Disney-Hyperion,Hyperion ,The Demon King,The Demon King,1
ban_2276_wor_5647,James Kahn,James Kahn,,Paperback,ban_2276,wor_5647,9780345307675,9780345307675,192,224,5/28/83,(31 Dec 1992),Random House Publishing Group,Random House USA Inc ,Star Wars Episode VI: Return of the Jedi,Return of the Jedi,1
ban_840_wor_32247,P. C. Cast,P. C. Cast,,Paperback,ban_840,wor_32247,9780312360306,9780312360306,320,320,3/4/08,(25 Jul 2008),St. Martin's Press,Griffin Publishing ,Chosen,Chosen,1
ban_1820_wor_36394,Caragh M. O'Brien,Caragh M. O'Brien,,,ban_1820,wor_36394,9781250010315,9781452661391,400,-1,9/4/12,(28 Jan 2013),Square Fish,"Tantor Media, Inc ",Prized,Prized,0
ban_676_wor_31108,Carol Christen,Carol Christen,,Paperback,ban_676,wor_31108,9781607745778,9781607745778,192,192,4/21/15,(1 May 2015),Potter/TenSpeed/Harmony,Random House USA Inc ,"What Color Is Your Parachute? for Teens, Third Edition: Discover Yourself, Design Your Future, and Plan for Your Dream Job","What Color Is Your Parachute? For Teens, Third Edition",1
ban_722_wor_37246,Julie Anne Peters,Julie Anne Peters,,Paperback,ban_722,wor_37246,9780316009850,9780316009850,272,272,5/4/05,(4 May 2005),"Little, Brown Books for Young Readers","Little, Brown & Company ",Keeping You a Secret,Keeping You A Secret,1
ban_5497_wor_7955,Dave Davies,Dave Davies,,Hardback,ban_5497,wor_7955,9780786861491,9780786861491,288,288,02/20/1997,(20 Feb 1997),Hyperion,Hyperion Books ,Kink: An Autobiography,Kink: An Autobiography,1
ban_1255_wor_32758,David Levithan,David Levithan,,Paperback,ban_1255,wor_32758,9780307931917,9781405264433,224,256,5/12/15,(14 May 2006),Random House Children's Books,Egmont UK Ltd ,Two Boys Kissing,Two Boys Kissing,0
ban_2902_wor_23857,Martin Luther King Jr.,"Martin Luther King, Jr.",,Paperback,ban_2902,wor_23857,9780446676502,9780349112985,416,416,01/01/2001,(6 Apr 2000),Grand Central Publishing,"Little, Brown Book Group ","The Autobiography of Martin Luther King, Jr.","The Autobiography Of Martin Luther King, Jr",0
ban_1140_wor_30612,Ann Petry,Ann Petry,,Paperback,ban_1140,wor_30612,9780395901496,9780395901496,448,448,3/28/98,(15 Mar 1998),Houghton Mifflin Harcourt,Houghton Mifflin ,The Street,Street,1
ban_2905_wor_23923,Morrissey,Morrissey,,Paperback,ban_2905,wor_23923,9780143107507,9780141394817,480,480,11/04/2014,(17 Oct 2013),Penguin Publishing Group,Penguin Books Ltd ,Autobiography,Autobiography,0
ban_1046_wor_34980,Carl Deuker,Carl Deuker,,Hardback,ban_1046,wor_34980,9780316067263,9780606264891,208,192,4/1/07,(1 Apr 2007),"Little, Brown Books for Young Readers",Turtleback Books ,Heart of a Champion,Heart of a Champion,0
ban_1298_wor_7436,Isabel Allende,Isabel Allende,,Paperback,ban_1298,wor_7436,9780060510329,9780060510329,416,416,8/28/03,(3 Feb 2007),HarperCollins Publishers,HarperCollins Publishers Inc ,La ciudad de las bestias,"Ciudad De Las Bestias,La",1
ban_1305_wor_38943,Meg Rosoff,Meg Rosoff,,Paperback,ban_1305,wor_38943,9780449819609,9780449819609,208,194,10/22/13,(22 Oct 2013),Random House Children's Books,Ember ,How I Live Now,How I Live Now,1
ban_2048_wor_39142,Kathe Koja,Kathe Koj,,Hardback,ban_2048,wor_39142,9780142402092,9780756931179,128,117,11/18/04,(1 Nov 2004),Penguin Young Readers Group,Perfection Learning ,Buddha Boy,Buddha Boy,0
ban_40_wor_28572,Madeleine L'Engle,Madeleine L'Engle,,,ban_40,wor_28572,9780312367541,9780307916570,256,-1,5/1/07,(10 Jan 2012),Square Fish,Broadway Books (A Division of Bantam Doubleday Dell Publishing Group Inc) ,A Wrinkle in Time,A Wrinkle in Time,0
ban_957_wor_47813,Eric Walters,Eric Walters,,Paperback,ban_957,wor_47813,9781250059550,9781250059550,432,432,1/20/15,(4 Feb 2015),Square Fish,St Martin's Press ,The Rule of Three,The Rule of Three,1
ban_652_wor_25518,Chris Crutcher,Chris Crutcher,,Hardback,ban_652,wor_25518,9780060094898,9780606410366,304,352,2/27/03,(30 Jan 2018),HarperCollins Publishers,Turtleback Books ,Staying Fat for Sarah Byrnes,Staying Fat for Sarah Byrnes,0
ban_5890_wor_23669,James Weldon Johnson,James Weldon Johnson,,Paperback,ban_5890,wor_23669,9781458703415,9781440054891,-1,218,05/06/2009,(31 Jul 2018),ReadHowYouWant,Forgotten Books ,The Autobiography of an Ex-Colored Man,The Autobiography of an Ex-Colored Man,0
ban_2132_wor_24921,Walter Dean Myers,Walter Dean Myers,,Paperback,ban_2132,wor_24921,9780061214790,9780064407311,201,320,2/2/10,(14 Dec 2004),HarperCollins Publishers,HarperCollins Publishers Inc ,Dope Sick,Monster,0
ban_654_wor_33205,Ruth Minsky Sender,Ruth Minsky Sender,,Paperback,ban_654,wor_33205,9780689813214,9780689813214,256,264,8/1/97,(7 Oct 1997),Simon Pulse,Simon & Schuster ,The Cage,The Cage,1
ban_637_wor_34268,Veronica Rossi,Veronica Rossi,,Paperback,ban_637,wor_34268,9780062072108,9780062072108,400,400,12/23/14,(23 Dec 2014),HarperCollins Publishers,HarperCollins ,Into the Still Blue,Into the Still Blue,1
ban_2761_wor_39360,Darynda Jones,Darynda Jones,,Paperback,ban_2761,wor_39360,9780312625207,9780312625207,304,286,10/2/12,(2 Oct 2012),St. Martin's Press,St Martin's Press ,Death and the Girl Next Door,Death and the Girl Next Door,1
ban_3958_wor_14550,"Anna Sewell, Jonathan Keeble","Anna Sewell, Sabrina Kelsey",,Paperback,ban_3958,wor_14550,9781402211683,9781633842915,144,150,09/01/2008,(25 May 2015),Sourcebooks,Illustrated Books ,Black Beauty with CD: The Autobiography of a Horse,Black Beauty,0
ban_2943_wor_24355,Brian Easton,Brian P. Easton,,Paperback,ban_2943,wor_24355,2940148310877,9781934861639,-1,346,07/11/2013,(1 Dec 2010),Permuted Press,Permuted Press ,Heart of Scars,Heart of Scars,0
ban_2975_wor_24853,Nikola Tesla,Nikola Tesl,,Paperback,ban_2975,wor_24853,9781633842304,9781940177380,80,88,07/23/2014,(9 Aug 2013),"Wilder Publications, Inc.",Infinity ,My Inventions: The Autobiography of Nikola Tesla,My Inventions - The Autobiography of Nikola Tesla,0
ban_1572_wor_44989,Jenny Hubbard,Jenny Hubbard,,Paperback,ban_1572,wor_44989,9780385740586,9780385740586,240,240,5/12/15,(12 May 2015),Random House Children's Books,Ember ,And We Stay,And We Stay,1
ban_1171_wor_48216,Jack Canfield,Jack Canfield,,,ban_1171,wor_48216,9781623610104,9781455891542,400,-1,9/18/12,(3 Dec 2012),"Backlist, LLC - a unit of Chicken Soup of the Soul Publishing LLC",Brilliance Corporation ,Chicken Soup for the Christian Teenage Soul: Stories to Open the Hearts of Christian Teens,Chicken Soup for the Soul - Shaping the New You: 101 Encouraging Stories About Dieting and Fitness...and Finding What Works for You,0
ban_103_wor_31137,Stephanie Perkins,Stephanie Perkins,,Paperback,ban_103,wor_31137,9780142422014,9780142422014,368,368,7/9/13,(23 Jan 2014),Penguin Young Readers Group,Penguin Putnam Inc ,Lola and the Boy Next Door,Lola and the Boy Next Door,1
ban_3632_wor_26118,Walter White,Walter Francis White,,Paperback,ban_3632,wor_26118,9780820316987,9780820316987,392,408,02/01/1995,(28 Feb 1995),University of Georgia Press,University of Georgia Press ,A Man Called White: The Autobiography of Walter White / Edition 1,A Man Called White: The Autobiography of Walter White,1
ban_695_wor_31790,Andy Mulligan,Andy Mulligan,,Paperback,ban_695,wor_31790,9780385752169,9783499215988,240,256,10/11/11,(1 Oct 2011),Random House Children's Books,Rowohlt Taschenbuch ,Trash,Trash,0
ban_2907_wor_23954,Rob Lowe,Rob Lowe,,Paperback,ban_2907,wor_23954,9781250008855,9780552164375,320,384,01/03/2012,(19 Jan 2012),St. Martin's Press,Transworld Publishers Ltd ,Stories I Only Tell My Friends: An Autobiography,Stories I Only Tell My Friends,0
ban_1602_wor_31120,Ann Shoket,Ann Shoket,,Paperback,ban_1602,wor_31120,9780762445240,9780762445240,192,192,7/10/12,(10 Jul 2012),Running Press Book Publishers,"Running Press,U.S. ","Seventeen Ultimate Guide to Beauty: The Best Hair, Skin, Nails and Makeup Ideas For You","Seventeen Ultimate Guide to Beauty: The Best Hair, Skin, Nails Makeup Ideas For You",1
ban_2524_wor_48508,Thalia Chaltas,Thalia Chaltas,,Hardback,ban_2524,wor_48508,9780142415108,9781606867334,368,352,2/23/10,(23 Feb 2010),Penguin Young Readers Group,Perfection Learning ,Because I Am Furniture,Because I Am Furniture,0
ban_632_wor_28628,Scott Westerfeld,Scott Westerfeld,,Hardback,ban_632,wor_28628,9781416971740,9781416971733,464,440,8/10/10,(6 Oct 2009),Simon Pulse,Simon & Schuster ,Leviathan,Leviathan,0
ban_1150_wor_34540,Tamora Pierce,Tamora Pierce,,Paperback,ban_1150,wor_34540,9780375838163,9780375838163,582,582,10/23/07,(23 Oct 2007),Random House Children's Books,Random House USA Inc ,Terrier,Terrier: Legend of Beka Cooper v. 1,1
ban_2426_wor_36746,Joseph Delaney,Joseph Delaney,,Paperback,ban_2426,wor_36746,9780061730313,9781862307414,176,384,4/27/10,(27 Feb 2014),HarperCollins Publishers,Random House Children's Publishers UK ,The Spook's Tale and Other Horrors,Spook's: Alice: Book 12,0
ban_2496_wor_30011,Gayle Forman,Gayle Forman,,Paperback,ban_2496,wor_30011,9780147514035,9781471124396,304,288,1/26/16,(29 Jan 2015),Penguin Young Readers Group,Simon & Schuster Ltd ,I Was Here,I Was Here,0
ban_2883_wor_23596,Tony Rose,Tony Rose,,Paperback,ban_2883,wor_23596,9781937269500,9781937269500,552,552,04/28/2015,(28 Apr 2015),"Amber Communications Group, Inc.","Amber Communications Group, Inc. ","America The Black Point of View - An Investigation and Study of the White People of America and Western Europe and The Autobiography of an American Ghetto Boy, The 1950s and 1960s","America the Black Point of View - An Investigation and Study of the White People of America and Western Europe and the Autobiography of an American Ghetto Boy, the 1950s and 1960s",1
ban_2410_wor_32437,Christopher Pike,Christopher Pike,,Paperback,ban_2410,wor_32437,9781442405967,9781442405967,789,789,7/6/10,(1 Oct 2010),Simon Pulse,Simon & Schuster ,Remember Me: Remember Me; The Return; The Last Story,Remember Me,1
ban_2508_wor_48717,Lucia Capacchione,Lucia Capacchione,,Paperback,ban_2508,wor_48717,9781564145727,9781564145727,196,192,11/28/01,(31 Jan 2002),"Career Press, Incorporated",Career Press ,"Creative Journal for Teens, 2nd Ed.",The Creative Journal for Teens: Making Friends with Yourself,1
ban_895_wor_39359,Darynda Jones,Darynda Jones,,Paperback,ban_895,wor_39359,9780312625221,9780312625221,272,320,10/8/13,(30 Oct 2013),St. Martin's Press,Griffin Publishing ,Death and the Girl He Loves,Death and the Girl He Loves,1
ban_864_wor_31081,Ann Aguirre,Ann Aguirre,,Paperback,ban_864,wor_31081,9780312551377,9780312551377,288,288,8/7/12,(7 Aug 2012),Square Fish,St Martin's Press ,Enclave,Enclave,1
ban_12440_wor_46461,Christopher Grey,Christopher Grey,,Paperback,ban_12440,wor_46461,9781608952342,9781608952342,128,128,,(25 Nov 2010),"Amherst Media, Incorporated",Amherst Media ,Christopher Grey's Lighting Techniques for Beauty and Glamour Photography: A Guide for Digital Photographers,Christopher Grey's Lighting Techniques For Beauty And Glamour Photography: A Guide for Digital Photographers,1
ban_1685_wor_37108,Alan Lawrence Sitomer,Alan Lawrence Sitomer,,Paperback,ban_1685,wor_37108,9781423130277,9781423130277,320,320,2/2/10,(9 Feb 2010),Disney-Hyperion,Jump at the Sun ,The Secret Story of Sonia Rodriguez,The Secret Story of Sonia Rodriguez,1
ban_2679_wor_29798,Christopher Paolini,Christopher Paolini,,,ban_2679,wor_29798,9788415729013,9780307280725,836,20,4/30/15,(1 Dec 2005),Roca,Random House USA Inc ,Eldest,Eldest,0
ban_24_wor_16194,J. D. Salinger,D Jerome Salinger,,Paperback,ban_24,wor_16194,9780316769174,9783125738065,288,192,1/30/01,(25 Jan 1999),"Little, Brown and Company",Klett Sprachen GmbH ,The Catcher in the Rye,The Catcher in the Rye,0
ban_135_wor_33647,Mary E. Pearson,Mary E. Pearson,,Paperback,ban_135,wor_33647,9781250063151,9781250063151,512,512,6/2/15,(1 Aug 2015),Square Fish,Palgrave USA ,The Kiss of Deception,The Kiss of Deception,1
ban_1725_wor_31188,Irene Hunt,Irene Hunt,,Paperback,ban_1725,wor_31188,9780425182796,9780425182796,192,192,1/28/02,(8 Jan 2002),Penguin Publishing Group,Berkley Books ,The Lottery Rose,The Lottery Rose,1
ban_515_wor_30017,Gayle Forman,Gayle Forman,,Hardback,ban_515,wor_30017,9780142422953,9780525425922,416,336,8/20/13,(10 Oct 2013),Penguin Young Readers Group,Dutton Books for Young Readers ,Just One Day,Just One Year,0
ban_801_wor_993,Nancy Garden,Nancy Garden,,Paperback,ban_801,wor_993,9780374400118,9780374400118,272,263,2/20/07,(20 Feb 2007),Square Fish,"Farrar, Straus & Giroux Inc ",Annie on My Mind,Annie on My Mind,1
ban_2595_wor_28968,Ben Mikaelsen,Ben Mikaelsen,,Paperback,ban_2595,wor_28968,9780060090067,9780060090067,240,230,8/23/05,(25 Nov 2005),HarperCollins Publishers,HarperCollins Publishers Inc ,Tree Girl,Tree Girl,1
ban_25_wor_28194,Suzanne Collins,Suzanne Collins,,Paperback,ban_25,wor_28194,9780545586177,9781407157870,400,448,6/4/13,(1 Oct 2015),"Scholastic, Inc.",Scholastic ,Catching Fire,Catching Fire,0
ban_363_wor_6732,Robert Penn Warren,Robert Warren,,Paperback,ban_363,wor_6732,9780156004800,9780156004800,672,438,9/28/96,(1 Sep 1996),Houghton Mifflin Harcourt,Cengage Learning EMEA ,All the King's Men,All the King's Men,1
ban_3137_wor_27874,Elisabeth Sladen,,,Paperback,ban_3137,wor_27874,9781845138264,9781845138264,320,320,10/01/2012,(9 Jul 2012),"Aurum Press, Limited",Aurum Press ,Elisabeth Sladen: The Autobiography,Elisabeth Sladen: The Autobiography,1
ban_600_wor_6674,Timothy Zahn,Timothy Zahn,,Paperback,ban_600,wor_6674,9780553564921,9780553564921,496,467,1/28/94,(1 Jan 1980),Random House Publishing Group,Bantam Doubleday Dell Publishing Group Inc ,Star Wars Thrawn Trilogy #3: The Last Command,Star Wars 03: Last Command,1
